Year,party_detailed,candidatevotes,party_simplified
1988,INDEPENDENT,15042,OTHER
1988,,2273,OTHER
1988,REPUBLICAN,106867,REPUBLICAN
1988,DEMOCRAT,67113,DEMOCRAT
1988,LIBERTARIAN,2026,OTHER
1988,NEW ALLIANCE,545,OTHER
1992,REPUBLICAN,804283,REPUBLICAN
1992,DEMOCRAT,690080,DEMOCRAT
1992,INDEPENDENT,183109,OTHER
1992,LIBERTARIAN,5737,OTHER
1992,INDEPENDENT,4128,OTHER
1992,,723,OTHER
1992,REPUBLICAN,102000,REPUBLICAN
1992,DEMOCRAT,78294,DEMOCRAT
1992,INDEPENDENT,73481,OTHER
1992,AMERICA FIRST,1379,OTHER
1992,LIBERTARIAN,1378,OTHER
1992,INDEPENDENTS FOR ECONOMIC RECOVERY,469,OTHER
1992,NATURAL LAW,433,OTHER
1992,TAXPAYERS PARTY,377,OTHER
1992,,365,OTHER
1992,NEW ALLIANCE,330,OTHER
1992,REPUBLICAN,572086,REPUBLICAN
1992,DEMOCRAT,543050,DEMOCRAT
1992,INDEPENDENT,353741,OTHER
1992,INDEPENDENT,8141,OTHER
1992,LIBERTARIAN,6759,OTHER
1992,NATURAL LAW,2267,OTHER
1992,NEW ALLIANCE,923,OTHER
1992,,8,OTHER
1992,DEMOCRAT,505823,DEMOCRAT
1992,REPUBLICAN,337324,REPUBLICAN
1992,INDEPENDENT,99132,OTHER
1992,INDEPENDENT,8374,OTHER
1992,DEMOCRAT,5121325,DEMOCRAT
1992,REPUBLICAN,3630574,REPUBLICAN
1992,INDEPENDENT,2296006,OTHER
1992,LIBERTARIAN,48139,OTHER
1992,PEACE & FREEDOM,18597,OTHER
1992,AMERICAN INDEPENDENT PARTY,12711,OTHER
1992,,4369,OTHER
1992,DEMOCRAT,629681,DEMOCRAT
1992,REPUBLICAN,562850,REPUBLICAN
1992,INDEPENDENT,366010,OTHER
1992,LIBERTARIAN,8669,OTHER
1992,NEW ALLIANCE,1608,OTHER
1992,DEMOCRAT/REPUBLICAN,274,OTHER
1992,NATURAL LAW,47,OTHER
1992,PROHIBITION,21,OTHER
1992,UNAFFILIATED,20,OTHER
1992,DEMOCRAT,682318,DEMOCRAT
1992,REPUBLICAN,578313,REPUBLICAN
1992,INDEPENDENT,348771,OTHER
1992,LIBERTARIAN,5391,OTHER
1992,NEW ALLIANCE,1363,OTHER
1992,DEMOCRAT,126054,DEMOCRAT
1992,REPUBLICAN,102313,REPUBLICAN
1992,INDEPENDENT,59213,OTHER
1992,NEW ALLIANCE,1105,OTHER
1992,LIBERTARIAN,935,OTHER
1992,DEMOCRAT,192619,DEMOCRAT
1992,REPUBLICAN,20698,REPUBLICAN
1992,INDEPENDENT,9681,OTHER
1992,NEW ALLIANCE,1459,OTHER
1992,INDEPENDENT,1446,OTHER
1992,,676,OTHER
1992,LIBERTARIAN,467,OTHER
1992,NATURAL LAW,230,OTHER
1992,SOCIALIST,191,OTHER
1992,SOCIALIST WORKERS,105,OTHER
1992,REPUBLICAN,2173310,REPUBLICAN
1992,DEMOCRAT,2071698,DEMOCRAT
1992,INDEPENDENT,1053067,OTHER
1992,LIBERTARIAN,15079,OTHER
1992,,238,OTHER
1992,DEMOCRAT,1008966,DEMOCRAT
1992,REPUBLICAN,995252,REPUBLICAN
1992,INDEPENDENT,309657,OTHER
1992,LIBERTARIAN,7110,OTHER
1992,,148,OTHER
1992,DEMOCRAT,179310,DEMOCRAT
1992,REPUBLICAN,136822,REPUBLICAN
1992,INDEPENDENT,53003,OTHER
1992,INDEPENDENT,1452,OTHER
1992,LIBERTARIAN,1119,OTHER
1992,NEW ALLIANCE,720,OTHER
1992,NATURAL LAW,416,OTHER
1992,REPUBLICAN,202645,REPUBLICAN
1992,DEMOCRAT,137013,DEMOCRAT
1992,INDEPENDENT,130395,OTHER
1992,INDEPENDENT,10894,OTHER
1992,LIBERTARIAN,1167,OTHER
1992,DEMOCRAT,2453350,DEMOCRAT
1992,REPUBLICAN,1734096,REPUBLICAN
1992,INDEPENDENT,840515,OTHER
1992,LIBERTARIAN,9218,OTHER
1992,NEW ALLIANCE,5267,OTHER
1992,POPULIST,3577,OTHER
1992,NATURAL LAW,2751,OTHER
1992,SOCIALIST WORKERS,1361,OTHER
1992,,22,OTHER
1992,REPUBLICAN,989375,REPUBLICAN
1992,DEMOCRAT,848420,DEMOCRAT
1992,INDEPENDENT,455934,OTHER
1992,LIBERTARIAN,7936,OTHER
1992,NEW ALLIANCE,2583,OTHER
1992,,1623,OTHER
1992,DEMOCRAT,586353,DEMOCRAT
1992,REPUBLICAN,504891,REPUBLICAN
1992,INDEPENDENT,253468,OTHER
1992,NATURAL LAW,3079,OTHER
1992,,1753,OTHER
1992,AMERICA FIRST,1177,OTHER
1992,LIBERTARIAN,1076,OTHER
1992,,741,OTHER
1992,GRASSROOTS,669,OTHER
1992,TAXPAYERS PARTY,480,OTHER
1992,SOCIALIST WORKERS,273,OTHER
1992,INDEPENDENTS FOR ECONOMIC RECOVERY,238,OTHER
1992,CAMPAIGN FOR A NEW TOMORROW,212,OTHER
1992,NEW ALLIANCE,197,OTHER
1992,REPUBLICAN,449951,REPUBLICAN
1992,DEMOCRAT,390434,DEMOCRAT
1992,INDEPENDENT,312358,OTHER
1992,LIBERTARIAN,4314,OTHER
1992,,179,OTHER
1992,DEMOCRAT,665104,DEMOCRAT
1992,REPUBLICAN,617178,REPUBLICAN
1992,INDEPENDENT,203944,OTHER
1992,LIBERTARIAN,4513,OTHER
1992,TAXPAYERS PARTY,989,OTHER
1992,NATURAL LAW,695,OTHER
1992,NEW ALLIANCE,430,OTHER
1992,,47,OTHER
1992,DEMOCRAT,815971,DEMOCRAT
1992,REPUBLICAN,733386,REPUBLICAN
1992,INDEPENDENT,211478,OTHER
1992,AMERICA FIRST,18545,OTHER
1992,LIBERTARIAN,3155,OTHER
1992,EQUAL JUSTICE AND OPPORTUNITY,1663,OTHER
1992,TAXPAYERS PARTY,1552,OTHER
1992,MORE PERFECT DEMOCRACY,1434,OTHER
1992,"JUSTICE, INDUSTRY, AND AGRICULTURE",1136,OTHER
1992,NATURAL LAW,889,OTHER
1992,INDEPENDENT,808,OTHER
1992,DEMOCRAT,263420,DEMOCRAT
1992,INDEPENDENT,206820,OTHER
1992,REPUBLICAN,206504,REPUBLICAN
1992,LIBERTARIAN,1681,OTHER
1992,NEW ALLIANCE,519,OTHER
1992,TAXPAYERS PARTY,464,OTHER
1992,,91,OTHER
1992,DEMOCRAT,988571,DEMOCRAT
1992,REPUBLICAN,707094,REPUBLICAN
1992,INDEPENDENT,281414,OTHER
1992,LIBERTARIAN,4715,OTHER
1992,NEW ALLIANCE,2786,OTHER
1992,DEMOCRAT,1318639,DEMOCRAT
1992,REPUBLICAN,805039,REPUBLICAN
1992,INDEPENDENT,630731,OTHER
1992,LIBERTARIAN,9021,OTHER
1992,NEW ALLIANCE,3172,OTHER
1992,INDEPENDENT VOTERS,2218,OTHER
1992,,1990,OTHER
1992,NATURAL LAW,1812,OTHER
1992,LAROUCHE FOR PRESIDENT PARTY,1027,OTHER
1992,SOCIALIST PARTY USA,13,OTHER
1992,PROHIBITION,2,OTHER
1992,DEMOCRAT,1871182,DEMOCRAT
1992,REPUBLICAN,1554940,REPUBLICAN
1992,INDEPENDENT,824813,OTHER
1992,LIBERTARIAN,10175,OTHER
1992,TISCH INDEPENDENT CITIZENS,8263,OTHER
1992,NATURAL LAW,2954,OTHER
1992,WORKERS WORLD,1432,OTHER
1992,,914,OTHER
1992,DEMOCRAT,1020997,DEMOCRAT
1992,REPUBLICAN,747841,REPUBLICAN
1992,INDEPENDENT,562506,OTHER
1992,LIBERTARIAN,3374,OTHER
1992,CONSTITUTION PARTY,3363,OTHER
1992,GRASSROOTS,2659,OTHER
1992,,2499,OTHER
1992,NATURAL LAW,1406,OTHER
1992,SOCIALIST WORKERS,990,OTHER
1992,NEW ALLIANCE,958,OTHER
1992,TAXPAYERS PARTY,733,OTHER
1992,INDEPENDENTS FOR ECONOMIC RECOVERY,622,OTHER
1992,REPUBLICAN,487793,REPUBLICAN
1992,DEMOCRAT,400258,DEMOCRAT
1992,INDEPENDENT,85626,OTHER
1992,INDEPENDENT,4310,OTHER
1992,LIBERTARIAN,2154,OTHER
1992,TAXPAYERS PARTY,1652,OTHER
1992,DEMOCRAT,1053873,DEMOCRAT
1992,REPUBLICAN,811159,REPUBLICAN
1992,INDEPENDENT,518741,OTHER
1992,LIBERTARIAN,7497,OTHER
1992,DEMOCRAT,154507,DEMOCRAT
1992,REPUBLICAN,144207,REPUBLICAN
1992,INDEPENDENT,107225,OTHER
1992,INDEPENDENT,3658,OTHER
1992,LIBERTARIAN,986,OTHER
1992,REPUBLICAN,343678,REPUBLICAN
1992,DEMOCRAT,216864,DEMOCRAT
1992,INDEPENDENT,174104,OTHER
1992,INDEPENDENT,1560,OTHER
1992,LIBERTARIAN,1340,OTHER
1992,DEMOCRAT,189148,DEMOCRAT
1992,REPUBLICAN,175828,REPUBLICAN
1992,INDEPENDENT,132580,OTHER
1992,POPULIST,2892,OTHER
1992,,2537,OTHER
1992,LIBERTARIAN,1835,OTHER
1992,INDEPENDENT AMERICAN,677,OTHER
1992,INDEPENDENT,483,OTHER
1992,NATURAL LAW,338,OTHER
1992,DEMOCRAT,209040,DEMOCRAT
1992,REPUBLICAN,202484,REPUBLICAN
1992,INDEPENDENT,121337,OTHER
1992,LIBERTARIAN,3548,OTHER
1992,NEW ALLIANCE,512,OTHER
1992,NATURAL LAW,294,OTHER
1992,DEMOCRAT,1436206,DEMOCRAT
1992,REPUBLICAN,1356865,REPUBLICAN
1992,INDEPENDENT,521829,OTHER
1992,LIBERTARIAN,6822,OTHER
1992,INDEPENDENT,4749,OTHER
1992,NEW ALLIANCE,3513,OTHER
1992,TAXPAYERS PARTY,2670,OTHER
1992,6 MILLION JOBS,2095,OTHER
1992,SOCIALIST WORKERS,2011,OTHER
1992,RON DANIELS INDEPENDENT,1996,OTHER
1992,AMERICA FIRST POPULIST,1867,OTHER
1992,WORKERS LEAGUE,1618,OTHER
1992,NATURAL LAW,1353,OTHER
1992,DEMOCRAT,261617,DEMOCRAT
1992,REPUBLICAN,212824,REPUBLICAN
1992,INDEPENDENT,91895,OTHER
1992,LIBERTARIAN,1615,OTHER
1992,TAXPAYERS PARTY,620,OTHER
1992,NATURAL LAW,562,OTHER
1992,NEW ALLIANCE,369,OTHER
1992,SOCIALIST WORKERS,183,OTHER
1992,WORKERS WORLD,181,OTHER
1992,PROHIBITION,120,OTHER
1992,DEMOCRAT,3346894,DEMOCRAT
1992,REPUBLICAN,2041690,REPUBLICAN
1992,INDEPENDENT,1090721,OTHER
1992,CONSERVATIVE,177000,OTHER
1992,,152951,OTHER
1992,RIGHT-TO-LIFE,127959,OTHER
1992,LIBERAL PARTY,97556,OTHER
1992,SOCIALIST WORKERS,15472,OTHER
1992,LIBERTARIAN,13451,OTHER
1992,NEW ALLIANCE,11318,OTHER
1992,NATURAL LAW,4420,OTHER
1992,REPUBLICAN,1134661,REPUBLICAN
1992,DEMOCRAT,1114042,DEMOCRAT
1992,INDEPENDENT,357864,OTHER
1992,LIBERTARIAN,5171,OTHER
1992,NEW ALLIANCE,59,OTHER
1992,NATURAL LAW,41,OTHER
1992,SOCIALIST WORKERS,12,OTHER
1992,REPUBLICAN,136244,REPUBLICAN
1992,DEMOCRAT,99168,DEMOCRAT
1992,INDEPENDENT,71084,OTHER
1992,,1637,OTHER
1992,DEMOCRAT,1984942,DEMOCRAT
1992,REPUBLICAN,1894310,REPUBLICAN
1992,INDEPENDENT,1036426,OTHER
1992,INDEPENDENT,24247,OTHER
1992,,42,OTHER
1992,REPUBLICAN,592929,REPUBLICAN
1992,DEMOCRAT,473066,DEMOCRAT
1992,INDEPENDENT,319878,OTHER
1992,LIBERTARIAN,4486,OTHER
1992,DEMOCRAT,621314,DEMOCRAT
1992,REPUBLICAN,475757,REPUBLICAN
1992,INDEPENDENT,354091,OTHER
1992,LIBERTARIAN,4277,OTHER
1992,NEW ALLIANCE,3030,OTHER
1992,,2609,OTHER
1992,,1565,OTHER
1992,DEMOCRAT,2239164,DEMOCRAT
1992,REPUBLICAN,1791841,REPUBLICAN
1992,INDEPENDENT,902667,OTHER
1992,LIBERTARIAN,21477,OTHER
1992,NEW ALLIANCE,4661,OTHER
1992,DEMOCRAT,213299,DEMOCRAT
1992,REPUBLICAN,131601,REPUBLICAN
1992,INDEPENDENT,105045,OTHER
1992,NEW ALLIANCE,1878,OTHER
1992,LIBERTARIAN,571,OTHER
1992,INDEPENDENTS FOR LAROUCHE,494,OTHER
1992,NATURAL LAW,262,OTHER
1992,TAXPAYERS PARTY,215,OTHER
1992,REPUBLICAN,577507,REPUBLICAN
1992,DEMOCRAT,525514,DEMOCRAT
1992,INDEPENDENT,119257,OTHER
1992,LIBERTARIAN,2719,OTHER
1992,AMERICAN,2680,OTHER
1992,UNITED CITIZENS,1235,OTHER
1992,REPUBLICAN,136718,REPUBLICAN
1992,DEMOCRAT,124888,DEMOCRAT
1992,INDEPENDENT,73295,OTHER
1992,LIBERTARIAN,814,OTHER
1992,INDEPENDENT,539,OTHER
1992,DEMOCRAT,933521,DEMOCRAT
1992,REPUBLICAN,841300,REPUBLICAN
1992,INDEPENDENT,199968,OTHER
1992,INDEPENDENT,7688,OTHER
1992,,161,OTHER
1992,REPUBLICAN,2496071,REPUBLICAN
1992,DEMOCRAT,2281815,DEMOCRAT
1992,INDEPENDENT,1354781,OTHER
1992,LIBERTARIAN,19699,OTHER
1992,,1652,OTHER
1992,REPUBLICAN,322632,REPUBLICAN
1992,INDEPENDENT,203400,OTHER
1992,DEMOCRAT,183429,DEMOCRAT
1992,POPULIST,28602,OTHER
1992,LIBERTARIAN,1900,OTHER
1992,NATURAL LAW,1319,OTHER
1992,INDEPENDENTS FOR ECONOMIC RECOVERY,1089,OTHER
1992,NEW ALLIANCE,414,OTHER
1992,TAXPAYERS PARTY,393,OTHER
1992,AMERICAN,292,OTHER
1992,SOCIALIST WORKERS,200,OTHER
1992,CAMPAIGN FOR A NEW TOMORROW,177,OTHER
1992,SOCIALIST WORKERS,151,OTHER
1992,DEMOCRAT,133592,DEMOCRAT
1992,REPUBLICAN,88122,REPUBLICAN
1992,INDEPENDENT,65991,OTHER
1992,LIBERTARIAN,501,OTHER
1992,,488,OTHER
1992,LIBERTY UNION PARTY,329,OTHER
1992,NATURAL LAW,315,OTHER
1992,TAXPAYERS PARTY,124,OTHER
1992,NEW ALLIANCE,100,OTHER
1992,SOCIALIST WORKERS,82,OTHER
1992,FREEDOM FOR LAROUCHE,57,OTHER
1992,REPUBLICAN,1150517,REPUBLICAN
1992,DEMOCRAT,1038650,DEMOCRAT
1992,INDEPENDENT,348639,OTHER
1992,INDEPENDENT,15129,OTHER
1992,LIBERTARIAN,5730,OTHER
1992,,464,OTHER
1992,DEMOCRAT,993037,DEMOCRAT
1992,REPUBLICAN,731234,REPUBLICAN
1992,INDEPENDENT,541780,OTHER
1992,LIBERTARIAN,7533,OTHER
1992,POPULIST,4854,OTHER
1992,NATURAL LAW,2456,OTHER
1992,TAXPAYERS PARTY,2354,OTHER
1992,INDEPENDENT,2026,OTHER
1992,NEW ALLIANCE,1776,OTHER
1992,SOCIALIST WORKERS,515,OTHER
1992,DEMOCRAT,331001,DEMOCRAT
1992,REPUBLICAN,241974,REPUBLICAN
1992,INDEPENDENT,108829,OTHER
1992,LIBERTARIAN,1873,OTHER
1992,DEMOCRAT,1041066,DEMOCRAT
1992,REPUBLICAN,930855,REPUBLICAN
1992,INDEPENDENT,544479,OTHER
1992,INDEPENDENT,7518,OTHER
1992,LIBERTARIAN,2877,OTHER
1992,LABOR-FARM-LABORISTA-AGRARIO,1833,OTHER
1992,NATURAL LAW,1070,OTHER
1992,,961,OTHER
1992,THIRD PARTY,405,OTHER
1992,REPUBLICAN,79347,REPUBLICAN
1992,DEMOCRAT,68160,DEMOCRAT
1992,INDEPENDENT,51263,OTHER
1992,LIBERTARIAN,844,OTHER
1992,INDEPENDENT,270,OTHER
1996,REPUBLICAN,769044,REPUBLICAN
1996,DEMOCRAT,662165,DEMOCRAT
1996,INDEPENDENT,95030,OTHER
1996,LIBERTARIAN,5290,OTHER
1996,NATURAL LAW,1697,OTHER
1996,,1123,OTHER
1996,REPUBLICAN,122746,REPUBLICAN
1996,DEMOCRAT,80380,DEMOCRAT
1996,REFORM PARTY,26333,OTHER
1996,GREEN,7597,OTHER
1996,LIBERTARIAN,2276,OTHER
1996,U.S. TAXPAYERS PARTY,925,OTHER
1996,NATURAL LAW,729,OTHER
1996,,634,OTHER
1996,DEMOCRAT,653288,DEMOCRAT
1996,REPUBLICAN,622073,REPUBLICAN
1996,REFORM PARTY,112072,OTHER
1996,LIBERTARIAN,14358,OTHER
1996,,2573,OTHER
1996,,41,OTHER
1996,DEMOCRAT,475171,DEMOCRAT
1996,REPUBLICAN,325416,REPUBLICAN
1996,REFORM PARTY,69884,OTHER
1996,GREEN,3649,OTHER
1996,LIBERTARIAN,3076,OTHER
1996,U.S. TAXPAYERS PARTY,2065,OTHER
1996,AMERICA FIRST,932,OTHER
1996,UNAFFILIATED,823,OTHER
1996,LOOKING BACK PARTY,749,OTHER
1996,WORKERS WORLD,747,OTHER
1996,NATURAL LAW,729,OTHER
1996,SOCIALIST,538,OTHER
1996,PROHIBITION,483,OTHER
1996,DEMOCRAT,5119835,DEMOCRAT
1996,REPUBLICAN,3828381,REPUBLICAN
1996,REFORM PARTY,697847,OTHER
1996,GREEN,237016,OTHER
1996,LIBERTARIAN,73600,OTHER
1996,PEACE & FREEDOM,25332,OTHER
1996,AMERICAN INDEPENDENT PARTY,21202,OTHER
1996,NATURAL LAW,15403,OTHER
1996,,853,OTHER
1996,REPUBLICAN,691848,REPUBLICAN
1996,DEMOCRAT,671152,DEMOCRAT
1996,REFORM PARTY,99629,OTHER
1996,GREEN,25070,OTHER
1996,LIBERTARIAN,12392,OTHER
1996,CONSTITUTION PARTY,2813,OTHER
1996,INDEPENDENT,2809,OTHER
1996,NATURAL LAW,2545,OTHER
1996,SOCIALIST,669,OTHER
1996,WORKERS WORLD,599,OTHER
1996,AMERICAN,557,OTHER
1996,PROHIBITION,375,OTHER
1996,SOCIALIST WORKERS,244,OTHER
1996,DEMOCRAT,735740,DEMOCRAT
1996,REPUBLICAN,483109,REPUBLICAN
1996,REFORM PARTY,139523,OTHER
1996,GREEN,24321,OTHER
1996,LIBERTARIAN,5788,OTHER
1996,CONCERNED CITIZENS,2425,OTHER
1996,NATURAL LAW,1703,OTHER
1996,,5,OTHER
1996,DEMOCRAT,140355,DEMOCRAT
1996,REPUBLICAN,99062,REPUBLICAN
1996,UNAFFILIATED,28719,OTHER
1996,LIBERTARIAN,2052,OTHER
1996,U.S. TAXPAYERS PARTY,348,OTHER
1996,NATURAL LAW,274,OTHER
1996,DEMOCRAT,158220,DEMOCRAT
1996,REPUBLICAN,17339,REPUBLICAN
1996,GREEN,4780,OTHER
1996,REFORM PARTY,3611,OTHER
1996,,648,OTHER
1996,LIBERTARIAN,588,OTHER
1996,NATURAL LAW,283,OTHER
1996,SOCIALIST WORKERS,257,OTHER
1996,DEMOCRAT,2546870,DEMOCRAT
1996,REPUBLICAN,2244536,REPUBLICAN
1996,REFORM PARTY,483870,OTHER
1996,LIBERTARIAN,23326,OTHER
1996,,4552,OTHER
1996,REPUBLICAN,1080843,REPUBLICAN
1996,DEMOCRAT,1053849,DEMOCRAT
1996,REFORM PARTY,146337,OTHER
1996,LIBERTARIAN,17870,OTHER
1996,DEMOCRAT,205012,DEMOCRAT
1996,REPUBLICAN,113943,REPUBLICAN
1996,REFORM PARTY,27358,OTHER
1996,GREEN,10386,OTHER
1996,LIBERTARIAN,2493,OTHER
1996,NATURAL LAW,570,OTHER
1996,U.S. TAXPAYERS PARTY,358,OTHER
1996,REPUBLICAN,256595,REPUBLICAN
1996,DEMOCRAT,165443,DEMOCRAT
1996,REFORM PARTY,62518,OTHER
1996,LIBERTARIAN,3325,OTHER
1996,U.S. TAXPAYERS PARTY,2230,OTHER
1996,NATURAL LAW,1600,OTHER
1996,DEMOCRAT,2341744,DEMOCRAT
1996,REPUBLICAN,1587021,REPUBLICAN
1996,REFORM PARTY,346408,OTHER
1996,LIBERTARIAN,22548,OTHER
1996,U.S. TAXPAYERS PARTY,7606,OTHER
1996,NATURAL LAW,4606,OTHER
1996,,1458,OTHER
1996,REPUBLICAN,1006693,REPUBLICAN
1996,DEMOCRAT,887424,DEMOCRAT
1996,REFORM PARTY,224299,OTHER
1996,LIBERTARIAN,15632,OTHER
1996,,1383,OTHER
1996,DEMOCRAT,620258,DEMOCRAT
1996,REPUBLICAN,492644,REPUBLICAN
1996,REFORM PARTY,105159,OTHER
1996,GREEN,6550,OTHER
1996,NATURAL LAW,3349,OTHER
1996,LIBERTARIAN,2315,OTHER
1996,U.S. TAXPAYERS PARTY,2229,OTHER
1996,,1240,OTHER
1996,SOCIALIST WORKERS,331,OTHER
1996,REPUBLICAN,583245,REPUBLICAN
1996,DEMOCRAT,387659,DEMOCRAT
1996,REFORM PARTY,92639,OTHER
1996,INDEPENDENT,5174,OTHER
1996,LIBERTARIAN,4557,OTHER
1996,,1026,OTHER
1996,DEMOCRAT,636614,DEMOCRAT
1996,REPUBLICAN,623283,REPUBLICAN
1996,REFORM PARTY,120396,OTHER
1996,LIBERTARIAN,4009,OTHER
1996,U.S. TAXPAYERS PARTY,2204,OTHER
1996,NATURAL LAW,1493,OTHER
1996,,709,OTHER
1996,DEMOCRAT,927837,DEMOCRAT
1996,REPUBLICAN,712586,REPUBLICAN
1996,REFORM PARTY,123293,OTHER
1996,LIBERTARIAN,7499,OTHER
1996,"LIBERTY, ECOLOGY, COMMUNITY",4719,OTHER
1996,U.S. TAXPAYERS PARTY,3366,OTHER
1996,NATURAL LAW,2981,OTHER
1996,WORKERS WORLD,1678,OTHER
1996,DEMOCRAT,312788,DEMOCRAT
1996,REPUBLICAN,186378,REPUBLICAN
1996,REFORM PARTY,85970,OTHER
1996,GREEN,15279,OTHER
1996,LIBERTARIAN,2996,OTHER
1996,U.S. TAXPAYERS PARTY,1517,OTHER
1996,NATURAL LAW,825,OTHER
1996,,144,OTHER
1996,DEMOCRAT,966207,DEMOCRAT
1996,REPUBLICAN,681530,REPUBLICAN
1996,REFORM PARTY,115812,OTHER
1996,LIBERTARIAN,8765,OTHER
1996,U.S. TAXPAYERS PARTY,3402,OTHER
1996,,2637,OTHER
1996,NATURAL LAW,2517,OTHER
1996,DEMOCRAT,1571509,DEMOCRAT
1996,REPUBLICAN,718058,REPUBLICAN
1996,REFORM PARTY,227206,OTHER
1996,LIBERTARIAN,20424,OTHER
1996,,6180,OTHER
1996,NATURAL LAW,5183,OTHER
1996,,4623,OTHER
1996,WORKERS WORLD,3276,OTHER
1996,DEMOCRAT,1989653,DEMOCRAT
1996,REPUBLICAN,1481212,REPUBLICAN
1996,REFORM PARTY,336670,OTHER
1996,LIBERTARIAN,27670,OTHER
1996,,4678,OTHER
1996,NATURAL LAW,4254,OTHER
1996,WORKERS WORLD,3153,OTHER
1996,SOCIALIST EQUALITY PARTY,1554,OTHER
1996,DEMOCRAT,1120380,DEMOCRAT
1996,REPUBLICAN,766395,REPUBLICAN
1996,REFORM PARTY,257698,OTHER
1996,GREEN,24906,OTHER
1996,LIBERTARIAN,8271,OTHER
1996,GRASSROOTS,4898,OTHER
1996,U.S. TAXPAYERS PARTY,3415,OTHER
1996,,2903,OTHER
1996,NATURAL LAW,1808,OTHER
1996,INDEPENDENT GRASSROOTS,787,OTHER
1996,SOCIALIST WORKERS,684,OTHER
1996,SOCIALIST EQUALITY PARTY,347,OTHER
1996,REPUBLICAN,439838,REPUBLICAN
1996,DEMOCRAT,394022,DEMOCRAT
1996,INDEPENDENT,53427,OTHER
1996,LIBERTARIAN,2809,OTHER
1996,U.S. TAXPAYERS PARTY,2314,OTHER
1996,NATURAL LAW,1447,OTHER
1996,DEMOCRAT,1025935,DEMOCRAT
1996,REPUBLICAN,890016,REPUBLICAN
1996,REFORM PARTY,217188,OTHER
1996,U.S. TAXPAYERS PARTY,11521,OTHER
1996,LIBERTARIAN,10522,OTHER
1996,NATURAL LAW,2287,OTHER
1996,INDEPENDENT,596,OTHER
1996,REPUBLICAN,179652,REPUBLICAN
1996,DEMOCRAT,167922,DEMOCRAT
1996,REFORM PARTY,55229,OTHER
1996,LIBERTARIAN,2526,OTHER
1996,NATURAL LAW,1754,OTHER
1996,REPUBLICAN,363467,REPUBLICAN
1996,DEMOCRAT,236761,DEMOCRAT
1996,REFORM PARTY,71278,OTHER
1996,LIBERTARIAN,2792,OTHER
1996,U.S. TAXPAYERS PARTY,1928,OTHER
1996,NATURAL LAW,1189,OTHER
1996,DEMOCRAT,203974,DEMOCRAT
1996,REPUBLICAN,199244,REPUBLICAN
1996,REFORM PARTY,43986,OTHER
1996,,5608,OTHER
1996,GREEN,4730,OTHER
1996,LIBERTARIAN,4460,OTHER
1996,INDEPENDENT AMERICAN,1732,OTHER
1996,NATURAL LAW,545,OTHER
1996,DEMOCRAT,246166,DEMOCRAT
1996,REPUBLICAN,196486,REPUBLICAN
1996,REFORM PARTY,48387,OTHER
1996,LIBERTARIAN,4214,OTHER
1996,U.S. TAXPAYERS PARTY,1344,OTHER
1996,DEMOCRAT,1652361,DEMOCRAT
1996,REPUBLICAN,1103099,REPUBLICAN
1996,INDEPENDENT,320400,OTHER
1996,DEMOCRAT,273495,DEMOCRAT
1996,REPUBLICAN,232751,REPUBLICAN
1996,REFORM PARTY,32257,OTHER
1996,GREEN,13218,OTHER
1996,LIBERTARIAN,2996,OTHER
1996,U.S. TAXPAYERS PARTY,713,OTHER
1996,NATURAL LAW,644,OTHER
1996,DEMOCRAT,3649630,DEMOCRAT
1996,REPUBLICAN,1738707,REPUBLICAN
1996,INDEPENDENCE,503458,OTHER
1996,CONSERVATIVE,183392,OTHER
1996,,123000,OTHER
1996,LIBERAL PARTY,106547,OTHER
1996,GREEN,75956,OTHER
1996,RIGHT-TO-LIFE,23580,OTHER
1996,LIBERTARIAN,12220,OTHER
1996,FREEDOM,11393,OTHER
1996,NATURAL LAW,5011,OTHER
1996,WORKERS WORLD,3473,OTHER
1996,SOCIALIST WORKERS,2762,OTHER
1996,REPUBLICAN,1225938,REPUBLICAN
1996,DEMOCRAT,1107849,DEMOCRAT
1996,REFORM PARTY,168059,OTHER
1996,LIBERTARIAN,8740,OTHER
1996,NATURAL LAW,2771,OTHER
1996,,2450,OTHER
1996,REPUBLICAN,125050,REPUBLICAN
1996,DEMOCRAT,106905,DEMOCRAT
1996,REFORM PARTY,32515,OTHER
1996,LIBERTARIAN,847,OTHER
1996,INDEPENDENT NOMINATION,745,OTHER
1996,NATURAL LAW,349,OTHER
1996,DEMOCRAT,2148222,DEMOCRAT
1996,REPUBLICAN,1859883,REPUBLICAN
1996,REFORM PARTY,483207,OTHER
1996,LIBERTARIAN,12851,OTHER
1996,WORKERS WORLD,10813,OTHER
1996,NATURAL LAW,9120,OTHER
1996,U.S. TAXPAYERS PARTY,7361,OTHER
1996,GREEN,2962,OTHER
1996,,15,OTHER
1996,REPUBLICAN,582315,REPUBLICAN
1996,DEMOCRAT,488105,DEMOCRAT
1996,REFORM PARTY,130788,OTHER
1996,LIBERTARIAN,5505,OTHER
1996,DEMOCRAT,649641,DEMOCRAT
1996,REPUBLICAN,538152,REPUBLICAN
1996,REFORM PARTY,121221,OTHER
1996,GREEN,49415,OTHER
1996,LIBERTARIAN,8903,OTHER
1996,U.S. TAXPAYERS PARTY,3379,OTHER
1996,NATURAL LAW,2798,OTHER
1996,,2329,OTHER
