source,target,rank,gender
37,124,Full,M
37,186,Full,M
37,186,Full,M
38,105,Full,M
38,79,Full,M
38,127,Full,M
38,57,Full,M
38,128,Full,M
38,161,Assoc,M
38,162,Asst,M
38,157,Full,M
38,163,Assoc,F
38,94,Full,M
38,152,Full,M
38,164,Asst,M
38,118,Full,M
38,140,Assoc,M
38,166,Full,M
38,120,Assoc,M
38,179,Asst,M
38,168,Assoc,M
38,168,Assoc,M
38,168,Full,M
38,196,Asst,M
38,196,Full,M
39,5,Full,M
39,9,Asst,M
39,22,Full,F
39,78,Full,M
39,81,Full,M
39,82,Full,M
39,39,Assoc,F
39,47,Full,M
39,47,Full,M
39,50,Full,M
39,152,Asst,F
39,152,Assoc,M
39,202,Full,F
39,115,Assoc,M
39,171,Asst,M
39,99,Full,M
39,158,Assoc,M
40,78,Assoc,M
40,84,Assoc,M
40,84,Assoc,M
40,40,Asst,M
40,40,Assoc,M
40,40,Assoc,M
40,40,Assoc,M
40,40,Full,M
40,44,Full,M
40,45,Full,M
40,45,Full,M
40,51,Assoc,M
40,53,Full,M
40,136,Full,M
40,136,Full,M
40,137,Full,M
40,137,Full,M
40,137,Full,F
40,174,Full,M
40,174,Full,M
40,99,Assoc,M
40,129,Full,M
40,139,Full,M
40,119,Assoc,M
40,160,Full,M
40,204,Full,M
40,191,Full,M
40,154,Asst,M
41,29,Full,M
41,108,Assoc,M
41,46,Asst,M
41,89,Asst,F
41,89,Assoc,F
41,170,Assoc,F
42,40,Assoc,F
42,184,Full,M
42,42,Full,M
42,50,Full,M
42,56,Full,F
42,89,Asst,M
42,157,Assoc,F
42,66,Full,F
42,113,Assoc,M
42,165,Assoc,M
42,165,Assoc,M
42,176,Full,M
42,182,Full,M
43,144,Asst,M
43,38,Assoc,F
43,56,Assoc,M
43,89,Assoc,M
43,89,Assoc,F
43,113,Full,M
43,193,Assoc,M
43,132,Asst,M
43,179,Assoc,F
43,176,Asst,M
43,195,Full,F
43,126,Asst,M
44,44,Asst,M
44,44,Assoc,M
44,44,Assoc,M
44,44,Assoc,M
44,44,Assoc,M
44,44,Assoc,M
44,44,Full,M
44,44,Full,M
44,44,Full,M
44,44,Full,M
44,44,Full,M
44,44,Full,M
44,44,Full,M
44,45,Full,M
44,53,Full,M
44,136,Full,M
44,174,Assoc,M
44,174,Assoc,M
44,129,Assoc,F
44,119,Assoc,F
44,103,Assoc,M
44,197,Assoc,M
45,76,Assoc,M
45,84,Assoc,M
45,45,Full,M
45,53,Full,M
45,88,Asst,M
45,58,Assoc,M
45,58,Full,F
45,111,Assoc,M
45,185,Assoc,M
45,185,Assoc,M
45,185,Full,M
45,114,Asst,F
45,114,Asst,M
45,100,Assoc,F
45,100,Full,F
45,191,Assoc,M
45,191,Assoc,M
46,9,Full,M
46,34,Asst,M
46,46,Full,M
46,91,Asst,M
46,162,Full,M
46,157,Full,M
46,183,Full,M
46,115,Assoc,M
46,119,Assoc,M
46,172,Assoc,M
46,103,Assoc,F
46,103,Assoc,M
47,4,Assoc,M
47,21,Assoc,M
47,22,Full,M
47,85,Assoc,M
47,88,Assoc,M
47,146,Full,M
47,167,Assoc,M
47,167,Full,F
48,8,Assoc,M
48,48,Assoc,M
48,48,Full,M
48,53,Full,M
48,56,Full,M
48,163,Full,F
48,66,Full,M
48,164,Assoc,M
48,125,Full,M
48,126,Full,M
48,197,Full,M
49,82,Assoc,F
49,56,Assoc,M
49,56,Assoc,F
49,89,Full,M
49,59,Full,M
49,61,Full,M
49,157,Full,M
49,132,Asst,M
49,140,Assoc,M
49,199,Full,M
49,120,Assoc,M
49,176,Full,M
49,156,Full,M
49,149,Asst,M
49,189,Assoc,M
49,141,Assoc,M
49,182,Full,M
49,197,Asst,M
50,32,Asst,M
50,32,Assoc,M
50,82,Assoc,M
50,47,Asst,M
50,50,Asst,F
50,50,Assoc,M
50,50,Assoc,M
50,50,Assoc,M
50,86,Assoc,F
50,89,Assoc,M
50,89,Assoc,M
50,59,Assoc,M
50,59,Assoc,M
50,61,Full,M
50,112,Assoc,F
50,113,Assoc,M
50,98,Full,F
50,120,Assoc,M
50,120,Assoc,M
50,120,Full,M
50,148,Assoc,F
50,148,Full,F
50,189,Assoc,M
50,173,Assoc,M
50,173,Full,M
50,141,Full,M
51,44,Full,M
51,51,Assoc,M
51,191,Assoc,M
51,141,Full,M
52,44,Full,M
52,129,Assoc,F
52,142,Full,M
53,18,Full,M
53,105,Full,M
53,84,Asst,M
53,84,Full,M
53,108,Full,M
53,108,Full,F
53,45,Full,M
53,53,Full,M
53,58,Assoc,M
53,58,Assoc,M
53,58,Full,M
53,161,Full,M
53,137,Full,M
53,183,Assoc,M
53,203,Assoc,M
53,100,Assoc,M
53,116,Full,M
53,68,Full,M
53,119,Full,M
53,71,Asst,F
53,191,Assoc,M
53,191,Full,M
54,80,Assoc,M
54,40,Assoc,M
54,54,Full,M
54,54,Full,M
54,190,Full,F
54,155,Assoc,M
54,155,Assoc,M
54,176,Assoc,M
54,173,Full,M
54,143,Full,M
55,8,Full,F
55,31,Assoc,M
55,77,Assoc,M
55,90,Full,M
55,62,Full,M
55,94,Full,M
55,202,Assoc,M
55,139,Full,M
55,179,Full,M
55,196,Full,M
55,180,Full,M
55,188,Full,M
55,191,Assoc,M
55,197,Full,F
56,134,Asst,M
56,57,Asst,M
56,57,Assoc,M
56,151,Asst,F
56,151,Full,M
56,151,Full,M
56,183,Full,M
56,113,Full,M
56,101,Assoc,M
56,118,Assoc,M
56,70,Assoc,M
56,187,Full,F
56,180,Full,M
56,156,Full,M
56,186,Assoc,M
56,103,Full,M
56,104,Asst,M
56,197,Asst,M
56,197,Asst,M
56,197,Full,M
57,109,Assoc,M
57,131,Assoc,M
57,53,Full,M
57,127,Assoc,M
57,57,Asst,M
57,95,Assoc,M
57,120,Asst,M
57,120,Full,M
57,168,Full,M
57,196,Assoc,M
57,103,Assoc,M
58,84,Asst,M
58,84,Assoc,M
58,58,Assoc,F
58,58,Assoc,M
58,58,Full,M
58,58,Full,M
58,136,Full,M
58,174,Full,M
58,203,Asst,M
58,203,Full,M
58,114,Full,M
58,99,Assoc,M
58,100,Assoc,F
59,49,Assoc,F
59,49,Assoc,M
59,59,Full,M
59,157,Full,M
59,193,Asst,M
59,148,Asst,M
59,177,Asst,M
59,197,Full,M
60,60,Asst,M
60,60,Asst,M
60,68,Assoc,M
60,172,Assoc,M
61,77,Full,M
61,87,Full,M
61,57,Assoc,M
61,190,Asst,F
61,148,Assoc,M
61,156,Assoc,M
61,126,Assoc,M
61,197,Assoc,M
62,55,Assoc,M
62,128,Asst,M
62,138,Assoc,F
62,138,Assoc,M
62,170,Full,M
62,140,Full,M
62,121,Assoc,M
62,196,Assoc,M
62,194,Asst,F
62,104,Full,M
62,142,Asst,F
63,25,Full,M
63,35,Asst,M
63,39,Asst,F
63,169,Full,F
63,131,Assoc,M
63,63,Asst,F
63,63,Assoc,M
63,63,Assoc,M
63,63,Assoc,M
63,63,Full,M
63,183,Assoc,M
63,183,Assoc,M
63,117,Asst,M
63,117,Assoc,F
63,69,Assoc,M
63,199,Full,M
63,102,Assoc,F
63,102,Assoc,F
63,123,Full,M
63,103,Full,F
63,189,Assoc,M
63,173,Assoc,M
63,182,Full,M
64,98,Assoc,M
64,165,Assoc,F
64,190,Assoc,M
65,158,Assoc,F
65,175,Assoc,M
66,93,Full,M
66,200,Full,M
66,124,Full,M
66,186,Assoc,M
66,192,Asst,M
67,67,Full,M
68,68,Asst,M
68,190,Assoc,M
69,34,Asst,M
69,69,Assoc,M
71,63,Assoc,M
71,71,Assoc,M
71,71,Full,M
71,155,Asst,F
72,201,Assoc,M
73,0,Asst,F
73,0,Full,M
73,0,Full,M
73,1,Full,M
73,2,Full,M
73,2,Full,M
73,73,Full,M
73,73,Full,M
73,4,Asst,M
73,4,Full,M
73,4,Full,M
73,5,Full,M
73,5,Full,M
73,8,Assoc,M
73,9,Asst,M
73,13,Full,M
73,14,Full,M
73,16,Full,M
73,74,Full,M
73,18,Full,M
73,20,Assoc,M
73,27,Full,M
73,29,Full,M
73,29,Full,M
73,29,Full,M
73,32,Full,M
73,78,Assoc,M
73,82,Assoc,M
73,38,Asst,M
73,38,Assoc,M
73,108,Assoc,M
73,85,Assoc,M
73,56,Full,M
73,127,Assoc,M
73,128,Assoc,M
73,60,Asst,M
73,62,Full,M
73,63,Full,M
73,129,Full,M
73,130,Full,M
74,5,Full,M
74,16,Assoc,M
74,74,Assoc,M
74,17,Full,M
74,18,Full,M
74,19,Full,M
74,21,Asst,M
74,28,Asst,M
74,28,Full,M
74,75,Full,M
74,31,Asst,M
74,32,Full,M
74,33,Full,M
74,106,Assoc,F
74,106,Assoc,M
74,79,Asst,F
74,37,Assoc,M
74,84,Full,M
74,39,Full,M
74,40,Full,M
74,47,Assoc,M
74,85,Full,M
74,85,Full,M
74,49,Asst,M
74,52,Asst,F
74,52,Assoc,M
74,54,Assoc,M
74,87,Assoc,F
74,57,Full,M
74,91,Asst,M
74,110,Assoc,M
74,110,Assoc,M
74,110,Full,M
74,60,Assoc,M
74,111,Asst,M
74,62,Asst,F
74,62,Assoc,M
74,62,Assoc,M
74,63,Assoc,M
74,65,Asst,M
74,65,Full,M
74,152,Full,M
74,147,Full,M
74,66,Asst,F
74,113,Full,M
74,68,Asst,M
74,190,Asst,M
74,120,Full,M
74,72,Full,M
74,123,Full,M
74,124,Asst,M
74,103,Asst,M
74,104,Full,M
75,5,Full,M
75,22,Asst,M
75,26,Full,M
75,75,Full,M
75,31,Assoc,M
75,31,Assoc,M
75,106,Full,M
75,79,Assoc,M
75,37,Assoc,M
75,82,Asst,M
75,133,Full,M
75,43,Asst,M
75,43,Assoc,M
75,50,Assoc,M
75,134,Assoc,M
75,53,Asst,M
75,56,Assoc,M
75,88,Asst,M
75,89,Asst,F
75,89,Assoc,M
75,183,Assoc,M
75,183,Assoc,M
75,97,Asst,F
75,97,Assoc,M
75,113,Asst,F
75,67,Assoc,M
75,164,Asst,M
75,120,Assoc,M
75,120,Full,F
75,159,Assoc,M
75,71,Asst,M
75,196,Assoc,M
75,177,Asst,M
76,75,Full,M
76,105,Asst,M
76,76,Assoc,M
76,76,Full,M
76,79,Asst,M
76,81,Full,M
76,39,Assoc,M
76,85,Full,M
76,109,Assoc,M
76,50,Assoc,M
76,134,Assoc,M
76,54,Asst,M
76,92,Assoc,M
76,115,Assoc,M
76,198,Asst,M
76,198,Asst,M
76,165,Asst,M
76,199,Assoc,F
76,200,Assoc,M
76,156,Assoc,M
76,186,Asst,M
76,103,Assoc,M
77,3,Asst,F
77,23,Full,M
77,23,Full,M
77,28,Assoc,M
77,75,Assoc,M
77,105,Full,M
77,105,Full,F
77,32,Asst,M
77,77,Asst,M
77,77,Asst,M
77,77,Assoc,M
77,77,Full,F
77,107,Asst,M
77,81,Full,M
77,82,Assoc,F
77,42,Asst,F
77,42,Asst,M
77,85,Full,M
77,49,Assoc,M
77,49,Full,M
77,49,Full,M
77,50,Asst,M
77,50,Full,M
77,50,Full,M
77,131,Full,M
77,54,Full,M
77,56,Assoc,M
77,56,Full,M
77,91,Full,M
77,110,Full,M
77,157,Asst,M
77,64,Assoc,F
77,64,Full,M
77,95,Full,M
77,95,Full,M
77,66,Assoc,M
77,170,Full,M
77,158,Full,M
77,153,Assoc,M
77,118,Full,M
77,178,Asst,F
77,71,Full,M
77,187,Asst,M
77,201,Assoc,M
77,191,Full,M
77,103,Asst,F
77,192,Asst,F
78,5,Full,F
78,9,Full,M
78,13,Asst,M
78,18,Assoc,M
78,28,Assoc,M
78,28,Full,M
78,29,Asst,M
78,30,Assoc,M
78,105,Full,M
78,105,Full,F
78,32,Assoc,M
78,77,Assoc,M
78,77,Full,M
78,78,Assoc,M
78,78,Full,M
78,38,Assoc,M
78,38,Assoc,M
78,38,Assoc,M
78,38,Full,M
78,84,Full,M
78,133,Assoc,M
78,45,Full,M
78,46,Full,M
78,49,Assoc,M
78,49,Full,M
78,131,Assoc,M
78,131,Full,M
78,131,Full,M
78,86,Full,M
78,87,Full,M
78,128,Asst,M
78,128,Assoc,M
78,90,Asst,M
78,110,Full,M
78,92,Full,M
78,61,Asst,M
78,61,Full,M
78,62,Assoc,M
78,157,Asst,M
78,157,Full,M
78,112,Assoc,M
78,65,Assoc,M
78,65,Full,M
78,95,Assoc,M
78,138,Asst,M
78,138,Full,M
78,97,Assoc,M
78,97,Full,M
78,115,Assoc,M
78,115,Assoc,M
78,98,Full,M
78,98,Full,F
78,164,Assoc,M
78,129,Assoc,M
78,153,Asst,M
78,117,Full,M
78,139,Assoc,M
78,190,Assoc,M
78,70,Full,M
78,120,Assoc,M
78,120,Full,M
78,130,Assoc,M
78,179,Asst,M
78,168,Full,M
78,168,Full,M
78,123,Full,F
78,125,Assoc,M
78,154,Full,M
79,1,Assoc,M
79,5,Assoc,M
79,5,Full,M
79,5,Full,M
79,5,Full,M
79,24,Assoc,M
79,75,Full,F
79,79,Full,M
79,35,Assoc,M
79,35,Assoc,F
79,38,Full,M
79,39,Assoc,M
79,41,Full,M
79,133,Full,M
79,49,Full,M
79,50,Assoc,M
79,131,Full,M
79,53,Full,M
79,87,Full,F
79,89,Assoc,M
79,89,Assoc,M
79,111,Full,M
79,61,Assoc,M
79,61,Full,M
79,162,Assoc,M
79,162,Assoc,M
79,112,Asst,F
79,202,Full,M
79,115,Assoc,M
79,190,Asst,M
79,120,Assoc,M
79,148,Full,M
79,179,Assoc,F
79,179,Assoc,M
79,175,Assoc,M
79,156,Full,M
79,143,Assoc,M
80,10,Assoc,M
80,105,Assoc,M
80,37,Asst,M
80,86,Asst,M
80,59,Asst,M
80,97,Full,M
80,99,Full,M
80,69,Asst,M
80,121,Full,M
80,121,Full,M
80,123,Full,M
81,8,Assoc,M
81,78,Assoc,M
81,35,Assoc,M
81,36,Assoc,M
81,39,Assoc,M
81,133,Full,M
81,109,Asst,M
81,56,Full,M
81,58,Asst,M
81,110,Asst,M
81,93,Asst,M
81,95,Asst,M
81,95,Full,M
81,113,Full,M
81,190,Assoc,M
81,200,Full,M
81,194,Full,F
82,78,Assoc,M
82,48,Asst,F
82,49,Asst,M
82,109,Asst,F
82,134,Full,M
82,86,Asst,M
82,56,Asst,M
82,89,Asst,M
82,161,Assoc,M
82,91,Full,F
82,157,Full,M
82,163,Full,M
82,112,Full,M
82,138,Assoc,M
82,138,Assoc,M
82,138,Full,M
82,138,Full,M
82,113,Full,M
82,115,Assoc,M
82,198,Asst,M
82,158,Asst,M
82,172,Full,M
82,190,Full,F
82,120,Full,M
82,121,Asst,M
82,159,Assoc,M
82,148,Assoc,M
82,72,Full,M
82,187,Assoc,F
82,103,Assoc,M
82,154,Assoc,M
83,83,Asst,F
83,38,Assoc,M
83,62,Full,M
83,95,Full,F
83,132,Asst,F
84,0,Full,M
84,2,Full,M
84,16,Full,M
84,19,Asst,M
84,32,Full,M
84,35,Assoc,M
84,84,Assoc,M
84,84,Assoc,M
84,84,Assoc,M
84,84,Full,M
84,84,Full,F
84,84,Full,M
84,84,Full,M
84,84,Full,M
84,40,Assoc,M
84,40,Full,M
84,169,Full,M
84,53,Asst,M
84,53,Full,M
84,53,Full,M
84,53,Full,F
84,53,Full,M
84,53,Full,M
84,58,Asst,M
84,58,Full,F
84,135,Assoc,M
84,135,Assoc,F
84,135,Full,M
84,135,Full,M
84,136,Full,M
84,136,Full,M
84,136,Full,M
84,137,Asst,M
84,137,Assoc,M
84,137,Assoc,F
84,137,Full,F
84,174,Assoc,M
84,174,Full,F
84,92,Assoc,F
84,63,Assoc,M
84,96,Asst,M
84,203,Assoc,F
84,203,Full,M
84,203,Full,M
84,185,Full,M
84,114,Full,M
84,115,Asst,F
84,100,Asst,M
84,100,Assoc,M
84,100,Full,F
84,129,Assoc,M
84,129,Full,M
84,129,Full,M
84,116,Asst,M
84,116,Full,M
84,116,Full,M
84,116,Full,M
84,139,Full,M
84,204,Asst,F
84,204,Assoc,M
84,204,Full,M
84,194,Asst,M
84,191,Full,M
84,191,Full,M
85,73,Full,M
85,55,Full,M
85,110,Assoc,F
85,111,Full,M
85,162,Asst,F
85,63,Asst,F
85,94,Assoc,F
85,97,Assoc,M
85,171,Full,M
85,116,Full,M
85,204,Full,M
85,168,Assoc,M
85,104,Asst,M
85,192,Full,M
85,143,Assoc,M
85,182,Asst,M
86,86,Assoc,M
86,86,Full,F
86,89,Full,M
86,62,Assoc,M
86,65,Full,M
86,117,Assoc,M
86,68,Full,M
86,178,Asst,F
86,189,Asst,M
86,142,Assoc,M
87,48,Assoc,F
87,52,Asst,M
87,87,Asst,M
87,87,Asst,M
87,87,Full,F
87,203,Assoc,F
88,88,Full,M
88,62,Assoc,F
88,66,Asst,M
88,115,Asst,M
88,140,Asst,M
88,70,Assoc,M
88,187,Asst,M
88,194,Asst,M
88,194,Assoc,M
88,195,Full,M
89,9,Asst,M
89,77,Assoc,M
89,50,Full,M
89,57,Full,M
89,92,Assoc,M
89,162,Assoc,F
89,94,Assoc,M
89,64,Assoc,M
89,65,Assoc,F
89,152,Assoc,M
89,152,Assoc,F
89,68,Full,M
89,187,Assoc,M
89,156,Assoc,M
90,40,Full,M
90,89,Assoc,F
90,60,Full,M
90,149,Assoc,M
91,79,Full,M
91,62,Assoc,M
91,163,Full,M
91,164,Assoc,M
91,172,Full,M
91,166,Asst,F
91,187,Assoc,M
91,194,Assoc,M
91,156,Assoc,F
91,186,Assoc,F
91,192,Full,M
91,154,Full,M
92,144,Asst,M
92,81,Full,M
92,90,Assoc,M
92,63,Assoc,M
92,183,Asst,M
92,158,Asst,M
92,139,Asst,M
92,120,Assoc,M
92,186,Asst,F
92,186,Asst,M
92,126,Assoc,M
93,133,Assoc,M
93,50,Asst,M
94,113,Assoc,M
94,129,Assoc,M
94,129,Assoc,M
94,148,Assoc,M
94,72,Full,M
94,187,Asst,M
94,194,Assoc,F
94,156,Assoc,M
94,103,Assoc,F
94,143,Full,M
95,16,Full,M
95,59,Assoc,M
95,120,Asst,M
95,168,Asst,F
95,200,Full,M
95,188,Full,M
95,104,Asst,M
95,177,Asst,F
95,182,Asst,M
97,7,Full,M
97,97,Full,M
97,97,Full,M
97,71,Full,M
98,98,Assoc,M
98,71,Assoc,M
98,103,Assoc,M
99,172,Full,M
99,177,Full,M
100,40,Assoc,M
100,53,Assoc,M
100,58,Assoc,M
100,100,Full,F
100,204,Full,M
100,204,Full,F
100,204,Full,M
100,191,Assoc,M
100,191,Assoc,M
100,191,Assoc,M
100,141,Full,M
101,37,Full,M
101,187,Assoc,M
102,33,Full,M
102,102,Asst,M
102,102,Full,F
102,102,Full,F
102,102,Full,F
102,125,Full,M
103,103,Assoc,F
103,103,Assoc,F
103,103,Assoc,F
103,143,Full,M
104,189,Full,M
105,6,Full,M
105,10,Assoc,F
105,18,Assoc,F
105,24,Full,M
105,26,Assoc,M
105,27,Full,F
105,28,Assoc,M
105,29,Full,M
105,105,Assoc,F
105,105,Full,M
105,31,Assoc,M
105,31,Full,M
105,31,Full,M
105,76,Asst,M
105,78,Full,M
105,34,Assoc,M
105,34,Assoc,M
105,144,Assoc,M
105,144,Assoc,M
105,37,Assoc,M
105,81,Assoc,F
105,81,Full,M
105,38,Full,M
105,84,Assoc,M
105,40,Assoc,M
105,108,Asst,M
105,41,Full,M
105,42,Assoc,M
105,43,Full,M
105,45,Assoc,M
105,49,Assoc,M
105,109,Assoc,M
105,50,Asst,M
105,50,Assoc,M
105,131,Asst,M
105,131,Full,F
105,53,Full,M
105,54,Assoc,M
105,87,Full,F
105,88,Asst,M
105,88,Full,M
105,57,Asst,F
105,57,Full,M
105,57,Full,F
105,161,Full,M
105,135,Assoc,M
105,136,Full,M
105,90,Assoc,M
105,91,Assoc,M
105,59,Assoc,F
105,92,Asst,M
105,92,Full,F
105,111,Assoc,F
105,61,Asst,M
105,62,Asst,M
105,62,Assoc,M
105,62,Full,M
105,62,Full,M
105,162,Assoc,M
105,157,Asst,M
105,157,Assoc,F
105,112,Assoc,M
105,64,Assoc,M
105,64,Full,M
105,65,Full,M
105,152,Assoc,M
105,95,Asst,M
105,95,Asst,F
105,95,Assoc,M
105,95,Assoc,M
105,66,Asst,F
105,66,Assoc,M
105,66,Full,M
105,98,Full,M
105,153,Full,M
105,117,Asst,M
105,117,Full,M
105,139,Full,M
105,119,Assoc,M
105,140,Asst,M
105,140,Full,M
105,70,Assoc,M
105,148,Asst,F
105,167,Assoc,F
105,102,Asst,F
105,71,Full,M
105,179,Assoc,M
105,179,Full,F
105,175,Full,M
105,187,Assoc,M
105,124,Full,M
105,124,Full,M
105,186,Assoc,M
105,186,Full,M
105,103,Assoc,M
105,103,Assoc,M
105,149,Assoc,F
105,142,Assoc,M
105,197,Full,M
106,5,Assoc,F
106,22,Assoc,M
106,32,Full,F
106,106,Assoc,M
106,106,Assoc,M
106,38,Asst,F
106,38,Asst,M
106,42,Assoc,M
106,55,Asst,M
106,127,Assoc,M
106,65,Asst,M
106,152,Assoc,M
106,113,Assoc,M
106,115,Asst,M
106,153,Asst,F
106,148,Asst,F
106,148,Asst,M
106,180,Full,F
106,201,Full,M
106,173,Assoc,M
106,142,Asst,M
106,197,Assoc,M
107,40,Full,M
107,45,Assoc,M
107,134,Assoc,M
107,93,Assoc,M
107,63,Full,M
107,171,Asst,M
107,116,Full,M
107,101,Full,M
108,32,Full,F
108,108,Asst,M
108,53,Full,M
108,89,Full,M
108,128,Full,M
108,161,Full,M
108,62,Assoc,M
108,63,Full,M
108,170,Full,M
108,165,Assoc,M
108,68,Full,F
108,140,Full,M
108,166,Full,M
108,70,Assoc,F
108,188,Assoc,F
108,188,Assoc,M
108,125,Full,M
109,39,Asst,M
109,48,Full,F
109,109,Asst,F
109,136,Assoc,M
109,162,Assoc,M
109,112,Full,M
109,179,Asst,M
109,200,Full,M
109,194,Assoc,M
109,192,Assoc,M
110,110,Full,M
110,64,Assoc,M
110,147,Full,F
110,117,Full,M
110,177,Assoc,M
111,111,Assoc,M
111,62,Full,M
111,192,Asst,M
111,192,Assoc,F
111,141,Assoc,M
112,112,Full,M
112,190,Asst,M
112,102,Assoc,M
112,195,Asst,M
113,5,Full,M
113,42,Assoc,M
113,54,Full,M
113,138,Assoc,M
113,113,Asst,M
113,113,Assoc,M
113,165,Full,M
113,159,Assoc,M
113,200,Full,M
113,188,Full,M
113,104,Asst,F
113,192,Full,M
113,192,Full,M
113,192,Full,M
114,95,Assoc,M
114,204,Full,M
115,128,Assoc,M
115,115,Assoc,M
116,129,Assoc,M
116,116,Asst,F
116,116,Asst,M
116,116,Assoc,M
116,116,Full,F
116,182,Assoc,M
117,148,Assoc,F
117,186,Asst,M
117,126,Asst,M
118,101,Assoc,M
118,188,Full,M
118,182,Full,M
119,129,Full,M
119,119,Assoc,M
120,26,Full,M
120,127,Assoc,M
120,113,Full,M
120,140,Assoc,M
120,120,Assoc,M
120,182,Full,M
120,154,Asst,M
122,71,Assoc,M
124,124,Assoc,M
124,124,Assoc,M
124,124,Assoc,M
124,124,Assoc,M
124,124,Full,M
124,124,Full,M
124,124,Full,M
124,124,Full,M
124,186,Assoc,M
125,128,Assoc,M
125,125,Asst,F
125,125,Full,M
127,43,Full,F
127,43,Full,M
127,127,Full,M
127,63,Full,M
127,120,Assoc,M
127,120,Full,F
127,122,Asst,M
127,179,Asst,F
127,72,Assoc,F
127,201,Assoc,F
127,173,Asst,M
127,154,Assoc,M
128,41,Full,M
128,43,Asst,M
128,46,Assoc,M
128,49,Full,M
128,128,Assoc,M
128,198,Asst,M
128,198,Asst,M
128,198,Assoc,M
128,122,Assoc,F
128,122,Full,M
128,168,Full,M
128,175,Assoc,M
128,125,Assoc,F
128,125,Full,M
128,103,Assoc,M
128,103,Assoc,M
128,149,Full,M
128,142,Asst,M
128,197,Asst,M
129,128,Assoc,M
129,151,Assoc,M
129,100,Assoc,M
129,129,Assoc,M
129,129,Assoc,F
129,129,Assoc,M
129,129,Full,M
129,103,Assoc,M
129,197,Full,M
130,166,Assoc,M
130,130,Assoc,M
130,126,Assoc,M
131,79,Full,F
131,144,Full,M
131,85,Full,M
131,131,Assoc,F
131,131,Full,M
131,56,Assoc,M
131,161,Assoc,M
131,161,Assoc,M
131,161,Assoc,F
131,90,Assoc,M
131,110,Assoc,M
131,64,Full,M
131,166,Asst,M
131,159,Asst,F
131,196,Asst,M
131,196,Assoc,M
131,156,Assoc,M
131,104,Asst,F
131,177,Assoc,M
131,173,Asst,M
131,143,Assoc,M
133,42,Asst,M
133,50,Full,M
133,127,Full,M
133,61,Full,M
133,115,Asst,M
133,139,Assoc,M
134,39,Assoc,M
134,42,Assoc,F
134,131,Assoc,M
134,56,Assoc,M
134,146,Assoc,M
134,68,Full,M
134,71,Assoc,M
134,160,Full,M
134,177,Full,M
135,84,Full,M
135,135,Assoc,M
135,135,Assoc,M
135,135,Assoc,M
135,113,Full,M
135,114,Assoc,M
135,114,Assoc,M
135,116,Assoc,M
135,116,Full,M
135,116,Full,M
135,116,Full,F
135,122,Asst,M
135,204,Assoc,M
135,187,Asst,M
136,136,Asst,F
136,136,Asst,M
136,136,Assoc,M
136,136,Assoc,M
136,136,Assoc,M
136,136,Assoc,M
136,136,Assoc,M
136,137,Assoc,M
136,174,Full,M
136,116,Assoc,M
136,116,Full,M
136,116,Full,M
136,116,Full,M
136,191,Assoc,M
137,84,Assoc,M
137,137,Asst,M
137,137,Asst,M
137,174,Full,M
137,63,Assoc,M
137,203,Asst,M
137,203,Asst,M
137,114,Asst,M
137,114,Full,M
137,129,Assoc,M
137,204,Assoc,M
137,142,Asst,M
138,138,Assoc,M
138,66,Full,F
138,164,Full,M
138,148,Asst,F
138,160,Asst,M
138,196,Assoc,M
138,196,Full,M
138,194,Asst,M
138,191,Full,M
138,173,Assoc,M
139,139,Assoc,M
139,122,Assoc,M
139,154,Assoc,M
140,140,Assoc,F
140,130,Assoc,F
140,195,Asst,F
140,104,Asst,M
140,149,Assoc,M
140,149,Full,M
140,177,Assoc,M
141,141,Asst,F
142,142,Assoc,F
144,5,Assoc,F
144,24,Full,M
144,77,Full,M
144,144,Assoc,M
144,144,Assoc,M
144,144,Assoc,M
144,144,Full,M
144,37,Full,F
144,37,Full,M
144,55,Full,F
144,59,Full,M
144,111,Assoc,F
144,111,Full,M
144,62,Assoc,M
144,62,Full,M
144,63,Asst,F
144,152,Asst,M
144,202,Assoc,M
144,138,Full,M
144,172,Full,M
144,167,Assoc,M
144,168,Full,M
144,103,Full,F
144,189,Full,M
145,5,Full,M
145,64,Assoc,M
145,170,Full,M
145,67,Assoc,M
145,139,Full,M
145,155,Full,M
145,143,Full,M
146,171,Asst,M
147,147,Assoc,F
147,123,Asst,M
147,143,Full,M
148,118,Asst,F
148,69,Asst,M
148,120,Asst,M
148,176,Asst,M
148,181,Assoc,M
149,149,Assoc,M
149,149,Assoc,M
149,149,Assoc,M
149,149,Assoc,F
149,149,Full,M
149,149,Full,F
149,149,Full,M
149,149,Full,M
149,149,Full,F
149,149,Full,M
149,142,Assoc,F
150,150,Full,M
150,161,Assoc,M
150,97,Assoc,M
150,116,Full,F
150,194,Full,M
151,84,Assoc,M
151,42,Full,M
151,151,Assoc,M
151,151,Assoc,M
151,151,Full,M
151,151,Full,M
151,190,Full,M
151,180,Full,M
151,124,Assoc,M
151,125,Full,M
151,125,Full,M
151,191,Assoc,M
151,192,Full,M
151,142,Assoc,M
152,161,Assoc,M
152,171,Asst,M
152,198,Assoc,M
152,102,Asst,F
152,160,Asst,M
152,200,Assoc,M
152,200,Assoc,M
152,187,Assoc,M
152,186,Assoc,F
152,126,Asst,M
152,197,Assoc,M
153,120,Full,M
153,173,Assoc,M
153,173,Assoc,F
154,154,Assoc,M
154,154,Assoc,M
