ActorId,NameData,NameOrig,NameOrigFull,NameOrigFullEng,NameChange,NewName,NewNameFullMotherTongue,NewNameFullEng,Org,ConflictId,DyadId,PrimaryParty,OSID,OSCoalition,OSCoalitionID,NSID,NSCoalition,NSCoalitionID,Splinter,NamePrev,ActorIdPrev,SplitTemp,NameSplitTemp,ActorIdSplitTemp,Alliance,NameAlliance,ActorIdAlliance,JoinGroup,GroupName,ActorIdGroup,Location,GWNOLoc,Region,Version
68,Government of Denmark,Government of Denmark,n/a,Government of Denmark,0,,,,4,"11347, 14113, 259, 333, 371, 372, 412, 418","11985, 11986, 12575, 13891, 15108, 15259, 523, 524, 525, 726, 735, 799, 868, 878",0,,0,,14637,0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq, Kuwait, Serbia (Yugoslavia), United States of America, Mali, Syria","700, 645, 690, 345, 2, 432, 652","3, 2, 1, 5, 4",23.1
69,Government of Iceland,Government of Iceland,n/a,Government of Iceland,0,,,,4,"333, 412","726, 735, 868",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Serbia (Yugoslavia)","700, 345","3, 1",23.1
70,Government of Guinea-Bissau,Government of Guinea-Bissau,n/a,Government of Guinea-Bissau,0,,,,4,"11347, 14113, 372, 410","11985, 11986, 12571, 12575, 12578, 12582, 15108, 15259, 866",1,,0,,,0,,0,,,0,,,0,,,0,,,"Guinea-Bissau, Mali","404, 432",4,23.1
71,Government of Gambia,Government of Gambia,n/a,Government of Gambia,0,,,,4,"11347, 14113, 15283, 344, 372, 416","11985, 11986, 12380, 12391, 12575, 15108, 15259, 15593, 16562, 765",1,1160,0,,,0,,0,,,0,,,0,,,0,,,"Gambia, Senegal, Mali, Central African Republic","420, 433, 432, 482",4,23.1
72,Government of Mali,Government of Mali,n/a,Government of Mali,0,,,,4,"11347, 13611, 13840, 14113, 15283, 355, 360, 372, 382, 386, 416","10054, 11985, 11986, 11987, 12380, 12391, 12571, 12575, 12578, 12582, 14610, 14953, 15108, 15175, 15259, 15593, 16562, 782, 800, 801, 802, 818, 819, 830",1,921,0,,,0,,0,,,0,,,0,,,0,,,"Burkina Faso, Mali, Sierra Leone, Algeria, Central African Republic","432, 439, 451, 615, 482",4,23.1
73,Government of Senegal,Government of Senegal,n/a,Government of Senegal,0,,,,4,"11347, 14113, 15283, 344, 371, 372, 375, 410, 416","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15259, 15593, 16562, 765, 799, 806, 866",1,922,0,,,0,,0,,,0,,,0,,,0,,,"Gambia, Senegal, Iraq, Kuwait, Guinea-Bissau, Mali, Central African Republic","420, 433, 645, 690, 404, 432, 482","4, 2",23.1
74,Government of Mauritania,Government of Mauritania,n/a,Government of Mauritania,0,,,,4,"11347, 14113, 15283, 372, 416, 428, 442","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15259, 15593, 16562, 893, 909",1,1161,0,,,0,,0,,,0,,,0,,,0,,,"Mauritania, Senegal, Mali, Central African Republic","435, 433, 432, 482",4,23.1
75,Government of Niger,Government of Niger,n/a,Government of Niger,0,,,,4,"11347, 13639, 13641, 13840, 14113, 15283, 297, 360, 371, 372, 373, 386, 406, 416, 430","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 14668, 14669, 14953, 15108, 15174, 15175, 15259, 15593, 16562, 640, 799, 803, 830, 859, 895, 896, 897",1,923,0,,,0,,0,,,0,,,0,,,0,,,"Niger, Mali, Iraq, Kuwait, Algeria, Nigeria, Central African Republic, Burkina Faso","436, 432, 645, 690, 615, 475, 482, 439","4, 2",23.1
76,Government of Ivory Coast,Government of Ivory Coast,n/a,Government of Ivory Coast,0,,,,4,"11347, 14113, 15283, 360, 372, 416, 419","10842, 11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15175, 15259, 15593, 16562, 879, 880, 881, 882",1,924,0,,,0,,0,,,0,,,0,,,0,,,"Ivory Coast, Mali, Central African Republic, Burkina Faso","437, 432, 482, 439",4,23.1
77,Government of Guinea,Government of Guinea,n/a,Government of Guinea,0,,,,4,"11347, 14113, 15283, 307, 372, 382, 410, 416","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15259, 15593, 16562, 654, 818, 819, 820, 866",1,925,0,,,0,,0,,,0,,,0,,,0,,,"Sierra Leone, Guinea-Bissau, Guinea, Mali, Central African Republic","451, 404, 438, 432, 482",4,23.1
78,Government of Burkina Faso,Government of Burkina Faso,n/a,Government of Burkina Faso,0,,,,4,"11347, 13840, 14113, 15283, 355, 360, 372, 416, 430","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 14953, 15108, 15174, 15175, 15259, 15593, 16562, 782, 787",1,1162,0,,,0,,0,,,0,,,0,,,0,,,"Burkina Faso, Mali, Central African Republic, Niger","432, 439, 482, 436",4,23.1
79,Government of Liberia,Government of Liberia,n/a,Government of Liberia,0,,,,4,"11347, 14113, 341, 372","11985, 11986, 12571, 12575, 12578, 12582, 15108, 15259, 758, 759, 760, 761, 762",1,926,0,,,0,,0,,,0,,,0,,,0,,,"Liberia, Mali","450, 432",4,23.1
80,Government of Sierra Leone,Government of Sierra Leone,n/a,Government of Sierra Leone,0,,,,4,"11347, 14113, 337, 371, 372, 382, 416","11985, 11986, 12571, 12575, 12578, 12582, 15108, 15259, 15593, 16562, 750, 799, 818, 819, 820, 821",1,927,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, Sierra Leone, Somalia, Mali, Central African Republic","645, 690, 451, 520, 432, 482","2, 4",23.1
81,Government of Ghana,Government of Ghana,n/a,Government of Ghana,0,,,,4,"11347, 14113, 15283, 295, 337, 360, 372, 382, 416","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15175, 15259, 15593, 16562, 635, 636, 637, 750, 818, 819",1,,0,,,0,,0,,,0,,,0,,,0,,,"Ghana, Sierra Leone, Somalia, Mali, Central African Republic, Burkina Faso","452, 451, 520, 432, 482, 439",4,23.1
82,Government of Togo,Government of Togo,n/a,Government of Togo,0,,,,4,"11347, 14113, 15283, 358, 360, 372, 416","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 15108, 15175, 15259, 15593, 16562, 16955, 785",1,928,0,,,0,,0,,,0,,,0,,,0,,,"Togo, Mali, Central African Republic, Burkina Faso","461, 432, 482, 439",4,23.1
83,Government of Cameroon,Government of Cameroon,n/a,Government of Cameroon,0,,,,4,"11347, 13638, 13641, 14113, 14129, 15283, 297, 353, 372, 405, 416","11985, 11986, 12380, 12391, 12422, 12575, 14666, 14669, 15108, 15259, 15593, 15895, 16562, 640, 779, 780, 858",1,929,0,,,0,,0,,,0,,,0,,,0,,,"Cameroon, Nigeria, Mali, Central African Republic","471, 475, 432, 482",4,23.1
84,Government of Nigeria,Government of Nigeria,n/a,Government of Nigeria,0,,,,4,"11347, 13638, 13639, 13641, 14113, 15283, 297, 303, 337, 349, 372, 382, 405, 416, 424, 425","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 14636, 14666, 14668, 14669, 15108, 15259, 15593, 16562, 639, 640, 650, 750, 773, 818, 819, 820, 858, 889, 890",1,930,0,,,0,,0,,,0,,,0,,,0,,,"Nigeria, Chad, Sierra Leone, Cameroon, Somalia, Mali, Central African Republic, Niger","475, 483, 451, 471, 520, 432, 482, 436",4,23.1
85,Government of Gabon,Government of Gabon,n/a,Government of Gabon,0,,,,4,"15283, 284, 416","12380, 12391, 15593, 16562, 589",1,,0,,,0,,0,,,0,,,0,,,0,,,"Gabon, Central African Republic","481, 482",4,23.1
86,Government of Central African Republic,Government of Central African Republic,n/a,Government of Central African Republic,0,,,,4,"15283, 314, 416","12380, 12391, 15593, 16562, 688, 873, 874, 875, 876",1,931,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, Central African Republic, Chad","500, 482, 483",4,23.1
87,Government of Chad,Government of Chad,n/a,Government of Chad,0,,,,4,"11347, 13638, 13639, 13640, 13641, 13840, 14113, 283, 288, 297, 309, 349, 353, 360, 361, 372, 386, 408, 416, 430","11985, 11986, 12380, 12422, 12571, 12575, 12578, 12582, 14666, 14667, 14668, 14669, 14953, 15108, 15174, 15175, 15259, 15593, 15676, 16743, 585, 586, 598, 599, 600, 601, 602, 603, 604, 605, 606, 607, 608, 609, 610, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 621, 622, 640, 665, 666, 773, 788, 830, 861, 862, 863, 864, 875",1,932,0,,,0,,0,,,0,,,0,,,0,,,"Chad, Nigeria, Libya, Central African Republic, Sudan, Congo, DR Congo (Zaire), Algeria, Mali, Cameroon, Niger, Burkina Faso","483, 475, 620, 482, 625, 484, 490, 615, 432, 471, 436, 439",4,23.1
88,Government of Congo,Government of Congo,n/a,Government of Congo,0,,,,4,"11347, 15283, 408, 416","11986, 12380, 12391, 12575, 15593, 16562, 861, 862, 863, 864",1,933,0,,,0,,0,,,0,,,0,,,0,,,"Congo, Central African Republic, Mali","484, 482, 432",4,23.1
89,Government of DR Congo (Zaire),Government of DR Congo (Zaire),Government of République démocratique du Congo (Zaïre),Government of Democratic Republic of the Congo (Zaire),0,,,,4,"11347, 14692, 14845, 15283, 265, 266, 283, 287, 288, 314, 327, 372, 374, 416, 429","10509, 11377, 11798, 11982, 11985, 11986, 12009, 12102, 12380, 12391, 12463, 12575, 14649, 14808, 14842, 14929, 15135, 15336, 15389, 15547, 15593, 15998, 16022, 16081, 16129, 16286, 16823, 551, 552, 581, 582, 583, 584, 585, 586, 588, 605, 688, 689, 713, 804, 894",1,934,0,,,0,,0,,,0,,,0,,,0,,,"DR Congo (Zaire), Angola, Chad, Uganda, Zambia, Rwanda, Mali, Burundi, Central African Republic, Mozambique","490, 540, 483, 500, 551, 517, 432, 516, 482, 541",4,23.1
90,Government of Uganda,Government of Uganda,n/a,Government of Uganda,0,,,,4,"11345, 14692, 15438, 283, 314, 337, 427","11982, 12413, 15998, 16129, 16286, 16938, 583, 584, 585, 586, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686, 687, 688, 689, 690, 691, 750, 892",1,935,0,,"5348, 5347, 16287, 5529",0,,0,,,0,,,0,,,0,,,"Uganda, DR Congo (Zaire), Tanzania, Sudan, Kenya, Central African Republic, Somalia, South Sudan","500, 490, 510, 625, 501, 482, 520, 626",4,23.1
91,Government of Kenya,Government of Kenya,n/a,Government of Kenya,0,,,,4,"11347, 13646, 14113, 14692, 15283, 283, 337, 348, 372, 413, 416","10509, 10589, 11377, 11982, 11985, 11986, 12380, 12391, 12575, 15108, 15259, 15389, 15593, 15998, 16129, 16240, 16286, 16562, 16823, 750, 772",1,936,0,,,0,,0,,,0,,,0,,,0,,,"Kenya, Ethiopia, Somalia, DR Congo (Zaire), Mali, Central African Republic","501, 530, 520, 490, 432, 482",4,23.1
92,Government of Tanzania,Government of Tanzania,n/a,Government of Tanzania,0,,,,4,"14692, 14845, 15183, 15283, 265, 283, 314, 332, 416, 427, 429","10509, 11377, 11982, 12009, 12380, 12391, 15135, 15336, 15389, 15593, 15998, 16022, 16129, 16286, 16474, 16562, 16823, 676, 678, 679, 680, 681, 682, 688, 722, 892, 894",1,937,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, Mozambique, Tanzania, DR Congo (Zaire), Central African Republic","500, 541, 510, 490, 482",4,23.1
93,Government of Burundi,Government of Burundi,n/a,Government of Burundi,0,,,,4,"11347, 14113, 14692, 15283, 283, 287, 337, 372, 416","11377, 11798, 11982, 11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 14528, 14649, 14842, 15108, 15259, 15593, 15998, 16129, 16286, 16562, 16823, 592, 593, 594, 595, 596, 597, 750",1,93,1,8550,,0,,0,,,0,,,0,,,0,,,"Burundi, DR Congo (Zaire), Tanzania, Somalia, Mali, Central African Republic","516, 490, 510, 520, 432, 482",4,23.1
94,Government of Rwanda,Government of Rwanda,Government of Rwanda,Government of Rwanda,0,,,,4,"11347, 14845, 15283, 283, 372, 374, 416","11982, 11985, 11986, 12102, 12380, 12391, 12571, 12575, 12578, 12582, 15547, 15593, 16022, 16081, 16562, 584, 586, 804, 805",1,94,1,8550,"5300, 5652",0,,0,,,0,,,0,,,0,,,"Rwanda, DR Congo (Zaire), Burundi, Mali, Central African Republic, Mozambique","517, 490, 516, 432, 482, 541",4,23.1
95,Government of Somalia,Government of Somalia,n/a,Government of Somalia,0,,,,4,"14074, 14197, 268, 329, 337","11545, 15077, 560, 717, 743, 744, 745, 746, 747, 748, 749, 750, 752",1,940,0,,,0,,0,,,0,,,0,,,0,,,"Ethiopia, Somalia","520, 530",4,23.1
96,Government of Djibouti,Government of Djibouti,n/a,Government of Djibouti,0,,,,4,"11347, 15283, 337, 372, 379, 416, 435","11985, 11986, 12380, 12391, 12575, 15593, 16562, 750, 810, 811, 902",1,1165,0,,,0,,0,,,0,,,0,,,0,,,"Somalia, Djibouti, Eritrea, Mali, Central African Republic","520, 522, 531, 432, 482",4,23.1
97,Government of Ethiopia,Government of Ethiopia,n/a,Government of Ethiopia,0,,,,4,"11347, 11447, 14113, 14935, 235, 267, 268, 275, 329, 337, 363, 409, 413, 436, 437","10006, 11986, 12104, 12575, 15108, 15259, 16023, 16240, 16920, 482, 553, 554, 555, 556, 557, 558, 559, 560, 570, 571, 716, 717, 718, 719, 749, 750, 752, 790, 791, 865, 869, 903, 904",1,97,1,7963,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, Ethiopia, Somalia, Sudan, Eritrea, Mali","731, 732, 530, 520, 625, 531, 432","3, 4",23.1
98,Government of Eritrea,Government of Eritrea,n/a,Government of Eritrea,0,,,,4,"230, 267, 326, 337, 409, 435","14595, 555, 712, 749, 865, 902",1,98,1,7963,,0,,0,,,0,,,0,,,0,,,"Ethiopia, Eritrea, Yemen (North Yemen), Somalia, Djibouti","530, 531, 678, 520, 522","4, 2",23.1
99,Government of Angola,Government of Angola,n/a,Government of Angola,0,,,,4,"14845, 283, 327, 387, 408","15993, 16022, 584, 585, 586, 713, 714, 831, 832, 861, 862, 863, 864",1,942,0,,,0,,0,,,0,,,0,,,0,,,"Angola, Congo, Zambia, DR Congo (Zaire), Mozambique","540, 484, 551, 490, 541",4,23.1
100,Government of Mozambique,Government of Mozambique,n/a,Government of Mozambique,0,,,,4,"14845, 332","15516, 16022, 722",1,1167,0,,,0,,0,,,0,,,0,,,0,,,Mozambique,541,4,23.1
101,Government of Zimbabwe (Rhodesia),Government of Zimbabwe (Rhodesia),n/a,Government of Rhodesia,0,,,,4,"11346, 283, 318, 332, 416","11980, 15593, 16562, 585, 586, 699, 700, 701, 722",1,943,0,,,0,,0,,,0,,,0,,,0,,,"Zimbabwe (Rhodesia), Mozambique, DR Congo (Zaire), Libya, Central African Republic","552, 541, 490, 620, 482",4,23.1
102,Government of South Africa,Government of South Africa,n/a,Government of South Africa,0,,,,4,"14692, 14845, 235, 265, 283, 298, 314, 318, 327, 345, 411, 416, 429","10509, 11377, 11982, 12009, 15135, 15336, 15389, 15998, 16022, 16129, 16286, 16823, 482, 641, 688, 700, 713, 714, 766, 867, 875, 894",1,944,0,,,0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, South Africa, Zimbabwe (Rhodesia), Angola, Uganda, Kingdom of eSwatini (Swaziland), Botswana, DR Congo (Zaire), Lesotho, Central African Republic, Mozambique","731, 732, 560, 552, 540, 500, 572, 571, 490, 570, 482, 541","3, 4",23.1
103,Government of Namibia,Government of Namibia,n/a,Government of Namibia,0,,,,4,"283, 327","585, 586, 714",1,,0,,,0,,0,,,0,,,0,,,0,,,"Angola, DR Congo (Zaire)","540, 490",4,23.1
104,Government of Lesotho,Government of Lesotho,n/a,Government of Lesotho,0,,,,4,"14845, 411","16022, 867",1,,0,,,0,,0,,,0,,,0,,,0,,,"Lesotho, Mozambique","570, 541",4,23.1
105,Government of Botswana,Government of Botswana,n/a,Government of Botswana,0,,,,4,"14845, 411","16022, 867",0,,0,,,0,,0,,,0,,,0,,,0,,,"Lesotho, Mozambique","570, 541",4,23.1
106,Government of Madagascar,Government of Madagascar,n/a,Government of Madagascar,0,,,,4,"11347, 14113, 15283, 310, 372, 416","11985, 11986, 12380, 12391, 12575, 15108, 15259, 15593, 16562, 671",1,945,0,,,0,,0,,,0,,,0,,,0,,,"Madagascar (Malagasy), Mali, Central African Republic","580, 432, 482",4,23.1
107,Government of Comoros,Government of Comoros,n/a,Government of Comoros,0,,,,4,"362, 407","789, 860",1,,0,,,0,,0,,,0,,,0,,,0,,,Comoros,581,4,23.1
108,Government of Morocco,Government of Morocco,n/a,Government of Morocco,0,,,,4,"15283, 230, 278, 283, 311, 331, 371, 416","12380, 12391, 14595, 15593, 16562, 576, 583, 672, 721, 799",1,,0,,,0,,0,,,0,,,0,,,0,,,"Algeria, Morocco, DR Congo (Zaire), Iraq, Kuwait, Central African Republic, Yemen (North Yemen)","600, 615, 490, 645, 690, 482, 678","4, 2",23.1
109,Government of Algeria,Government of Algeria,n/a,Government of Algeria,0,,,,4,"13721, 278, 331, 386","11984, 14847, 576, 721, 827, 828, 829, 830",1,,0,,,0,,0,,,0,,,0,,,0,,,"Algeria, Morocco","600, 615",4,23.1
110,Government of Tunisia,Government of Tunisia,n/a,Government of Tunisia,0,,,,4,"11347, 14113, 14333, 15283, 272, 343, 372, 416","10882, 11985, 11986, 12380, 12391, 12575, 14744, 14747, 15108, 15259, 15593, 16562, 567, 764",1,,0,,,0,,0,,,0,,,0,,,0,,,"France, Tunisia, Mali, Central African Republic","220, 616, 432, 482","1, 4",23.1
111,Government of Libya,Government of Libya,n/a,Government of Libya,0,,,,4,"11346, 13694, 288, 314, 361, 416","10885, 11980, 14059, 14249, 14745, 15225, 15333, 15539, 601, 604, 605, 676, 678, 679, 788, 873",1,946,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, Chad, Libya, Niger, Central African Republic","500, 483, 620, 436, 482",4,23.1
112,Government of Sudan,Government of Sudan,n/a,Government of Sudan,0,,,,4,"11344, 11346, 11348, 230, 282, 309, 314","11975, 11976, 11977, 11988, 11989, 14059, 14134, 14150, 14595, 580, 661, 662, 663, 664, 665, 666, 667, 668, 669, 670, 688",1,947,0,,,0,,0,,,0,,,0,,,0,,,"Sudan, Uganda, Chad, South Sudan, Libya, Yemen (North Yemen)","625, 500, 483, 626, 620, 678","4, 2",23.1
113,Government of South Sudan,Government of South Sudan,n/a,Government of South Sudan,0,,,,4,"11345, 11348, 14692, 283, 309, 314","11377, 11805, 11975, 11978, 11979, 11982, 11989, 12413, 15195, 15998, 16129, 16286, 16823, 17033, 688",1,1175,0,,,0,,0,,,0,,,0,,,0,,,"Uganda, DR Congo (Zaire), Sudan, South Sudan","500, 490, 625, 626",4,23.1
114,Government of Iran,Government of Iran,n/a,Government of Iran,0,,,,4,"11347, 13604, 14113, 14268, 14609, 205, 206, 299, 317, 324, 333, 338, 339","11973, 12556, 14620, 14895, 15108, 15259, 15633, 406, 407, 698, 707, 736, 753, 754, 755, 756",1,1176,0,,,0,,0,,,0,,,0,,,0,,,"Iran, Oman, Iraq, Afghanistan, Syria, Mali, Israel","630, 698, 645, 700, 652, 432, 666","2, 3, 4",23.1
115,Government of Turkey,Government of Turkey,n/a,Government of Turkey,0,,,,4,"11346, 11347, 13902, 14113, 15283, 235, 299, 323, 333, 354, 371, 372, 383, 388, 412, 416, 418","10516, 11973, 11985, 11986, 12380, 12391, 12575, 14059, 14701, 15065, 15108, 15259, 15593, 16562, 16900, 482, 706, 726, 735, 781, 799, 822, 823, 833, 868, 878",1,,0,,"14944, 16140, 16142, 16145, 16141, 15943, 16135",0,,0,,,0,,,0,,,0,,,"North Korea, South Korea, Cyprus, Turkey, Afghanistan, Iraq, Kuwait, Azerbaijan, Serbia (Yugoslavia), United States of America, Mali, Syria, Central African Republic, Libya","731, 732, 352, 640, 700, 645, 690, 373, 345, 2, 432, 652, 482, 620","3, 1, 2, 5, 4",23.1
116,Government of Iraq,Government of Iraq,n/a,Government of Iraq,0,,,,4,"228, 259, 271, 324, 371, 420","13891, 454, 517, 518, 519, 520, 521, 523, 524, 525, 564, 565, 566, 707, 799, 883",1,948,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Iran, Kuwait, Turkey, Jordan, Lebanon, Australia, United Kingdom, United States of America","645, 630, 690, 640, 663, 660, 2, 200, 900","2, 1, 3, 5",23.1
117,Government of Egypt,Government of Egypt,n/a,Government of Egypt,0,,,,4,"11343, 11347, 13648, 14113, 15283, 228, 230, 239, 252, 371, 372, 391, 416","11974, 11985, 11986, 12380, 12391, 12487, 12571, 12575, 12578, 12582, 14595, 14677, 14973, 15108, 15259, 15262, 15593, 16562, 454, 457, 486, 510, 799, 838",1,949,0,,14746,0,,0,,,0,,,0,,,0,,,"Egypt, United Kingdom, France, Israel, Yemen (North Yemen), Iraq, Kuwait, Mali, Central African Republic, Libya","200, 651, 220, 666, 678, 645, 690, 432, 482, 620","1, 2, 4",23.1
118,Government of Syria,Government of Syria,n/a,Government of Syria,0,,,,4,"13042, 13604, 13809, 228, 234, 260, 299, 302, 371","11973, 13821, 14620, 14784, 454, 472, 473, 527, 532, 533, 642, 643, 649, 799",1,1178,0,,,0,,0,,,0,,,0,,,0,,,"Israel, Syria, Lebanon, Iraq, Kuwait","666, 652, 660, 645, 690",2,23.1
119,Government of Lebanon,Government of Lebanon,n/a,Government of Lebanon,0,,,,4,"13675, 228, 260","14244, 454, 526, 527, 528, 529, 530, 531, 532, 533",1,,0,,,0,,0,,,0,,,0,,,0,,,Lebanon,660,2,23.1
120,Government of Jordan,Government of Jordan,n/a,Government of Jordan,0,,,,4,"11347, 13886, 14113, 15283, 228, 230, 259, 301, 317, 333, 372, 416, 418","11985, 11986, 12380, 12391, 12571, 12575, 12578, 12582, 14595, 14741, 15108, 15259, 15593, 16562, 454, 524, 648, 698, 726, 735, 878",1,,0,,,0,,0,,,0,,,0,,,0,,,"Israel, Jordan, Oman, Afghanistan, United States of America, Iraq, Mali, Central African Republic, Yemen (North Yemen)","663, 666, 698, 700, 2, 645, 432, 482, 678","2, 3, 5, 4",23.1
121,Government of Israel,Government of Israel,n/a,Government of Israel,0,,,,4,"11343, 14609, 228, 234, 252, 301, 302, 418, 426","11974, 15633, 454, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 510, 648, 649, 878, 891",1,950,0,,,0,,0,,,0,,,0,,,0,,,"Egypt, Iraq, Israel, Jordan, Lebanon, Syria, United States of America, Iran","645, 651, 652, 660, 663, 666, 2, 630","2, 5",23.1
122,Government of Saudi Arabia,Government of Saudi Arabia,n/a,Government of Saudi Arabia,0,,,,4,"230, 259, 340, 371, 418","14595, 524, 757, 799, 878",1,,0,,14596,0,,0,,,0,,,0,,,0,,,"Saudi Arabia, Iraq, Kuwait, United States of America, Yemen (North Yemen)","670, 645, 690, 2, 678","2, 5",23.1
123,Government of Yemen (North Yemen),Government of Yemen (North Yemen),n/a,Government of North Yemen,0,,,,4,"11347, 13645, 14113, 15283, 230, 320, 372, 402, 416","10855, 11985, 11986, 12380, 12391, 12571, 12575, 12578, 14595, 14609, 15108, 15259, 15298, 15593, 456, 457, 458, 459, 703, 853",1,1182,0,,,0,,0,,,0,,,0,,,0,,,"Yemen (North Yemen), South Yemen, Mali, Saudi Arabia, Central African Republic","678, 680, 432, 670, 482","2, 4",23.1
124,Government of South Yemen,Government of South Yemen,n/a,Government of South Yemen,0,,,,4,"268, 275, 317, 320, 329, 359","560, 570, 571, 698, 703, 717, 786",1,,0,,,0,,0,,,0,,,0,,,1,Government of Yemen (North Yemen),123,"Ethiopia, Somalia, Oman, South Yemen, Yemen (North Yemen)","530, 520, 698, 678, 680","4, 2",23.1
125,Government of Kuwait,Government of Kuwait,n/a,Government of Kuwait,0,,,,4,"230, 371, 418","14595, 799, 878",1,,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, United States of America, Yemen (North Yemen)","645, 690, 2, 678","2, 5",23.1
126,Government of Bahrain,Government of Bahrain,n/a,Government of Bahrain,0,,,,4,"230, 259, 333, 371","14595, 524, 735, 799",0,1185,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, Afghanistan, Bahrain, Yemen (North Yemen)","645, 690, 700, 692, 678","2, 3",23.1
127,Government of Qatar,Government of Qatar,n/a,Government of Qatar,0,,,,4,"230, 371","14595, 799",0,,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Kuwait, Yemen (North Yemen)","645, 690, 678",2,23.1
128,Government of United Arab Emirates,Government of United Arab Emirates,n/a,Government of United Arab Emirates,0,,,,4,"11346, 230, 259, 333, 371","14059, 14595, 524, 726, 735, 799",0,,0,,"14596, 17346",0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq, Kuwait, Libya, Yemen (North Yemen), United States of America","700, 645, 690, 620, 678, 2","3, 2, 4, 5",23.1
129,Government of Oman,Government of Oman,n/a,Government of Oman,0,,,,4,"258, 317, 371","516, 698, 799",1,,0,,,0,,0,,,0,,,0,,,0,,,"Oman, Iraq, Kuwait","698, 645, 690",2,23.1
130,Government of Afghanistan,Government of Afghanistan,n/a,Government of Afghanistan,0,,,,4,"13637, 13692, 333, 404, 418, 431","11199, 14320, 16210, 16825, 17083, 723, 724, 725, 726, 727, 728, 729, 730, 731, 732, 733, 734, 735, 736, 857, 878, 898",1,951,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Russia (Soviet Union), Pakistan, United States of America, United Kingdom","700, 365, 770, 2, 200","3, 1, 5",23.1
131,Government of Tajikistan,Government of Tajikistan,n/a,Government of Tajikistan,0,,,,4,"11347, 13324, 395","11986, 12298, 12300, 12571, 12575, 12578, 12582, 14236, 842, 843, 908",1,952,0,,,0,,0,,,0,,,0,,,0,,,"Tajikistan, Afghanistan, Mali, Kyrgyzstan","702, 700, 432, 703","3, 4",23.1
132,Government of Kyrgyzstan,Government of Kyrgyzstan,n/a,Government of Kyrgyzstan,0,,,,4,"13324, 415","14236, 871",1,,0,,,0,,0,,,0,,,0,,,0,,,"Uzbekistan, Kyrgyzstan, Tajikistan","704, 702, 703",3,23.1
133,Government of Uzbekistan,Government of Uzbekistan,n/a,Government of Uzbekistan,0,,,,4,"395, 415","12298, 842, 871, 872",1,,0,,,0,,0,,,0,,,0,,,0,,,"Tajikistan, Uzbekistan","702, 704",3,23.1
134,Government of Kazakhstan,Government of Kazakhstan,n/a,Government of Kazakhstan,0,,,,4,"259, 416","13891, 16562, 523, 524, 525",0,,0,,,0,,0,,,0,,,0,,,0,,,"Iraq, Central African Republic","645, 482","2, 4",23.1
135,Government of China,Government of China,n/a,Government of China,0,,,,4,"11347, 11349, 14113, 202, 217, 232, 235, 236, 274, 304, 305, 334, 372","11985, 11986, 11990, 12571, 12575, 12578, 12582, 15108, 15259, 403, 421, 462, 482, 483, 569, 651, 652, 737",1,953,0,,,0,,0,,,0,,,0,,,0,,,"China, North Korea, South Korea, Taiwan, India, Myanmar (Burma), Russia (Soviet Union), Vietnam (North Vietnam), Mali","710, 731, 732, 713, 750, 775, 365, 816, 432","3, 1, 4",23.1
136,Government of Mongolia,Government of Mongolia,n/a,Government of Mongolia,0,,,,4,"259, 333","13891, 523, 524, 525, 726, 735",0,,0,,,0,,0,,,0,,,0,,,0,,,"Afghanistan, Iraq","700, 645","3, 2",23.1
137,Government of Taiwan,Government of Taiwan,n/a,Government of Taiwan,0,,,,4,232,462,1,,0,,,0,,0,,,0,,,0,,,0,,,"China, Taiwan","710, 713",3,23.1
