conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
383,Turkey,Government of Turkey,115,,TKP-ML,8179,,2,,2000,1,0,3,1987-12-31,5,2000-04-25,1,1,2000-12-12,,640,,,,640,2,23.1
386,Algeria,Government of Algeria,109,,"AQIM, GIA","538, 539",,2,,2000,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,23.1
395,Tajikistan,Government of Tajikistan,131,,Forces of Mullo Abdullo,1216,,2,,2000,1,1,3,1992-05-05,1,2000-09-06,3,1,2000-09-06,,702,,,,702,3,23.1
401,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Chechen Republic of Ichkeria,352,,1,Chechnya,2000,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,23.1
409,"Eritrea, Ethiopia",Government of Eritrea,98,,Government of Ethiopia,97,,1,Common border,2000,2,1,2,1998-05-06,1,1998-05-31,2,1,2000-06-18,,531,,530,,"530, 531",4,23.1
413,Ethiopia,Government of Ethiopia,97,,OLF,551,,1,Oromiya,2000,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,23.1
415,Uzbekistan,Government of Uzbekistan,133,Government of Kyrgyzstan,IMU,359,,2,,2000,1,0,4,1999-02-16,1,1999-03-30,1,1,2000-10-01,,704,703,,,704,3,23.1
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2000,1,0,3,1991-12-31,3,2000-02-28,3,0,,,775,,,,775,3,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,2001,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,23.1
218,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2001,1,1,2,1948-12-31,5,1996-12-31,5,0,,,750,,770,,"750, 770",3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,2001,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,,2001,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,23.1
234,Israel,Government of Israel,121,,"Fatah, Hamas, PFLP, PIJ, PNA","205, 207, 208, 209, 210",,1,Palestine,2001,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,23.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2001,1,1,3,1959-11-22,1,1993-07-16,3,0,,,775,,,,775,3,23.1
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2001,1,1,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,23.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,424,Government of Rwanda,2,,2001,1,1,4,1964-01-03,1,1996-10-19,1,1,2001-09-29,,490,"540, 552, 565",,517,490,4,23.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2001,2,1,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,23.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2001,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,23.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2001,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
307,Guinea,Government of Guinea,77,,RFDG,463,,2,,2001,1,0,3,2000-09-01,1,2000-09-17,1,1,2001-07-19,,438,,,,438,4,23.1
308,Philippines,Government of Philippines,154,,"ASG, MILF, MNLF - NM","276, 277, 278",,1,Mindanao,2001,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,23.1
309,Sudan,Government of Sudan,112,,"NDA, SPLM/A","466, 467",,2,,2001,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,23.1
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,,2001,1,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,23.1
327,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,2001,2,1,4,1975-11-11,1,1998-05-02,1,0,,,540,565,,,540,4,23.1
329,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2001,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,23.1
333,Afghanistan,Government of Afghanistan,130,,UIFSA,304,Government of Iran,2,,2001,2,1,4,1975-07-02,6,1978-04-27,1,0,,,700,,,630,700,3,23.1
335,India,Government of India,141,,NLFT,307,,1,Tripura,2001,1,0,3,1979-07-09,1,1999-09-26,1,0,,,750,,,,750,3,23.1
337,Somalia,Government of Somalia,95,,SRRC,504,,2,,2001,1,1,3,1982-01-18,1,2001-05-12,2,0,,,520,,,,520,4,23.1
338,Iran,Government of Iran,114,,MEK,308,,2,,2001,1,1,3,1972-08-13,1,1999-11-25,1,1,2001-09-16,,630,,,,630,2,23.1
341,Liberia,Government of Liberia,79,,LURD,509,,2,,2001,1,0,3,1980-04-12,1,2000-05-31,3,0,,,450,,,,450,4,23.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2001,2,1,3,1975-07-27,1,1984-09-01,1,1,2001-12-12,,780,,,,780,3,23.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2001,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,23.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2001,1,1,3,1984-02-06,1,1990-02-12,3,0,,,750,,,,750,3,23.1
365,India,Government of India,141,,ULFA,326,,1,Assam,2001,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,23.1
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,Aceh,2001,1,0,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,23.1
374,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2001,2,1,3,1990-10-01,1,1996-07-12,1,0,,,517,,,,517,4,23.1
375,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,2001,1,1,3,1988-12-31,3,2000-04-11,1,1,2001-12-07,,433,,,,433,4,23.1
382,Sierra Leone,Government of Sierra Leone,80,,RUF,532,,2,,2001,1,1,3,1991-03-23,1,1991-04-01,1,1,2001-12-20,,451,,,,451,4,23.1
386,Algeria,Government of Algeria,109,,"AQIM, GIA","538, 539",,2,,2001,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,23.1
401,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Chechen Republic of Ichkeria,352,,1,Chechnya,2001,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,23.1
413,Ethiopia,Government of Ethiopia,97,,OLF,551,,1,Oromiya,2001,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,23.1
416,Central African Republic,Government of Central African Republic,86,Government of Libya,Military faction (forces of André Kolingba),552,,2,,2001,1,0,4,2001-05-27,1,2001-06-01,1,0,,,482,620,,,482,4,23.1
417,North Macedonia,Government of North Macedonia,47,,UCK,361,,2,,2001,1,0,3,2000-01-11,1,2001-05-03,1,1,2001-08-17,,343,,,,343,1,23.1
418,United States of America,Government of United States of America,3,"Government of Australia, Government of Canada, Government of France, Government of Germany, Government of Italy, Government of Poland, Government of Turkey, Government of United Kingdom",al-Qaida ,769,,2,,2001,2,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"20, 200, 220, 260, 290, 325, 640, 900",,,2,5,23.1
421,India,Government of India,141,,NDFB,363,,1,Bodoland,2001,1,0,3,1989-02-16,1,2001-08-04,1,0,,,750,,,,750,3,23.1
11475,Myanmar (Burma),Government of Myanmar (Burma),144,,NSCN-K,224,,1,Nagaland,2001,1,0,3,1991-12-31,3,2000-02-28,3,1,2001-05-18,,775,,,,775,3,23.1
13692,"Afghanistan, United Kingdom, United States of America",Government of Afghanistan,130,,"Government of United Kingdom, Government of United States of America","28, 3",,2,,2001,2,1,2,2001-10-07,1,2001-10-07,1,1,2001-11-13,,700,,"200,  2",,"2, 200, 700","1, 3, 5",23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,2002,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,23.1
218,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2002,1,1,2,1948-12-31,5,1996-12-31,5,0,,,750,,770,,"750, 770",3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,2002,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,,2002,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,23.1
234,Israel,Government of Israel,121,,"AMB, Fatah, Hamas, PIJ, PNA","207, 208, 209, 210, 211",,1,Palestine,2002,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,23.1
264,Myanmar (Burma),Government of Myanmar (Burma),144,,RCSS,256,,1,Shan,2002,1,1,3,1959-11-22,1,1993-07-16,3,1,2002-09-24,,775,,,,775,3,23.1
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2002,2,1,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,23.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2002,2,1,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,23.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2002,1,1,3,1966-07-31,4,1997-10-30,1,0,,,483,,,,483,4,23.1
289,Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","7074, 743, 744",,2,,2002,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,Mindanao,2002,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,23.1
309,Sudan,Government of Sudan,112,,SPLM/A,466,,2,,2002,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,23.1
314,Uganda,Government of Uganda,90,,"ADF, LRA","488, 489",,2,,2002,2,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,23.1
327,Angola,Government of Angola,99,Government of Namibia,UNITA,567,,2,,2002,1,1,4,1975-11-11,1,1998-05-02,1,1,2002-04-01,,540,565,,,540,4,23.1
329,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2002,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,23.1
333,Afghanistan,Government of Afghanistan,130,,Hizb-i Islami-yi Afghanistan,299,,2,,2002,1,1,3,1975-07-02,6,1978-04-27,1,0,,,700,,,,700,3,23.1
335,India,Government of India,141,,NLFT,307,,1,Tripura,2002,1,0,3,1979-07-09,1,1999-09-26,1,0,,,750,,,,750,3,23.1
337,Somalia,Government of Somalia,95,,SRRC,504,,2,,2002,1,1,3,1982-01-18,1,2001-05-12,2,1,2002-10-28,,520,,,,520,4,23.1
341,Liberia,Government of Liberia,79,,LURD,509,,2,,2002,1,1,3,1980-04-12,1,2000-05-31,3,0,,,450,,,,450,4,23.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2002,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,23.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2002,2,1,3,1984-02-06,1,1990-02-12,3,0,,,750,,,,750,3,23.1
365,India,Government of India,141,,ULFA,326,,1,Assam,2002,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,23.1
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,Aceh,2002,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,23.1
374,Rwanda,Government of Rwanda,94,,FDLR-FOCA,528,,2,,2002,1,1,3,1990-10-01,1,1996-07-12,1,1,2002-09-29,,517,,,,517,4,23.1
386,Algeria,Government of Algeria,109,,"AQIM, GIA","538, 539",,2,,2002,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,23.1
387,Angola,Government of Angola,99,,"FLEC-FAC, FLEC-R","540, 541",,1,Cabinda,2002,1,0,3,1989-08-04,1,2002-11-12,1,0,,,540,,,,540,4,23.1
401,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Chechen Republic of Ichkeria,352,,1,Chechnya,2002,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,23.1
408,Congo,Government of Congo,88,Government of Angola,Ntsiloulous,548,,2,,2002,1,1,4,1993-11-03,1,2002-04-10,1,1,2002-12-31,,484,540,,,484,4,23.1
413,Ethiopia,Government of Ethiopia,97,,OLF,551,,1,Oromiya,2002,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,23.1
416,Central African Republic,Government of Central African Republic,86,,Forces of Francois Bozize,553,,2,,2002,1,0,3,2001-05-27,1,2001-06-01,1,1,2002-12-19,,482,,,,482,4,23.1
418,United States of America,Government of United States of America,3,"Government of Afghanistan, Government of Australia, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Italy, Government of Japan, Government of Jordan, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Spain, Government of Turkey, Government of United Kingdom",al-Qaida ,769,,2,,2002,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"20, 200, 210, 220, 230, 260, 290, 325, 350, 360, 368, 385, 390, 640, 663, 700, 740, 770, 900, 920",,,2,5,23.1
419,Ivory Coast,Government of Ivory Coast,76,,"MPCI, MPIGO","556, 557",,2,,2002,1,0,3,2002-09-19,1,2002-09-20,2,0,,,437,,,,437,4,23.1
421,India,Government of India,141,,NDFB,363,,1,Bodoland,2002,1,0,3,1989-02-16,1,2001-08-04,1,0,,,750,,,,750,3,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,2003,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,23.1
218,"India, Pakistan",Government of India,141,,Government of Pakistan,142,,1,Kashmir,2003,1,1,2,1948-12-31,5,1996-12-31,5,1,2003-11-22,,750,,770,,"750, 770",3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,2003,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,,2003,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,23.1
234,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","208, 209, 211",,1,Palestine,2003,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,23.1
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2003,2,1,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,23.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2003,1,1,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,23.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2003,1,1,3,1966-07-31,4,1997-10-30,1,1,2003-12-14,,483,,,,483,4,23.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2003,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,Mindanao,2003,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,23.1
309,Sudan,Government of Sudan,112, Government of Chad,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,,2003,2,1,4,1971-07-22,1,1983-05-17,1,0,,,625,483,,,625,4,23.1
314,Uganda,Government of Uganda,90,,LRA,488,,2,,2003,1,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,23.1
326,Eritrea,Government of Eritrea,98,,EIJM - AS,495,,2,,2003,1,0,3,1993-12-16,1,2003-07-17,1,1,2003-08-09,,531,,,,531,4,23.1
329,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2003,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,23.1
333,Afghanistan,Government of Afghanistan,130,"Government of Australia, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Poland, Government of Romania, Government of United Kingdom, Government of United States of America","Hizb-i Islami-yi Afghanistan, Taleban","299, 303",,2,,2003,1,1,4,1975-07-02,6,1978-04-27,1,0,,,700,"2, 200, 210, 220, 260, 290, 325, 360, 385, 390, 900, 920",,,700,3,23.1
335,India,Government of India,141,,NLFT,307,,1,Tripura,2003,1,0,3,1979-07-09,1,1999-09-26,1,0,,,750,,,,750,3,23.1
341,Liberia,Government of Liberia,79,,"LURD, MODEL","509, 510",,2,,2003,2,1,3,1980-04-12,1,2000-05-31,3,1,2003-11-21,,450,,,,450,4,23.1
347,India,Government of India,141,,UNLF,315,,1,Manipur,2003,1,0,3,1979-04-26,1,2003-07-21,1,0,,,750,,,,750,3,23.1
352,Sri Lanka,Government of Sri Lanka,145,,LTTE,320,,1,Eelam,2003,1,1,3,1975-07-27,1,2003-06-14,1,1,2003-08-09,,780,,,,780,3,23.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2003,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,23.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2003,2,1,3,1984-02-06,1,1990-02-12,3,0,,,750,,,,750,3,23.1
365,India,Government of India,141,,ULFA,326,,1,Assam,2003,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,23.1
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,Aceh,2003,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,23.1
375,Senegal,Government of Senegal,73,,MFDC,529,,1,Casamance,2003,1,1,3,1988-12-31,3,2003-01-20,3,1,2003-10-11,,433,,,,433,4,23.1
386,Algeria,Government of Algeria,109,,"AQIM, GIA","538, 539",,2,,2003,1,1,3,1985-08-27,1,1991-12-09,1,0,,,615,,,,615,4,23.1
387,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2003,1,0,3,1989-08-04,1,2002-11-12,1,0,,,540,,,,540,4,23.1
401,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Chechen Republic of Ichkeria,352,,1,Chechnya,2003,1,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,23.1
413,Ethiopia,Government of Ethiopia,97,,OLF,551,,1,Oromiya,2003,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,23.1
418,United States of America,Government of United States of America,3,"Government of Afghanistan, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,769,,2,,2003,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"20, 200, 210, 220, 230, 260, 290, 317, 325, 360, 368, 385, 390, 700, 770, 920",,,2,5,23.1
419,Ivory Coast,Government of Ivory Coast,76,,"MJP, MPIGO","555, 557",,2,,2003,1,0,3,2002-09-19,1,2002-09-20,2,0,,,437,,,,437,4,23.1
420,"Australia, Iraq, United Kingdom, United States of America","Government of Australia, Government of United Kingdom, Government of United States of America","156, 28, 3",,Government of Iraq,116,,2,,2003,2,1,2,2003-03-20,1,2003-03-23,1,1,2003-04-28,,"900,  200,  2",,645,,"2, 200, 645, 900","1, 2, 3, 5",23.1
421,India,Government of India,141,,NDFB,363,,1,Bodoland,2003,1,0,3,1989-02-16,1,2001-08-04,1,0,,,750,,,,750,3,23.1
423,Thailand,Government of Thailand,147,,Patani insurgents,365,,1,Patani,2003,1,0,3,1965-12-31,5,2003-10-27,1,0,,,800,,,,800,3,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,2004,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,2004,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,"MCC, PWG","193, 194",,2,,2004,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,23.1
234,Israel,Government of Israel,121,,"AMB, Hamas, PIJ","208, 209, 211",,1,Palestine,2004,1,1,3,1948-05-15,1,2000-10-01,1,0,,,666,,,,666,2,23.1
259,Iraq,Government of Iraq,116,"Government of Albania, Government of Australia, Government of Azerbaijan, Government of Bulgaria, Government of Czech Republic, Government of Denmark, Government of Dominican Republic, Government of El Salvador, Government of Estonia, Government of Georgia, Government of Honduras, Government of Italy, Government of Kazakhstan, Government of Latvia, Government of Lithuania, Government of Moldova, Government of Mongolia, Government of Netherlands, Government of Nicaragua, Government of North Macedonia, Government of Norway, Government of Philippines, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of South Korea, Government of Spain, Government of Tonga, Government of Ukraine, Government of United Kingdom, Government of United States of America","al-Mahdi Army, Ansar al-Islam, IS","233, 234, 5659",,2,,2004,2,1,4,1958-07-14,1,2004-01-18,1,0,,,645,"2, 200, 210, 230, 235, 290, 316, 317, 325, 339, 343, 355, 359, 360, 366, 367, 368, 369, 372, 373, 385, 390, 42, 705, 712, 732, 840, 900, 91, 92, 93, 972",,,645,2,23.1
269,Nepal,Government of Nepal,146,,CPN-M,258,,2,,2004,2,1,3,1960-02-29,4,1996-08-23,1,0,,,790,,,,790,3,23.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2004,1,1,3,1965-10-18,1,1994-10-18,3,0,,,516,,,,516,4,23.1
289,Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","7074, 743, 744",,2,,2004,2,1,3,1964-12-31,5,1964-12-31,5,0,,,100,,,,100,5,23.1
308,Philippines,Government of Philippines,154,,"ASG, MILF","276, 277",,1,Mindanao,2004,1,1,3,1970-08-20,1,1993-02-09,1,0,,,840,,,,840,3,23.1
309,Sudan,Government of Sudan,112,,"JEM, SLM/A, SPLM/A","466, 468, 469",,2,,2004,2,1,3,1971-07-22,1,1983-05-17,1,0,,,625,,,,625,4,23.1
314,Uganda,Government of Uganda,90,,LRA,488,,2,,2004,2,1,3,1971-01-25,1,1994-02-21,1,0,,,500,,,,500,4,23.1
325,Pakistan,Government of Pakistan,142,,BLA,287,,1,Balochistan,2004,1,1,3,1973-05-18,1,2004-08-01,1,1,2004-12-25,,770,,,,770,3,23.1
329,Ethiopia,Government of Ethiopia,97,,ONLF,497,,1,Ogaden,2004,1,1,3,1964-01-11,2,1998-12-31,5,0,,,530,,,,530,4,23.1
333,Afghanistan,Government of Afghanistan,130,"Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Slovakia, Government of Spain, Government of United Kingdom, Government of United States of America",Taleban,303,,2,,2004,1,1,4,1975-07-02,6,1978-04-27,1,0,,,700,"2, 20, 200, 211, 220, 230, 235, 260, 290, 316, 317, 325, 360, 770",,,700,3,23.1
335,India,Government of India,141,,NLFT-B,2939,,1,Tripura,2004,1,0,3,1979-07-09,1,1999-09-26,1,1,2004-12-28,,750,,,,750,3,23.1
347,India,Government of India,141,,"PLA, UNLF","314, 315",,1,Manipur,2004,1,0,3,1979-04-26,1,2003-07-21,1,0,,,750,,,,750,3,23.1
354,Turkey,Government of Turkey,115,,PKK,323,,1,Kurdistan,2004,1,1,3,1983-05-01,1,1984-08-15,1,0,,,640,,,,640,2,23.1
364,India,Government of India,141,,Kashmir insurgents,325,,1,Kashmir,2004,2,1,3,1984-02-06,1,1990-02-12,3,0,,,750,,,,750,3,23.1
365,India,Government of India,141,,ULFA,326,,1,Assam,2004,1,0,3,1983-12-31,5,1994-12-31,5,0,,,750,,,,750,3,23.1
366,Indonesia,Government of Indonesia,155,,GAM,327,,1,Aceh,2004,1,1,3,1989-05-02,3,1999-06-01,1,0,,,850,,,,850,3,23.1
381,Haiti,Government of Haiti,6,,"FLRN, OP Lavalas","765, 766",,2,,2004,1,0,3,1989-04-03,1,2004-02-08,1,1,2004-11-19,,41,,,,41,5,23.1
386,Algeria,Government of Algeria,109,"Government of Chad, Government of Mali, Government of Niger",AQIM,539,,2,,2004,1,1,4,1985-08-27,1,1991-12-09,1,0,,,615,"432, 436, 483",,,615,4,23.1
387,Angola,Government of Angola,99,,FLEC-FAC,541,,1,Cabinda,2004,1,0,3,1989-08-04,1,2002-11-12,1,1,2004-12-31,,540,,,,540,4,23.1
393,Georgia,Government of Georgia,63,,Republic of South Ossetia,343,,1,South Ossetia,2004,1,0,3,1992-05-12,1,2004-08-19,3,1,2004-10-12,,372,,,,372,1,23.1
401,Russia (Soviet Union),Government of Russia (Soviet Union),57,,Chechen Republic of Ichkeria,352,,1,Chechnya,2004,2,1,3,1994-05-27,1,1999-08-11,3,0,,,365,,,,365,1,23.1
413,Ethiopia,Government of Ethiopia,97,,OLF,551,,1,Oromiya,2004,1,1,3,1974-08-31,4,1998-12-31,5,0,,,530,,,,530,4,23.1
415,Uzbekistan,Government of Uzbekistan,133,,JIG,360,,2,,2004,1,0,3,1999-02-16,1,2004-03-30,1,1,2004-07-30,,704,,,,704,3,23.1
418,United States of America,Government of United States of America,3,"Government of Afghanistan, Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of New Zealand, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida ,769,,2,,2004,1,1,4,2001-09-11,1,2001-09-11,1,0,,,2,"20, 200, 211, 220, 230, 235, 260, 290, 316, 317, 325, 360, 670, 700, 770, 920",,,2,5,23.1
419,Ivory Coast,Government of Ivory Coast,76,,FRCI,558,,2,,2004,1,0,3,2002-09-19,1,2002-09-20,2,1,2004-11-09,,437,,,,437,4,23.1
421,India,Government of India,141,,NDFB,363,,1,Bodoland,2004,1,0,3,1989-02-16,1,2001-08-04,1,1,2004-11-03,,750,,,,750,3,23.1
423,Thailand,Government of Thailand,147,,Patani insurgents,365,,1,Patani,2004,1,0,3,1965-12-31,5,2003-10-27,1,0,,,800,,,,800,3,23.1
424,Nigeria,Government of Nigeria,84,,Ahlul Sunnah Jamaa,559,,1,Northern Nigeria,2004,1,0,3,2003-12-22,1,2004-01-06,1,1,2004-10-08,,475,,,,475,4,23.1
425,Nigeria,Government of Nigeria,84,,NDPVF,560,,1,Niger Delta,2004,1,0,3,2004-06-04,1,2004-06-04,1,1,2004-09-20,,475,,,,475,4,23.1
209,Philippines,Government of Philippines,154,,CPP,169,,2,,2005,1,1,3,1946-07-31,4,1999-06-06,1,0,,,840,,,,840,3,23.1
221,Myanmar (Burma),Government of Myanmar (Burma),144,,KNU,180,,1,Karen,2005,1,1,3,1948-12-31,3,2000-03-03,1,0,,,775,,,,775,3,23.1
227,India,Government of India,141,,CPI-Maoist,195,,2,,2005,1,1,3,1948-05-01,1,1996-04-03,1,0,,,750,,,,750,3,23.1
