,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
5207,1114 S Broadway St,Fast Food Restaurant,Sulphur Springs,US,33.120322,-95.596209,Sonic,75482,TX,http://sonicdrivein.com
5208,50 N Kessler Ave,Fast Food Restaurant,Schulenburg,US,29.690194,-96.902623,Sonic,78956,TX,http://sonicdrivein.com
5209,1802 S 7th St,Fast Food Restaurants,Phoenix,US,33.430814,-112.065629,Taco Bell,85034,AZ,"http://www.tacobell.com,http://tacobell.com/"
5210,1802 S 7th St,Fast Food Restaurant,Phoenix,US,33.430814,-112.065629,Taco Bell,85034,AZ,"http://www.tacobell.com,http://tacobell.com/"
5211,1220 N 51st Ave,Taco Place and Fast Food Restaurant,Phoenix,US,33.46124,-112.169699,Taco Bell,85043,AZ,"http://www.tacobell.com,http://tacobell.com/,https://locations.tacobell.com/az/phoenix/1220-north-51st-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017340andutm_content=website,http://tacobell.com"
5212,1220 N 51st Ave,Fast Food Restaurants,Phoenix,US,33.46124,-112.169699,Taco Bell,85043,AZ,"http://www.tacobell.com,http://tacobell.com/,https://locations.tacobell.com/az/phoenix/1220-north-51st-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017340andutm_content=website,http://tacobell.com"
5213,7541 W Thunderbird Rd,Fast Food Restaurant,Peoria,US,33.61031,-112.220979,Taco Bell,85381,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/peoria/7541-w-thunderbird-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=D212063andutm_content=website"
5214,129 W Riverside Dr,Fast Food Restaurant,Parker,US,34.154006,-114.280569,Taco Bell,85344,AZ,"https://locations.tacobell.com/az/parker/129-west-riverside-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=018414andutm_content=website,http://www.tacobell.com"
5215,129 W Riverside Dr,Fast Food Restaurant and Mexican Restaurant,Parker,US,34.154006,-114.280569,Taco Bell,85344,AZ,"https://locations.tacobell.com/az/parker/129-west-riverside-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=018414andutm_content=website,http://www.tacobell.com"
5216,129 W Riverside Dr,Fast Food Restaurants,Parker,US,34.154006,-114.280569,Taco Bell,85344,AZ,"https://locations.tacobell.com/az/parker/129-west-riverside-drive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=018414andutm_content=website,http://www.tacobell.com"
5217,310 W Main St,Fast Food Restaurant,Mesa,US,33.415485,-111.839571,Taco Bell,85201,AZ,"https://locations.tacobell.com/az/mesa/310-w-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022951andutm_content=website,http://www.tacobell.com,http://tacobell.com/,http://tacobell.com"
5218,310 W Main St,Fast Food Restaurants,Mesa,US,33.415485,-111.839571,Taco Bell,85201,AZ,"https://locations.tacobell.com/az/mesa/310-w-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022951andutm_content=website,http://www.tacobell.com,http://tacobell.com/,http://tacobell.com"
5219,310 W Main St,Fast Food Restaurant and Mexican Restaurant Downtown Mesa,Mesa,US,33.415485,-111.839571,Taco Bell,85201,AZ,"https://locations.tacobell.com/az/mesa/310-w-main-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022951andutm_content=website,http://www.tacobell.com,http://tacobell.com/,http://tacobell.com"
5220,2760 S Alma School Rd,Fast Food Restaurant,Mesa,US,33.364786,-111.85909,Taco Bell,85210,AZ,"https://locations.tacobell.com/az/mesa/2760-south-alma-school.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=001891andutm_content=website,http://www.tacobell.com,http://tacobell.com/"
5221,9380 W Northern Ave,Fast Food Restaurants,Glendale,US,33.551661,-112.261045,Taco Bell,85305,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/9380-w--northern-avenue.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029517andutm_content=website"
5222,6901 N Litchfield Rd,Fast Food Restaurant and Mexican Restaurant,Glendale,US,33.536247,-112.357368,Taco Bell,85307,AZ,"http://www.tacobell.com,http://www.tacobell.com/,https://locations.tacobell.com/az/glendale/6901-north-litchfield-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=017444andutm_content=website"
5223,7714 W Bell Rd,Fast Food Restaurants,Glendale,US,33.638297,-112.226662,Taco Bell,85308,AZ,"https://locations.tacobell.com/az/glendale/7714-west-bell-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029515andutm_content=website,http://tacobell.com"
5224,251 N Litchfield Rd,Fast Food Restaurant,Goodyear,US,33.437508,-112.358127,Taco Bell,85338,AZ,"https://locations.tacobell.com/az/goodyear/251-north-litchfield-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002043andutm_content=website,http://www.tacobell.com"
5225,885 W Warner Rd,Fast Food,Gilbert,US,33.334781,-111.809236,Taco Bell,85233,AZ,"http://www.tacobell.com,http://www.tacobell.com/,https://locations.tacobell.com/az/gilbert/885-west-warner-road.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022380andutm_content=website"
5226,6606 W Camelback Rd,Fast Food Restaurant,Glendale,US,33.509387,-112.201203,Taco Bell,85301,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/6606-west-camelback.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=020620andutm_content=website"
5227,4402 W Glendale Ave,Fast Food Restaurant,Glendale,US,33.538778,-112.153765,Taco Bell,85301,AZ,"http://www.tacobell.com,http://tacobell.com/,https://locations.tacobell.com/az/glendale/4402-w-glendale.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=002703andutm_content=website"
5228,4351 W Olive Ave,Fast Food Restaurant and Mexican Restaurant,Glendale,US,33.56749,-112.152721,Taco Bell,85302,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/4351-w--olive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022003andutm_content=website,http://tacobell.com/"
5229,4351 W Olive Ave,Fast Food Restaurant,Glendale,US,33.56749,-112.152721,Taco Bell,85302,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/4351-w--olive.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022003andutm_content=website,http://tacobell.com/"
5230,4950 W Thunderbird Rd,Fast Food,Glendale,US,33.611138,-112.166562,Taco Bell,85306,AZ,"http://www.tacobell.com,http://tacobell.com/,https://locations.tacobell.com/az/glendale/4950-w--thunderbird-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=022632andutm_content=website,https://locations.tacobell.com/az/glendale/4950-w--thunderbird-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=022632&utm_content=website"
5231,5705 W Bell Rd,Fast Food,Glendale,US,33.638421,-112.18253,Taco Bell,85308,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/5705-w-bell-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029514&utm_content=website,http://locator.tacobell.com/az/glendale/restaurant-glendale-az-029514.html?utm_source=rio_seo&utm_campaign=5705%20W%20Bell%20Rd&utm_medium=referral&utm_term=RIO%20SEO&utm_content=LOCATOR,https://locations.tacobell.com/az/glendale/5705-w-bell-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029514andutm_content=website"
5232,5705 W Bell Rd,Fast Food Restaurant and Mexican Restaurant,Glendale,US,33.638421,-112.18253,Taco Bell,85308,AZ,"http://www.tacobell.com,https://locations.tacobell.com/az/glendale/5705-w-bell-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=029514&utm_content=website,http://locator.tacobell.com/az/glendale/restaurant-glendale-az-029514.html?utm_source=rio_seo&utm_campaign=5705%20W%20Bell%20Rd&utm_medium=referral&utm_term=RIO%20SEO&utm_content=LOCATOR,https://locations.tacobell.com/az/glendale/5705-w-bell-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029514andutm_content=website"
5233,99 Rockingham Park Blvd,Fast Food Restaurant,Salem,US,42.767459,-71.224903,Taco Bell,3079,NH,"http://www.tacobell.com,http://tacobell.com"
5234,99 Rockingham Park Blvd,Fast Food Restaurant and Mexican Restaurant,Salem,US,42.767459,-71.224903,Taco Bell,3079,NH,"http://www.tacobell.com,http://tacobell.com"
5235,1911 N Diers Ave,Fast Food Restaurants,Grand Island,US,40.938809,-98.384672,Taco Bell,68803,NE,"http://www.tacobell.com,https://locations.tacobell.com/ne/grand-island/1911-north-diers-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016957andutm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxkx0xcmqFX3TZTiNoK_LLFKzM4tXpEgtM6BtXv1F1DttJZ02K0MyExNDOOp-ojp0e8AyZv36dHR9-KMBbGEvs0v7gF-TcMaQFH9hsA-cnBwGQeG3CKdA4LXSq1l89oPXx4ZyQXPkjvnk2H0dNIUcQFLbzZSVOmPk7ac83rwFHckiBUvkT_hOZ_NSY6kdhjCWzKM1bZab5DAKKYsbOMaYTeJxlhCsHF9Ii9T4AWJ209CT0rqGNreK63DVbM-9sgAzfOME9ZhObrA9lS8OcNQrqZIU4SE33VEfcAZ9oBdfOCBX6nhTtc9Eut7MAQNWc0p0jKPeMgpre5e33UeuFeo0CT8DYLz17ZLVoAghWXt5vC8pKgNsw-3R9bd3L_GR9Tm4VucLRb88L8wN&placement=listing_profile.b&cs_user=unknown&cs_session=04671ef4a428ffda71586e32036ce0e8a2ed292e"
5236,925 2nd Ave,Fast Food Restaurant and Mexican Restaurant,Kearney,US,40.683196,-99.084688,Taco Bell,68847,NE,"http://www.tacobell.com,https://locations.tacobell.com/ne/kearney/925-2nd-avenue-east.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=016516andutm_content=website,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJjdHZFXkI2SMh6DM0gL9qpEoN-hwnpQcswg42Y2hj3ZC06SKS1p9oEl0CZHqypXpl5KgoOAofTyZuVnJNcPeBLlA4IhDI_NNN-K_2C4D2-yg-sdLNPrk2UCH9CYrfB7nKeKxwCPsSoqVEuofUan9eAtJ6VTpfAIHsdi7U_W88EsBtJTZb4NXF97v9ab9zFDwkrE0yebCM1Xr55EFk9scqCCoHnGhNEkO9kj_Ka1_XkdDYNbqbzYTqw73gpUOkEN5WOxAcmLxuCYCORdisFi7HM-DgwVFo6635oflgejllKj8p67Iv8C5K0-ETvqxb0Uho23szDGwmy-XxmVyX5BMVMxIR_5tU3FVa&placement=listing_profile&cs_user=unknown&cs_session=843cf7ade85a6922cb308c647c8501389f39a756"
5237,4245 N Roxboro St,Fast Food Restaurants,Durham,US,36.047314,-78.903245,Cook Out,27704,NC,"http://www.cookoutnc.com,http://www.cookout.com"
5238,6355 N Pulaski Rd,Fast Food Restaurant and American Restaurant North Park,Chicago,US,41.996978,-87.728892,Backyard Grill,60646,IL,http://eatbyg.com
5239,6 Taunton St,Fast food restaurants,Plainville,US,42.010137,-71.305303,Burger King,2762,MA,http://www.bk.com
5240,3012 Cranberry Hwy,Fast Food Restaurant and Burger Joint,East Wareham,US,41.759167,-70.662328,Burger King,2538,MA,http://www.bk.com
5241,184 North St,Fast Food,Hyannis,US,41.652936,-70.286745,Burger King,2601,MA,"http://www.bk.com,http://bk.com/"
5242,881 Moody St,Fast Food,Waltham,US,42.361645,-71.239095,Burger King,2453,MA,"http://bk.com,http://www.burgerking.com/,http://www.bk.com"
5243,485 Arsenal St,Fast food restaurants,Watertown,US,42.362897,-71.158536,Burger King,2472,MA,http://www.bk.com
5244,4011 Club Rd,Fast Food Restaurant,Indian River,US,45.404902,-84.610919,Burger King,49749,MI,"http://www.bk.com,https://locations.bk.com/mi/indian-river/4011-club-rd.html,https://www.bk.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4ESe32aGoZZfGxPUKOAupg6AXFQsvl2-A1Ztd21x5FLKumNpUzGNTBeMk2RvPjC41ZIvgiFwjULRMf936HQ-3fDilu-Jgq-3DroFPqeb7LaXUO4XtGt4yXSJsg9W4tlLVRNocJRkydaRxa9wTgFisP8W1xHayi-pt4-Y49SxFTdWoSW_Eg-iYEEtyxEM1IPanVQJ-NyMS8SaDHGvd-ro5BXLa0EFHN2_VWpZiMY_ssFe4G-LTkOuEfkh96rlBVb4Dh0A30nKy_53FfnKK3ZONZ4FBZbXOuowmUN-lgkk5XLhPH6Vjy4MAUPEJ2SYEUB_mLosCOFBn2BoVg2exuJrMqE3NgRzqUCqLLs43KR83UDOiJ1eSvbUY1pt7oQ4_PTBWDKnvaOMQBbdZvL5_OlnU3khcHdLVglbR-ND9IEWjVAl7-AvDSDGlcVoh_V5B76VA5diIYrXmGjnxdmBNe8rT2Hh12hALHJVAXZYDDalTlAiSy7zcv8md2ww&placement=listing_profile.c&cs_user=unknown&cs_session=4701c7aec81f91b459d09d6dc16985d2ce49d83f"
5245,2504 N Us Highway 31 N,Fast Food Restaurant,Traverse City,US,44.745917,-85.534544,Burger King,49686,MI,"http://www.bk.com,https://locations.bk.com/mi/traverse-city/2504-us-31-north.html,https://www.bk.com"
5246,5085 220th Ave,Fast Food Restaurant and Burger Joint,Reed City,US,43.888913,-85.522816,Burger King,49677,MI,"https://locations.bk.com/mi/reed-city/5085-220th-ave.html,http://www.bk.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJtzbLV_jj3ayeRNHjcYxDkxylg3RtDWuVIBS6Y66eoTbsTfxwGXAbQ24WvjLbRUGOi-Ps5bEcM-F5Li7m1n0zrNJLymG56Zvw11OYROWdfiyWTYbWyRUKTFdKCfUdRLGght368sanPxk_gBmGYcQ6ix96Yq8I2tggZUqSFGGQtAWM-HkmHEnaOim6WmdLTKSSxE86iuiMCJO5ORw07k4DtgJ5p-6ylD5JzHgeNzy3seMnUmLD7KMe_JFpDufgIlpG-rO5Mp0XD1dRt7DoZj6T3RBNW2zxIS1TkRXyWUJpyoj_Nsb6Rd4RIYSd5k2kUjd6suBhRW95vy6Ktn9hK5KyxQ&placement=listing_profile&cs_user=unknown&cs_session=54bacbd4e987e7f07946bdcbb942ce865dfbc6ee"
5247,1800 S Garfield Ave,Fast Food Restaurant,Traverse City,US,44.736267,-85.595371,Burger King,49686,MI,"http://www.bk.com,https://locations.bk.com/mi/traverse-city/1800-s-garfield-ave.html,https://www.bk.com"
5248,812 N Cedar St,Fast Food Restaurant and Burger Joint,Kalkaska,US,44.741251,-85.174427,Burger King,49646,MI,"https://locations.bk.com/mi/kalkaska/812-north-cedar-st.html,http://www.bk.com,http://bk.com"
5249,471 68th St SW,Fast Food Restaurants,Grand Rapids,US,42.8409,-85.674971,Burger King,49548,MI,"http://www.bk.com,https://locations.bk.com/mi/grand-rapids/471-68th-st-sw.html"
5250,2204 Plainfield Ave NE,Fast Food Restaurants,Grand Rapids,US,43.002768,-85.653445,Burger King,49505,MI,"https://locations.bk.com/mi/grand-rapids/2204-plainfield-n-e.html,http://www.bk.com"
5251,261 S State St,Fast Food Restaurant,Zeeland,US,42.807251,-86.018861,Burger King,49464,MI,"http://bk.com,http://www.bk.com"
5252,6411 Blue Star Hwy,Fast Food Restaurant and Burger Joint,Saugatuck,US,42.671803,-86.189356,Burger King,49453,MI,http://www.bk.com
5253,3123 Colby Rd,Fast Food Restaurant and Burger Joint,Whitehall,US,43.409036,-86.321416,Burger King,49461,MI,"http://www.bk.com,https://locations.bk.com/mi/whitehall/3123-colby-rd.html,http://bk.com"
5254,1436 E Apple Ave,Fast Food Restaurants,Muskegon,US,43.234168,-86.208448,Burger King,49442,MI,"https://locations.bk.com/mi/muskegon/1436-apple-ave.html,http://www.bk.com"
5255,735 Michigan Ave,Fast Food Restaurant,Holland,US,42.769895,-86.11595,Burger King,49423,MI,http://www.bk.com
5256,187 N River Ave,Fast Food Restaurant and Burger Joint,Holland,US,42.803254,-86.113542,Burger King,49424,MI,http://www.bk.com
5257,4558 Chicago Dr SW,Fast Food Restaurant,Grandville,US,42.906168,-85.773242,Burger King,49418,MI,http://burgerking.com
5258,1255 W Main St,Fast Food Restaurant and Burger Joint,Fremont,US,43.467121,-85.950091,Burger King,49412,MI,"http://www.bk.com,https://locations.bk.com/mi/fremont/1255-west-main-st.html"
5259,1255 W Main St,Fast Food Restaurants,Fremont,US,43.467121,-85.950091,Burger King,49412,MI,"http://www.bk.com,https://locations.bk.com/mi/fremont/1255-west-main-st.html"
5260,8510 East 96th Street Suite A,Fast Food,Fishers,US,39.927862,-86.018433,Panera Bread,46038,IN,"http://www.locations.panerabread.com,http://locations.panerabread.com/in/fishers/8510-east-96th-street-suite-a.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search"
5261,2001 East Greyhound Pass Suite 4E,Fast Food,Carmel,US,40.002702,-86.124006,Panera Bread,46033,IN,"https://locations.panerabread.com/in/carmel/2001-east-greyhound-pass-suite-4e.html,http://locations.panerabread.com/in/carmel/2001-east-greyhound-pass-suite-4e.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search"
5262,5606 Lakewood Towne Center Boulevard SW,Fast Food,Lakewood,US,47.164901,-122.510451,Panera Bread,98499,WA,http://locations.panerabread.com/wa/lakewood/5606-lakewood-towne-center-boulevard-sw.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
5263,2789 Milwaukee Rd,Fast Food Restaurant,Beloit,US,42.523067,-88.986968,Burger King,53511,WI,http://www.bk.com
5264,2789 Milwaukee Rd,Fast food restaurants,Beloit,US,42.523067,-88.986968,Burger King,53511,WI,http://www.bk.com
5265,700 W Broad St,Fast Food Restaurants,Falls Church,US,38.887868,-77.179847,Burger King,22046,VA,http://www.bk.com
5266,2679 Virginia Ave,Fast Food Restaurants,Collinsville,US,36.712779,-79.907962,Burger King,24078,VA,"https://locations.bk.com/va/collinsville/2679-south-virginia-ave.html,https://www.bk.com,http://bk.com"
5267,1901 S Military Hwy,Fast Food Restaurant,Chesapeake,US,36.787332,-76.251413,Burger King,23320,VA,"https://locations.bk.com/va/chesapeake/1901-south-military-highway.html,http://www.bk.com"
5268,1901 S Military Hwy,Fast Food Restaurants,Chesapeake,US,36.787332,-76.251413,Burger King,23320,VA,"https://locations.bk.com/va/chesapeake/1901-south-military-highway.html,http://www.bk.com"
5269,1181 5th St SW,Fast Food Restaurant,Charlottesville,US,38.012708,-78.502175,Burger King,22902,VA,"https://www.bk.com,https://locations.bk.com/va/charlottesville/1181-5th-st-sw.html,http://www.bk.com"
5270,916 Great Bridge Blvd,Fast food restaurants,Chesapeake,US,36.752962,-76.271656,Burger King,23320,VA,"https://locations.bk.com/va/chesapeake/916-great-bridge-blvd.html,http://bk.com"
5271,6030 Burke Commons Rd,Fast Food Restaurant,Burke,US,38.78962,-77.299052,Burger King,22015,VA,http://burgerking.com
5272,2427 Harrison Ave NW,"Fast Food Restaurant, Ice Cream Shop, and Burger Joint",Olympia,US,47.045663,-122.933101,Wendy's,98502,WA,"http://www.wendys.com,http://wendys.com"
5273,1901 NE 162nd Ave,Fast Food Restaurant,Vancouver,US,45.636591,-122.50498,Wendy's,98684,WA,http://www.wendys.com
5274,529 N Stewart St,Fast Food Restaurant and Food,Azle,US,32.893012,-97.537666,Chicken Express,76020,TX,http://www.chickene.com
5275,1711 Bethel Rd,Fast Food Restaurant and Food,Weatherford,US,32.736443,-97.800159,Chicken Express,76086,TX,"http://www.chickene.com,http://chickene.com"
5276,1711 Bethel Rd,Fast Food Restaurant,Weatherford,US,32.736443,-97.800159,Chicken Express,76086,TX,"http://www.chickene.com,http://chickene.com"
5277,1270 S Southwest Loop 323,Fast Food Restaurant,Tyler,US,32.336239,-95.340249,Chicken Express,75701,TX,http://www.chickene.com
5278,4308 College Ave,Fast Food Restaurants,Snyder,US,32.698772,-100.919125,Chicken Express,79549,TX,http://www.chickene.com
5279,8150 Arbor Square Dr,Fast Food Restaurant,Mason,US,39.320289,-84.313492,Gold Star Chili,45040,OH,"http://www.goldstarchili.com,http://t.co/yRJOZZt5KV"
5280,8467 Beechmont Ave,Fast Food Restaurants,Cincinnati,US,39.071934,-84.319825,Gold Star Chili,45255,OH,"http://www.goldstarchili.com,http://t.co/yRJOZZt5KV"
5281,9124 Plainfield Rd,Fast Food Restaurants,Cincinnati,US,39.224916,-84.393112,Gold Star Chili,45236,OH,"http://www.goldstarchili.com,http://t.co/yRJOZZt5KV"
5282,219 W Main St,Fast Food Restaurants,Amelia,US,39.035672,-84.228275,Gold Star Chili,45102,OH,http://www.goldstarchili.com
5283,64 Morris St,"Fried Chicken Joint, Fast Food Restaurant, and Wings Joint",Morristown,US,40.797406,-74.477205,Cluck-U Chicken,7960,NJ,"http://www.cluckuchicken.com/location/new%20jersey/nj01-05-morristown.,http://cluckuchicken.com/location/new%20jersey/nj01-05-morristown."
5284,16 Main St,"Burger Joint, Fast Food Restaurant, and American Restaurant",Northampton,US,42.319928,-72.62863,Local Burger,1060,MA,"http://www.localnorthampton.com,http://localnorthampton.com"
5285,16 Main St,Fast Food Restaurant,Northampton,US,42.319928,-72.62863,Local Burger,1060,MA,"http://www.localnorthampton.com,http://localnorthampton.com"
5286,145 W Indiantown Rd,Fast Food Restaurant,Jupiter,US,26.934539,-80.095569,Jon Smith Subs,33458,FL,"https://jonsmithsubs.com/locations/jupiter-fl/,https://jonsmithsubs.com/locations/jupiter-fl"
5287,841 N State St,Fast Food Restaurants,Westerville,US,40.147829,-82.923786,Bob Evans,43082,OH,https://www.bobevans.com/our-restaurants/locations/428
5288,40 Sharts Dr,Fast Food Restaurants,Springboro,US,39.561719,-84.265038,Bob Evans,45066,OH,https://www.bobevans.com/our-restaurants/locations/403
5289,50 Morningside Dr,Fast Food Restaurants,Waverly,US,39.131627,-82.978443,Bob Evans,45690,OH,https://www.bobevans.com/our-restaurants/locations/2045
5290,770 Penniman Ave,Fast Food Restaurant,Plymouth,US,42.370567,-83.468859,Jimmy John's,48170,MI,http://www.jimmyjohns.com
5291,33310 Plymouth Rd,Fast Food Restaurant,Livonia,US,42.368255,-83.371532,Jimmy John's,48150,MI,http://www.jimmyjohns.com
5292,1398 W San Carlos St,Fast Food Restaurant,San Jose,US,37.32325,-121.91326,McDonald's,95126,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5293,137 Canyon Dr,Fast Food,Oceanside,US,33.203582,-117.364021,McDonald's,92054,CA,"http://mcdonalds.com/,http://mcdonalds.com"
5294,138 E Harvard Blvd,Fast Food Restaurants,Santa Paula,US,34.346352,-119.070726,McDonald's,93060,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5295,13574 Camino Canada,Fast Food,El Cajon,US,32.82659,-116.901694,McDonald's,92021,CA,http://mcdonalds.com
5296,13331 Beach Blvd,Fast Food Restaurant,Westminster,US,33.765905,-117.990142,McDonald's,92683,CA,"http://mcdonalds.com,http://www.mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5297,1326 E Colorado St,Fast Food Restaurant and Burger Joint,Glendale,US,34.142416,-118.236665,McDonald's,91205,CA,"http://mcdonalds.com/,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5298,1322 Glendale Galleria,Fast Food,Glendale,US,34.146351,-118.259234,McDonald's,91210,CA,http://mcdonalds.com
5299,12950 Foothill Blvd,Fast Food Restaurant,Sylmar,US,34.29511,-118.417126,McDonald's,91342,CA,"http://mcdonalds.com,http://mcdonalds.com/"
5300,1233 W Rancho Vista Blvd,Fast Food,Palmdale,US,34.602013,-118.152452,McDonald's,93551,CA,http://www.mcdonalds.com/
5301,1215 Magnolia Ave,Fast Food Restaurant,Corona,US,33.865369,-117.544107,McDonald's,92879,CA,http://mcdonalds.com
5302,1210 S Soto St,Fast Food Restaurant Boyle Heights,Los Angeles,US,34.027227,-118.219545,McDonald's,90023,CA,"http://mcdonalds.com,http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5303,1201 S Mount Vernon Ave,Fast Food Restaurants,Colton,US,34.047888,-117.309618,McDonald's,92324,CA,"http://mcdonalds.com,http://www.mcdonalds.com"
5304,1201 S Mount Vernon Ave,Fast Food,Colton,US,34.047888,-117.309618,McDonald's,92324,CA,"http://mcdonalds.com,http://www.mcdonalds.com"
5305,1205 S Main St,Fast Food Restaurants,Manteca,US,37.786014,-121.216024,McDonald's,95337,CA,"http://goldenstatemcd.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
5306,1199 Calimesa Blvd,Fast Food,Calimesa,US,33.99431,-117.057108,McDonald's,92320,CA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5307,1197 N Willow Ave,Fast Food Restaurant,Clovis,US,36.851817,-119.728874,McDonald's,93611,CA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5308,1198 San Pablo Ave,Fast Food,Albany,US,37.882305,-122.29648,McDonald's,94706,CA,"http://mcdonalds.com,http://www.mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5309,1198 San Pablo Ave,Fast Food Restaurants,Albany,US,37.882305,-122.29648,McDonald's,94706,CA,"http://mcdonalds.com,http://www.mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5310,11800 Wilmington Ave,Fast Food Restaurant Willowbrook,Los Angeles,US,33.926014,-118.239029,McDonald's,90059,CA,"http://mcdonalds.com/,http://mcdonalds.com"
5311,11800 Wilmington Ave,Fast Food Restaurant,Los Angeles,US,33.926014,-118.239029,McDonald's,90059,CA,"http://mcdonalds.com/,http://mcdonalds.com"
5312,3450 Winton Pl,Fast Food Restaurants,Rochester,US,43.097204,-77.578662,Fox's Gourmet Delicatessen,14623,NY,"http://foxsdeli.com,http://www.foxsdeli.com"
