Entity,Code,Year,Annual CO₂ emissions (per capita)
Latvia,LVA,1980,9.086775
Latvia,LVA,1981,8.864451
Latvia,LVA,1982,8.972606
Latvia,LVA,1983,9.039873
Latvia,LVA,1984,9.061506
Latvia,LVA,1985,9.714592
Latvia,LVA,1986,8.838119
Latvia,LVA,1987,7.1890144
Latvia,LVA,1988,7.007315
Latvia,LVA,1989,6.6574903
Latvia,LVA,1990,7.310705
Latvia,LVA,1991,6.688915
Latvia,LVA,1992,5.330067
Latvia,LVA,1993,4.5176196
Latvia,LVA,1994,3.9785733
Latvia,LVA,1995,3.5537934
Latvia,LVA,1996,3.6347492
Latvia,LVA,1997,3.4734604
Latvia,LVA,1998,3.3731744
Latvia,LVA,1999,3.180782
Latvia,LVA,2000,2.9598172
Latvia,LVA,2001,3.177411
Latvia,LVA,2002,3.232915
Latvia,LVA,2003,3.3673525
Latvia,LVA,2004,3.4155488
Latvia,LVA,2005,3.4974895
Latvia,LVA,2006,3.7704818
Latvia,LVA,2007,3.9691484
Latvia,LVA,2008,3.8122451
Latvia,LVA,2009,3.5066164
Latvia,LVA,2010,4.070399
Latvia,LVA,2011,3.760661
Latvia,LVA,2012,3.6615124
Latvia,LVA,2013,3.6271079
Latvia,LVA,2014,3.5662947
Latvia,LVA,2015,3.6457217
Latvia,LVA,2016,3.653615
Latvia,LVA,2017,3.6907718
Latvia,LVA,2018,4.06036
Latvia,LVA,2019,3.9908507
Latvia,LVA,2020,3.686823
Latvia,LVA,2021,3.877535
Lebanon,LBN,1931,0.0038519022
Lebanon,LBN,1932,0.011344139
Lebanon,LBN,1933,0.014846914
Lebanon,LBN,1935,0.050070215
Lebanon,LBN,1936,0.056170724
Lebanon,LBN,1937,0.058583077
Lebanon,LBN,1938,0.057505295
Lebanon,LBN,1939,0.053127155
Lebanon,LBN,1940,0.019556267
Lebanon,LBN,1941,0.01919647
Lebanon,LBN,1942,0.30148855
Lebanon,LBN,1943,0.03082742
Lebanon,LBN,1944,0.05446814
Lebanon,LBN,1945,0.05940709
Lebanon,LBN,1946,0.058314133
Lebanon,LBN,1947,0.06582754
Lebanon,LBN,1948,0.078663096
Lebanon,LBN,1949,0.08809245
Lebanon,LBN,1950,1.1204575
Lebanon,LBN,1951,1.0495865
Lebanon,LBN,1952,0.8227622
Lebanon,LBN,1953,0.84944737
Lebanon,LBN,1954,0.86405444
Lebanon,LBN,1955,1.0417508
Lebanon,LBN,1956,1.1767578
Lebanon,LBN,1957,1.2516952
Lebanon,LBN,1958,1.1667725
Lebanon,LBN,1959,1.4017426
Lebanon,LBN,1960,1.4326296
Lebanon,LBN,1961,1.4452671
Lebanon,LBN,1962,1.4910244
Lebanon,LBN,1963,1.53326
Lebanon,LBN,1964,1.6060765
Lebanon,LBN,1965,1.5866224
Lebanon,LBN,1966,1.688497
Lebanon,LBN,1967,1.6179279
Lebanon,LBN,1968,1.6325568
Lebanon,LBN,1969,1.8693818
Lebanon,LBN,1970,1.6545162
Lebanon,LBN,1971,2.1704886
Lebanon,LBN,1972,2.2559614
Lebanon,LBN,1973,2.749861
Lebanon,LBN,1974,2.6920521
Lebanon,LBN,1975,2.3276572
Lebanon,LBN,1976,1.929384
Lebanon,LBN,1977,1.5575782
Lebanon,LBN,1978,1.7264144
Lebanon,LBN,1979,1.9934101
Lebanon,LBN,1980,1.9872943
Lebanon,LBN,1981,1.9305596
Lebanon,LBN,1982,1.8629196
Lebanon,LBN,1983,2.234377
Lebanon,LBN,1984,2.1220336
Lebanon,LBN,1985,2.4064286
Lebanon,LBN,1986,2.2607014
Lebanon,LBN,1987,2.2620637
Lebanon,LBN,1988,2.12477
Lebanon,LBN,1989,2.1899683
Lebanon,LBN,1990,2.189438
Lebanon,LBN,1991,2.2131822
Lebanon,LBN,1992,2.5970223
Lebanon,LBN,1993,2.71156
Lebanon,LBN,1994,2.8576107
Lebanon,LBN,1995,3.0949113
Lebanon,LBN,1996,3.1611278
Lebanon,LBN,1997,3.675831
Lebanon,LBN,1998,3.8974226
Lebanon,LBN,1999,3.8657835
Lebanon,LBN,2000,3.579615
Lebanon,LBN,2001,3.7379484
Lebanon,LBN,2002,3.653019
Lebanon,LBN,2003,4.113168
Lebanon,LBN,2004,3.761567
Lebanon,LBN,2005,3.5860443
Lebanon,LBN,2006,3.1340616
Lebanon,LBN,2007,2.8580472
Lebanon,LBN,2008,3.5636551
Lebanon,LBN,2009,4.232877
Lebanon,LBN,2010,4.002682
Lebanon,LBN,2011,4.016627
Lebanon,LBN,2012,4.312587
Lebanon,LBN,2013,3.9027882
Lebanon,LBN,2014,3.82383
Lebanon,LBN,2015,4.0216894
Lebanon,LBN,2016,4.227318
Lebanon,LBN,2017,4.55805
Lebanon,LBN,2018,4.403218
Lebanon,LBN,2019,4.5660133
Lebanon,LBN,2020,4.321998
Lebanon,LBN,2021,4.462823
Lesotho,LSO,1990,0.8187464
Lesotho,LSO,1991,0.83513284
Lesotho,LSO,1992,0.85364497
Lesotho,LSO,1993,0.8666964
Lesotho,LSO,1994,0.87637705
Lesotho,LSO,1995,0.88280714
Lesotho,LSO,1996,0.88830966
Lesotho,LSO,1997,0.89715236
Lesotho,LSO,1998,0.9078574
Lesotho,LSO,1999,0.9149679
Lesotho,LSO,2000,0.92579323
Lesotho,LSO,2001,0.9382289
Lesotho,LSO,2002,0.9538146
Lesotho,LSO,2003,0.96883845
Lesotho,LSO,2004,0.99840736
Lesotho,LSO,2005,1.0172486
Lesotho,LSO,2006,1.0305531
Lesotho,LSO,2007,1.045553
Lesotho,LSO,2008,1.0652145
Lesotho,LSO,2009,1.103297
Lesotho,LSO,2010,1.1248754
Lesotho,LSO,2011,1.5032259
Lesotho,LSO,2012,1.505029
Lesotho,LSO,2013,1.1253744
Lesotho,LSO,2014,1.1803837
Lesotho,LSO,2015,1.0584537
Lesotho,LSO,2016,1.0322686
Lesotho,LSO,2017,1.1579648
Lesotho,LSO,2018,1.0785148
Lesotho,LSO,2019,1.073333
Lesotho,LSO,2020,0.9706939
Lesotho,LSO,2021,1.0003072
Liberia,LBR,1950,0.05200511
Liberia,LBR,1951,0.047107983
Liberia,LBR,1952,0.05773758
Liberia,LBR,1953,0.06035169
Liberia,LBR,1954,0.103423946
Liberia,LBR,1955,0.057826344
Liberia,LBR,1956,0.04594548
Liberia,LBR,1957,0.07945646
Liberia,LBR,1958,0.14859329
Liberia,LBR,1959,0.12870927
Liberia,LBR,1960,0.14500937
Liberia,LBR,1961,0.13838188
Liberia,LBR,1962,0.21172254
Liberia,LBR,1963,0.2903257
Liberia,LBR,1964,0.38531366
Liberia,LBR,1965,0.43262425
Liberia,LBR,1966,0.46343812
Liberia,LBR,1967,0.45181328
Liberia,LBR,1968,0.635369
Liberia,LBR,1969,0.89145285
Liberia,LBR,1970,0.99112856
Liberia,LBR,1971,1.0147842
Liberia,LBR,1972,0.9769929
Liberia,LBR,1973,0.9350471
Liberia,LBR,1974,1.0586834
Liberia,LBR,1975,0.88749164
Liberia,LBR,1976,0.8586629
Liberia,LBR,1977,0.83217454
Liberia,LBR,1978,0.82551354
Liberia,LBR,1979,1.035362
Liberia,LBR,1980,1.0545417
Liberia,LBR,1981,0.9724822
Liberia,LBR,1982,0.29175898
Liberia,LBR,1983,0.33497745
Liberia,LBR,1984,0.31985635
Liberia,LBR,1985,0.31971848
Liberia,LBR,1986,0.31349513
Liberia,LBR,1987,0.31969514
Liberia,LBR,1988,0.33168104
Liberia,LBR,1989,0.26303753
Liberia,LBR,1990,0.21139348
Liberia,LBR,1991,0.19125184
Liberia,LBR,1992,0.18902259
Liberia,LBR,1993,0.19909686
Liberia,LBR,1994,0.19884415
Liberia,LBR,1995,0.19762476
Liberia,LBR,1996,0.19727546
Liberia,LBR,1997,0.19028851
Liberia,LBR,1998,0.18340181
Liberia,LBR,1999,0.14008214
Liberia,LBR,2000,0.14279526
Liberia,LBR,2001,0.14859734
Liberia,LBR,2002,0.14115748
Liberia,LBR,2003,0.15050144
Liberia,LBR,2004,0.17501396
Liberia,LBR,2005,0.19917546
Liberia,LBR,2006,0.19469063
Liberia,LBR,2007,0.17207937
Liberia,LBR,2008,0.14027779
Liberia,LBR,2009,0.12053241
Liberia,LBR,2010,0.18828554
Liberia,LBR,2011,0.20282754
Liberia,LBR,2012,0.22223055
Liberia,LBR,2013,0.19747052
Liberia,LBR,2014,0.26283562
Liberia,LBR,2015,0.26089266
Liberia,LBR,2016,0.28766924
Liberia,LBR,2017,0.2560038
Liberia,LBR,2018,0.2212218
Liberia,LBR,2019,0.22192731
Liberia,LBR,2020,0.22159466
Liberia,LBR,2021,0.23014884
Libya,LBY,1950,0.1263806
Libya,LBY,1951,0.14747679
Libya,LBY,1952,0.14241885
Libya,LBY,1953,0.21188773
Libya,LBY,1954,0.25082043
Libya,LBY,1955,0.3497504
Libya,LBY,1956,0.26191488
Libya,LBY,1957,0.24038154
Libya,LBY,1958,0.26334748
Libya,LBY,1959,0.31343165
Libya,LBY,1960,0.48528644
Libya,LBY,1961,0.80774486
Libya,LBY,1962,0.68260205
Libya,LBY,1963,0.91670823
Libya,LBY,1964,0.4014166
Libya,LBY,1965,0.59699047
Libya,LBY,1966,1.5099647
Libya,LBY,1967,10.397169
Libya,LBY,1968,16.551811
Libya,LBY,1969,19.068981
Libya,LBY,1970,16.92094
Libya,LBY,1971,11.044277
Libya,LBY,1972,7.5615997
Libya,LBY,1973,6.9928937
Libya,LBY,1974,4.284366
Libya,LBY,1975,5.047632
Libya,LBY,1976,7.410788
Libya,LBY,1977,7.9464045
Libya,LBY,1978,7.9052353
Libya,LBY,1979,9.203801
Libya,LBY,1980,9.039166
Libya,LBY,1981,9.212014
Libya,LBY,1982,9.360119
Libya,LBY,1983,8.805369
Libya,LBY,1984,7.932615
Libya,LBY,1985,8.414631
Libya,LBY,1986,8.919597
Libya,LBY,1987,8.269089
Libya,LBY,1988,8.991581
Libya,LBY,1989,8.975328
Libya,LBY,1990,8.617864
Libya,LBY,1991,9.815765
Libya,LBY,1992,8.329778
Libya,LBY,1993,8.516736
Libya,LBY,1994,9.426781
Libya,LBY,1995,9.653353
Libya,LBY,1996,9.23521
Libya,LBY,1997,9.282535
Libya,LBY,1998,9.196529
Libya,LBY,1999,8.907577
Libya,LBY,2000,9.217616
Libya,LBY,2001,9.185638
Libya,LBY,2002,8.914572
Libya,LBY,2003,8.925975
Libya,LBY,2004,8.901691
Libya,LBY,2005,9.761676
Libya,LBY,2006,8.915525
Libya,LBY,2007,8.1968155
Libya,LBY,2008,8.604275
Libya,LBY,2009,8.352162
Libya,LBY,2010,9.3427105
Libya,LBY,2011,7.95271
Libya,LBY,2012,9.417357
Libya,LBY,2013,7.260939
Libya,LBY,2014,9.938411
Libya,LBY,2015,8.809524
Libya,LBY,2016,8.221544
Libya,LBY,2017,8.377983
Libya,LBY,2018,8.338614
Libya,LBY,2019,10.540814
Libya,LBY,2020,8.801566
Libya,LBY,2021,11.064882
Liechtenstein,LIE,1990,6.911355
Liechtenstein,LIE,1991,7.067998
Liechtenstein,LIE,1992,6.989901
Liechtenstein,LIE,1993,7.159209
Liechtenstein,LIE,1994,6.6007285
Liechtenstein,LIE,1995,6.606341
Liechtenstein,LIE,1996,6.567393
Liechtenstein,LIE,1997,6.86825
Liechtenstein,LIE,1998,7.1170135
Liechtenstein,LIE,1999,6.941573
Liechtenstein,LIE,2000,6.560779
Liechtenstein,LIE,2001,6.4268904
Liechtenstein,LIE,2002,6.5252385
Liechtenstein,LIE,2003,6.741175
Liechtenstein,LIE,2004,6.6827188
Liechtenstein,LIE,2005,6.612932
Liechtenstein,LIE,2006,6.619723
Liechtenstein,LIE,2007,5.7076178
Liechtenstein,LIE,2008,6.1972055
Liechtenstein,LIE,2009,5.752962
Liechtenstein,LIE,2010,5.3085012
Liechtenstein,LIE,2011,4.8817277
Liechtenstein,LIE,2012,5.073783
Liechtenstein,LIE,2013,5.2270875
Liechtenstein,LIE,2014,4.3442616
Liechtenstein,LIE,2015,4.2745466
Liechtenstein,LIE,2016,3.9818761
Liechtenstein,LIE,2017,4.108266
Liechtenstein,LIE,2018,3.7416568
Liechtenstein,LIE,2019,3.8708053
Liechtenstein,LIE,2020,3.661295
Liechtenstein,LIE,2021,3.8647652
Lithuania,LTU,1830,0.00021177702
Lithuania,LTU,1831,0.0002502128
Lithuania,LTU,1832,0.00016473809
Lithuania,LTU,1833,0.00020265832
Lithuania,LTU,1850,0.0009773078
Lithuania,LTU,1855,0.002754789
Lithuania,LTU,1858,0.0037009758
Lithuania,LTU,1859,0.003867861
Lithuania,LTU,1860,0.00503689
Lithuania,LTU,1861,0.0063045956
Lithuania,LTU,1862,0.0056047393
Lithuania,LTU,1863,0.005783114
Lithuania,LTU,1864,0.0063918405
Lithuania,LTU,1865,0.006020006
Lithuania,LTU,1866,0.018744519
Lithuania,LTU,1867,0.02119723
Lithuania,LTU,1868,0.017378228
Lithuania,LTU,1869,0.023230148
Lithuania,LTU,1870,0.024841655
Lithuania,LTU,1871,0.033048064
Lithuania,LTU,1872,0.033432487
Lithuania,LTU,1873,0.030920506
Lithuania,LTU,1874,0.03698419
Lithuania,LTU,1875,0.041946616
Lithuania,LTU,1876,0.051318053
Lithuania,LTU,1877,0.051607724
Lithuania,LTU,1878,0.066461556
Lithuania,LTU,1879,0.06720011
Lithuania,LTU,1880,0.07768172
Lithuania,LTU,1881,0.08062615
Lithuania,LTU,1882,0.08368443
Lithuania,LTU,1883,0.093857646
Lithuania,LTU,1884,0.09390254
Lithuania,LTU,1885,0.10078798
Lithuania,LTU,1886,0.10186128
Lithuania,LTU,1887,0.106212825
Lithuania,LTU,1888,0.10917105
Lithuania,LTU,1889,0.11617912
Lithuania,LTU,1890,0.12964913
Lithuania,LTU,1891,0.14066523
Lithuania,LTU,1892,0.14672324
Lithuania,LTU,1893,0.16946563
Lithuania,LTU,1894,0.17007937
Lithuania,LTU,1895,0.19257295
Lithuania,LTU,1896,0.1931768
Lithuania,LTU,1897,0.22009172
Lithuania,LTU,1898,0.2432371
Lithuania,LTU,1899,0.2780561
Lithuania,LTU,1900,0.31038532
Lithuania,LTU,1901,0.3140026
Lithuania,LTU,1902,0.29884905
Lithuania,LTU,1903,0.28806353
Lithuania,LTU,1904,0.31581575
Lithuania,LTU,1905,0.27778953
Lithuania,LTU,1906,0.31222576
Lithuania,LTU,1907,0.34461573
Lithuania,LTU,1908,0.34166765
Lithuania,LTU,1909,0.35840562
Lithuania,LTU,1910,0.35213566
Lithuania,LTU,1911,0.36873284
Lithuania,LTU,1912,0.42535478
Lithuania,LTU,1913,0.47461444
Lithuania,LTU,1914,0.43997866
Lithuania,LTU,1915,0.41480458
Lithuania,LTU,1916,0.4541124
Lithuania,LTU,1917,0.42927718
Lithuania,LTU,1918,0.17585203
Lithuania,LTU,1919,0.15325058
Lithuania,LTU,1920,0.14158261
Lithuania,LTU,1921,0.15445209
Lithuania,LTU,1922,0.1881267
Lithuania,LTU,1923,0.20610458
Lithuania,LTU,1924,0.24353468
Lithuania,LTU,1925,0.23838787
Lithuania,LTU,1926,0.34255964
Lithuania,LTU,1927,0.42239076
Lithuania,LTU,1928,0.46137294
Lithuania,LTU,1929,0.49383023
Lithuania,LTU,1930,0.6706111
Lithuania,LTU,1931,0.8029951
Lithuania,LTU,1932,0.9012405
Lithuania,LTU,1933,1.0070646
Lithuania,LTU,1934,1.2161033
Lithuania,LTU,1935,1.3736396
Lithuania,LTU,1936,1.5715425
Lithuania,LTU,1937,1.6071099
Lithuania,LTU,1938,1.6950259
Lithuania,LTU,1939,1.7131933
Lithuania,LTU,1940,2.0485022
Lithuania,LTU,1941,1.7952983
Lithuania,LTU,1942,0.9788514
Lithuania,LTU,1943,1.0170484
Lithuania,LTU,1944,1.4683586
Lithuania,LTU,1945,1.5419389
Lithuania,LTU,1946,1.7211676
Lithuania,LTU,1947,2.0614076
Lithuania,LTU,1948,2.1804428
Lithuania,LTU,1949,2.4651415
Lithuania,LTU,1950,2.7277205
Lithuania,LTU,1951,2.9256992
Lithuania,LTU,1952,3.102165
Lithuania,LTU,1953,3.248196
Lithuania,LTU,1954,3.5079923
Lithuania,LTU,1955,3.93471
Lithuania,LTU,1956,4.2695208
Lithuania,LTU,1957,4.616505
Lithuania,LTU,1958,4.865606
Lithuania,LTU,1959,5.0473876
Lithuania,LTU,1960,5.183731
Lithuania,LTU,1961,5.276139
Lithuania,LTU,1962,5.4747005
Lithuania,LTU,1963,5.8091674
Lithuania,LTU,1964,6.1119227
Lithuania,LTU,1965,6.4149523
Lithuania,LTU,1966,6.707218
Lithuania,LTU,1967,6.950681
Lithuania,LTU,1968,7.0821443
Lithuania,LTU,1969,7.3083014
Lithuania,LTU,1970,7.6127863
Lithuania,LTU,1971,8.010785
Lithuania,LTU,1972,8.360461
Lithuania,LTU,1973,8.649797
Lithuania,LTU,1974,8.915235
Lithuania,LTU,1975,9.300954
Lithuania,LTU,1976,9.577292
Lithuania,LTU,1977,9.8215885
Lithuania,LTU,1978,10.08076
Lithuania,LTU,1979,10.07772
Lithuania,LTU,1980,10.388034
Lithuania,LTU,1981,10.127121
Lithuania,LTU,1982,10.233826
Lithuania,LTU,1983,10.299133
Lithuania,LTU,1984,10.309028
Lithuania,LTU,1985,11.019216
Lithuania,LTU,1986,9.730685
Lithuania,LTU,1987,9.657605
Lithuania,LTU,1988,9.703125
Lithuania,LTU,1989,9.750455
Lithuania,LTU,1990,9.44774
Lithuania,LTU,1991,9.9777775
Lithuania,LTU,1992,5.5855803
Lithuania,LTU,1993,4.3166447
Lithuania,LTU,1994,4.1907725
Lithuania,LTU,1995,4.0273476
Lithuania,LTU,1996,4.2378683
Lithuania,LTU,1997,4.1127934
Lithuania,LTU,1998,4.373351
Lithuania,LTU,1999,3.7102818
Lithuania,LTU,2000,3.299331
Lithuania,LTU,2001,3.5467865
Lithuania,LTU,2002,3.6120267
Lithuania,LTU,2003,3.6581442
Lithuania,LTU,2004,3.8822336
Lithuania,LTU,2005,4.184753
Lithuania,LTU,2006,4.343772
Lithuania,LTU,2007,4.8355875
Lithuania,LTU,2008,4.7153907
Lithuania,LTU,2009,4.101024
Lithuania,LTU,2010,4.4429817
Lithuania,LTU,2011,4.610886
Lithuania,LTU,2012,4.684262
Lithuania,LTU,2013,4.410545
Lithuania,LTU,2014,4.376761
Lithuania,LTU,2015,4.494177
Lithuania,LTU,2016,4.551006
Lithuania,LTU,2017,4.672769
Lithuania,LTU,2018,4.7603407
Lithuania,LTU,2019,4.886943
Lithuania,LTU,2020,4.8410826
Lithuania,LTU,2021,4.981188
Low-income countries,,1750,0
Low-income countries,,1760,0
Low-income countries,,1770,0
Low-income countries,,1780,0
Low-income countries,,1790,0
Low-income countries,,1800,0
Low-income countries,,1801,0
Low-income countries,,1802,0
Low-income countries,,1803,0
Low-income countries,,1804,0
Low-income countries,,1805,0
Low-income countries,,1806,0
Low-income countries,,1807,0
Low-income countries,,1808,0
Low-income countries,,1809,0
Low-income countries,,1810,0
Low-income countries,,1811,0
Low-income countries,,1812,0
Low-income countries,,1813,0
Low-income countries,,1814,0
Low-income countries,,1815,0
Low-income countries,,1816,0
Low-income countries,,1817,0
Low-income countries,,1818,0
Low-income countries,,1819,0
Low-income countries,,1820,0
Low-income countries,,1821,0
Low-income countries,,1822,0
Low-income countries,,1823,0
Low-income countries,,1824,0
Low-income countries,,1825,0
Low-income countries,,1826,0
Low-income countries,,1827,0
Low-income countries,,1828,0
Low-income countries,,1829,0
Low-income countries,,1830,0
Low-income countries,,1831,0
Low-income countries,,1832,0
Low-income countries,,1833,0
Low-income countries,,1834,0
Low-income countries,,1835,0
Low-income countries,,1836,0
Low-income countries,,1837,0
Low-income countries,,1838,0
Low-income countries,,1839,0
Low-income countries,,1840,0
Low-income countries,,1841,0
Low-income countries,,1842,0
Low-income countries,,1843,0
Low-income countries,,1844,0
Low-income countries,,1845,0
Low-income countries,,1846,0
Low-income countries,,1847,0
Low-income countries,,1848,0
Low-income countries,,1849,0
Low-income countries,,1850,0
Low-income countries,,1851,0
Low-income countries,,1852,0
Low-income countries,,1853,0
Low-income countries,,1854,0
Low-income countries,,1855,0
Low-income countries,,1856,0
Low-income countries,,1857,0
Low-income countries,,1858,0
Low-income countries,,1859,0
Low-income countries,,1860,0
Low-income countries,,1861,0
Low-income countries,,1862,0
Low-income countries,,1863,0
Low-income countries,,1864,0
Low-income countries,,1865,0
Low-income countries,,1866,0
Low-income countries,,1867,0
Low-income countries,,1868,0
Low-income countries,,1869,0
Low-income countries,,1870,0
Low-income countries,,1871,0
Low-income countries,,1872,0
Low-income countries,,1873,0
Low-income countries,,1874,0
Low-income countries,,1875,0
Low-income countries,,1876,0
Low-income countries,,1877,0
Low-income countries,,1878,0
Low-income countries,,1879,0
Low-income countries,,1880,0
Low-income countries,,1881,0
Low-income countries,,1882,0
Low-income countries,,1883,0
Low-income countries,,1884,0
Low-income countries,,1885,0
Low-income countries,,1886,0
Low-income countries,,1887,0
Low-income countries,,1888,0
Low-income countries,,1889,0
Low-income countries,,1890,0
Low-income countries,,1891,0
Low-income countries,,1892,0
Low-income countries,,1893,0
Low-income countries,,1894,0
Low-income countries,,1895,0
Low-income countries,,1896,0
Low-income countries,,1897,0
Low-income countries,,1898,0
Low-income countries,,1899,0
Low-income countries,,1900,0
Low-income countries,,1901,0
Low-income countries,,1902,0
Low-income countries,,1903,0
Low-income countries,,1904,0
Low-income countries,,1905,0.0001693662
Low-income countries,,1906,0
Low-income countries,,1907,0
Low-income countries,,1908,0
Low-income countries,,1909,0.0018134011
Low-income countries,,1910,0.0022697418
Low-income countries,,1911,0.0026774164
Low-income countries,,1912,0.003326175
Low-income countries,,1913,0.003837051
Low-income countries,,1914,0.005443143
Low-income countries,,1915,0.006736047
Low-income countries,,1916,0.005549848
Low-income countries,,1917,0
Low-income countries,,1918,0.0053643384
Low-income countries,,1919,0.006295833
Low-income countries,,1920,0.008154148
Low-income countries,,1921,0.008763265
Low-income countries,,1922,0.00972488
Low-income countries,,1923,0.012303517
Low-income countries,,1924,0.0133947525
Low-income countries,,1925,0.019389292
Low-income countries,,1926,0.021304639
Low-income countries,,1927,0.022274312
Low-income countries,,1928,0.025389438
Low-income countries,,1929,0.02862237
Low-income countries,,1930,0.027878046
Low-income countries,,1931,0.027623175
Low-income countries,,1932,0.030327855
Low-income countries,,1933,0.034665894
Low-income countries,,1934,0.045732655
Low-income countries,,1935,0.05307412
Low-income countries,,1936,0.06176282
Low-income countries,,1937,0.06640516
Low-income countries,,1938,0.08728717
Low-income countries,,1939,0.11215775
Low-income countries,,1940,0.14157976
Low-income countries,,1941,0.15615104
Low-income countries,,1942,0.17062233
Low-income countries,,1943,0.1641283
Low-income countries,,1944,0.1704056
Low-income countries,,1945,0.002829555
Low-income countries,,1946,0.004145242
Low-income countries,,1947,0.00431829
Low-income countries,,1948,0.016258897
Low-income countries,,1949,0.020466415
Low-income countries,,1950,0.06519318
Low-income countries,,1951,0.07088591
Low-income countries,,1952,0.079032175
Low-income countries,,1953,0.09019302
Low-income countries,,1954,0.1565493
Low-income countries,,1955,0.17965448
Low-income countries,,1956,0.19296485
Low-income countries,,1957,0.22018822
Low-income countries,,1958,0.2370431
Low-income countries,,1959,0.27404976
Low-income countries,,1960,0.31248513
Low-income countries,,1961,0.31589517
Low-income countries,,1962,0.344086
Low-income countries,,1963,0.34782618
Low-income countries,,1964,0.36968648
Low-income countries,,1965,0.42595696
Low-income countries,,1966,0.4436942
Low-income countries,,1967,0.47019315
Low-income countries,,1968,0.57236946
Low-income countries,,1969,0.5670694
Low-income countries,,1970,0.59054875
Low-income countries,,1971,0.7746392
Low-income countries,,1972,0.65299594
Low-income countries,,1973,0.68873966
Low-income countries,,1974,0.700041
Low-income countries,,1975,0.7098207
Low-income countries,,1976,0.70909965
Low-income countries,,1977,0.7174033
Low-income countries,,1978,0.6765149
Low-income countries,,1979,0.70979726
Low-income countries,,1980,0.7059702
Low-income countries,,1981,0.71557456
Low-income countries,,1982,0.7013451
Low-income countries,,1983,0.736263
Low-income countries,,1984,0.7710476
Low-income countries,,1985,0.7833877
Low-income countries,,1986,0.81505436
Low-income countries,,1987,0.8808805
Low-income countries,,1988,0.9539251
Low-income countries,,1989,0.95204014
Low-income countries,,1990,0.6347168
Low-income countries,,1991,0.6115328
Low-income countries,,1992,0.546379
Low-income countries,,1993,0.50571465
Low-income countries,,1994,0.47206175
Low-income countries,,1995,0.4356788
Low-income countries,,1996,0.40225098
Low-income countries,,1997,0.39830163
Low-income countries,,1998,0.38794476
Low-income countries,,1999,0.4012108
Low-income countries,,2000,0.40323895
Low-income countries,,2001,0.401175
Low-income countries,,2002,0.36398646
Low-income countries,,2003,0.40370107
Low-income countries,,2004,0.39922395
Low-income countries,,2005,0.39783072
Low-income countries,,2006,0.40256318
Low-income countries,,2007,0.40020964
Low-income countries,,2008,0.41466126
Low-income countries,,2009,0.37436345
Low-income countries,,2010,0.36301237
Low-income countries,,2011,0.3301416
Low-income countries,,2012,0.30997178
Low-income countries,,2013,0.28157312
Low-income countries,,2014,0.29146656
Low-income countries,,2015,0.25732973
Low-income countries,,2016,0.25668988
Low-income countries,,2017,0.3038093
Low-income countries,,2018,0.28930083
Low-income countries,,2019,0.29847136
Low-income countries,,2020,0.284437
Low-income countries,,2021,0.2874454
Lower-middle-income countries,,1750,0
Lower-middle-income countries,,1760,0
Lower-middle-income countries,,1770,0
Lower-middle-income countries,,1780,0
Lower-middle-income countries,,1790,0
Lower-middle-income countries,,1800,0
Lower-middle-income countries,,1801,0
Lower-middle-income countries,,1802,0
Lower-middle-income countries,,1803,0
Lower-middle-income countries,,1804,0
Lower-middle-income countries,,1805,0
Lower-middle-income countries,,1806,0
Lower-middle-income countries,,1807,0
Lower-middle-income countries,,1808,0
Lower-middle-income countries,,1809,0
Lower-middle-income countries,,1810,0
Lower-middle-income countries,,1811,0
Lower-middle-income countries,,1812,0
Lower-middle-income countries,,1813,0
Lower-middle-income countries,,1814,0
Lower-middle-income countries,,1815,0
Lower-middle-income countries,,1816,0
Lower-middle-income countries,,1817,0
Lower-middle-income countries,,1818,0
Lower-middle-income countries,,1819,0
Lower-middle-income countries,,1820,0
Lower-middle-income countries,,1821,0
Lower-middle-income countries,,1822,0
Lower-middle-income countries,,1823,0
Lower-middle-income countries,,1824,0
Lower-middle-income countries,,1825,0
Lower-middle-income countries,,1826,0
Lower-middle-income countries,,1827,0
Lower-middle-income countries,,1828,0
Lower-middle-income countries,,1829,0
Lower-middle-income countries,,1830,0.000011642598
Lower-middle-income countries,,1831,0.0000139069225
Lower-middle-income countries,,1832,0.000009227289
Lower-middle-income countries,,1833,0.000011481075
Lower-middle-income countries,,1834,0
Lower-middle-income countries,,1835,0
Lower-middle-income countries,,1836,0
Lower-middle-income countries,,1837,0
Lower-middle-income countries,,1838,0
Lower-middle-income countries,,1839,0
Lower-middle-income countries,,1840,0
Lower-middle-income countries,,1841,0
Lower-middle-income countries,,1842,0
Lower-middle-income countries,,1843,0
Lower-middle-income countries,,1844,0
Lower-middle-income countries,,1845,0
Lower-middle-income countries,,1846,0
Lower-middle-income countries,,1847,0
Lower-middle-income countries,,1848,0
Lower-middle-income countries,,1849,0
Lower-middle-income countries,,1850,0.00006545751
Lower-middle-income countries,,1851,0
Lower-middle-income countries,,1852,0
Lower-middle-income countries,,1853,0
Lower-middle-income countries,,1854,0
Lower-middle-income countries,,1855,0.00019394694
Lower-middle-income countries,,1856,0
Lower-middle-income countries,,1857,0
Lower-middle-income countries,,1858,0.0012252799
Lower-middle-income countries,,1859,0.001819714
Lower-middle-income countries,,1860,0.0019174564
Lower-middle-income countries,,1861,0.0016595564
Lower-middle-income countries,,1862,0.0017313685
