Entity,Code,Year,Average annual working hours per worker
Italy,ITA,1985,1859.1587
Italy,ITA,1986,1867.5593
Italy,ITA,1987,1886.6825
Italy,ITA,1988,1890.4023
Italy,ITA,1989,1874.5634
Italy,ITA,1990,1863.8346
Italy,ITA,1991,1856.8695
Italy,ITA,1992,1860.0026
Italy,ITA,1993,1859.8804
Italy,ITA,1994,1853.8326
Italy,ITA,1995,1856.0868
Italy,ITA,1996,1866.1272
Italy,ITA,1997,1860.113
Italy,ITA,1998,1873.7856
Italy,ITA,1999,1870.3572
Italy,ITA,2000,1850.8062
Italy,ITA,2001,1837.7606
Italy,ITA,2002,1826.5938
Italy,ITA,2003,1815.7974
Italy,ITA,2004,1815.3416
Italy,ITA,2005,1812.0552
Italy,ITA,2006,1812.5823
Italy,ITA,2007,1818.1526
Italy,ITA,2008,1807.0319
Italy,ITA,2009,1775.6611
Italy,ITA,2010,1777.2737
Italy,ITA,2011,1773.2565
Italy,ITA,2012,1734.1747
Italy,ITA,2013,1719.5074
Italy,ITA,2014,1717.1372
Italy,ITA,2015,1717.9958
Italy,ITA,2016,1724.4153
Italy,ITA,2017,1722.6113
Jamaica,JAM,1986,1864.8246
Jamaica,JAM,1987,1893.6748
Jamaica,JAM,1988,1914.9969
Jamaica,JAM,1989,1972.9108
Jamaica,JAM,1990,1938.2228
Jamaica,JAM,1991,1947.975
Jamaica,JAM,1992,1963.4525
Jamaica,JAM,1993,1951.1327
Jamaica,JAM,1994,1958.8782
Jamaica,JAM,1995,1948.525
Jamaica,JAM,1996,1969.2648
Jamaica,JAM,1997,1963.9474
Jamaica,JAM,1998,1999.2107
Jamaica,JAM,1999,1983.4503
Jamaica,JAM,2000,1963.4492
Jamaica,JAM,2001,1970.6368
Jamaica,JAM,2002,1965.5664
Japan,JPN,1950,2030.4137
Japan,JPN,1951,2012.9907
Japan,JPN,1952,1995.7172
Japan,JPN,1953,1978.5918
Japan,JPN,1954,2008.9454
Japan,JPN,1955,2034.5164
Japan,JPN,1956,2084.9668
Japan,JPN,1957,2108.0427
Japan,JPN,1958,2133.1448
Japan,JPN,1959,2156.2446
Japan,JPN,1960,2172.8989
Japan,JPN,1961,2175.3137
Japan,JPN,1962,2152.7
Japan,JPN,1963,2146.3276
Japan,JPN,1964,2153.5291
Japan,JPN,1965,2135.1223
Japan,JPN,1966,2142.9473
Japan,JPN,1967,2156.571
Japan,JPN,1968,2160.3401
Japan,JPN,1969,2147.0117
Japan,JPN,1970,2137.2173
Japan,JPN,1971,2129.2954
Japan,JPN,1972,2131.6648
Japan,JPN,1973,2117.5442
Japan,JPN,1974,2058.7163
Japan,JPN,1975,2030.2618
Japan,JPN,1976,2057.5
Japan,JPN,1977,2064.0063
Japan,JPN,1978,2067.9878
Japan,JPN,1979,2072.7031
Japan,JPN,1980,2073.9438
Japan,JPN,1981,2068.8276
Japan,JPN,1982,2068.6187
Japan,JPN,1983,2074.8601
Japan,JPN,1984,2089.2798
Japan,JPN,1985,2076.7673
Japan,JPN,1986,2078.4951
Japan,JPN,1987,2083.9683
Japan,JPN,1988,2080.4377
Japan,JPN,1989,2061.3616
Japan,JPN,1990,2028.4187
Japan,JPN,1991,2010.7419
Japan,JPN,1992,1962.1306
Japan,JPN,1993,1926.7769
Japan,JPN,1994,1909.1
Japan,JPN,1995,1911.6
Japan,JPN,1996,1914.8
Japan,JPN,1997,1887.1
Japan,JPN,1998,1866.5
Japan,JPN,1999,1850.9
Japan,JPN,2000,1858.5
Japan,JPN,2001,1843.1
Japan,JPN,2002,1830.6
Japan,JPN,2003,1834.2
Japan,JPN,2004,1841.5
Japan,JPN,2005,1827.8
Japan,JPN,2006,1836
Japan,JPN,2007,1826.5
Japan,JPN,2008,1807.3
Japan,JPN,2009,1757.2
Japan,JPN,2010,1777.8
Japan,JPN,2011,1772.7
Japan,JPN,2012,1782.9
Japan,JPN,2013,1761.5
Japan,JPN,2014,1756.5
Japan,JPN,2015,1750.9
Japan,JPN,2016,1742
Japan,JPN,2017,1738.3633
Latvia,LVA,1995,1975.9082
Latvia,LVA,1996,1975.8959
Latvia,LVA,1997,1975.9169
Latvia,LVA,1998,1975.9045
Latvia,LVA,1999,1975.9008
Latvia,LVA,2000,1975.7949
Latvia,LVA,2001,1987.1439
Latvia,LVA,2002,1937.8738
Latvia,LVA,2003,1927.734
Latvia,LVA,2004,1878.3942
Latvia,LVA,2005,1905.5121
Latvia,LVA,2006,1906.8286
Latvia,LVA,2007,1878.2091
Latvia,LVA,2008,2002.2491
Latvia,LVA,2009,1952.2241
Latvia,LVA,2010,1935.1354
Latvia,LVA,2011,1951.8978
Latvia,LVA,2012,1934.2838
Latvia,LVA,2013,1927.7461
Latvia,LVA,2014,1938.4757
Latvia,LVA,2015,1901.7413
Latvia,LVA,2016,1902.4856
Latvia,LVA,2017,1874.5979
Lithuania,LTU,1995,1729.3558
Lithuania,LTU,1996,1727.0402
Lithuania,LTU,1997,1732.694
Lithuania,LTU,1998,1779.5939
Lithuania,LTU,1999,1726.0139
Lithuania,LTU,2000,1846.2274
Lithuania,LTU,2001,1831.2194
Lithuania,LTU,2002,1802.1711
Lithuania,LTU,2003,1785.8864
Lithuania,LTU,2004,1878.5562
Lithuania,LTU,2005,1878.9719
Lithuania,LTU,2006,1874.2102
Lithuania,LTU,2007,1903.7567
Lithuania,LTU,2008,1933.5715
Lithuania,LTU,2009,1862.9437
Lithuania,LTU,2010,1884.2866
Lithuania,LTU,2011,1858.8728
Lithuania,LTU,2012,1857.2939
Lithuania,LTU,2013,1841.2473
Lithuania,LTU,2014,1833.5299
Lithuania,LTU,2015,1859.4974
Lithuania,LTU,2016,1885.0089
Lithuania,LTU,2017,1844.0171
Luxembourg,LUX,1970,1845.8361
Luxembourg,LUX,1971,1842.3248
Luxembourg,LUX,1972,1821.7426
Luxembourg,LUX,1973,1792.4818
Luxembourg,LUX,1974,1768.983
Luxembourg,LUX,1975,1741.355
Luxembourg,LUX,1976,1757.8225
Luxembourg,LUX,1977,1732.7194
Luxembourg,LUX,1978,1715.1189
Luxembourg,LUX,1979,1698.5089
Luxembourg,LUX,1980,1682.3013
Luxembourg,LUX,1981,1658.0519
Luxembourg,LUX,1982,1640.4119
Luxembourg,LUX,1983,1634.7815
Luxembourg,LUX,1984,1621.1965
Luxembourg,LUX,1985,1634.8575
Luxembourg,LUX,1986,1626.6595
Luxembourg,LUX,1987,1624.8335
Luxembourg,LUX,1988,1644.8755
Luxembourg,LUX,1989,1633.9436
Luxembourg,LUX,1990,1633.9415
Luxembourg,LUX,1991,1616.6366
Luxembourg,LUX,1992,1595.6875
Luxembourg,LUX,1993,1602.0656
Luxembourg,LUX,1994,1581.1226
Luxembourg,LUX,1995,1592.6145
Luxembourg,LUX,1996,1599.5625
Luxembourg,LUX,1997,1598.037
Luxembourg,LUX,1998,1593.3136
Luxembourg,LUX,1999,1591.7571
Luxembourg,LUX,2000,1602.2155
Luxembourg,LUX,2001,1585.72
Luxembourg,LUX,2002,1580.6825
Luxembourg,LUX,2003,1578.9333
Luxembourg,LUX,2004,1577.8783
Luxembourg,LUX,2005,1549.8424
Luxembourg,LUX,2006,1552.2755
Luxembourg,LUX,2007,1566.2959
Luxembourg,LUX,2008,1566.969
Luxembourg,LUX,2009,1516.4703
Luxembourg,LUX,2010,1516.4979
Luxembourg,LUX,2011,1515.0692
Luxembourg,LUX,2012,1508.0867
Luxembourg,LUX,2013,1502.6809
Luxembourg,LUX,2014,1508.2611
Luxembourg,LUX,2015,1521.0288
Luxembourg,LUX,2016,1519.5106
Luxembourg,LUX,2017,1518.8575
Malaysia,MYS,1970,2258.9963
Malaysia,MYS,1971,2260.5723
Malaysia,MYS,1972,2262.1729
Malaysia,MYS,1973,2263.8052
Malaysia,MYS,1974,2265.4771
Malaysia,MYS,1975,2267.1948
Malaysia,MYS,1976,2269.095
Malaysia,MYS,1977,2270.9912
Malaysia,MYS,1978,2272.8708
Malaysia,MYS,1979,2274.7268
Malaysia,MYS,1980,2276.562
Malaysia,MYS,1981,2277.6987
Malaysia,MYS,1982,2278.4895
Malaysia,MYS,1983,2277.4053
Malaysia,MYS,1984,2283.334
Malaysia,MYS,1985,2279.4492
Malaysia,MYS,1986,2272.2869
Malaysia,MYS,1987,2273.1543
Malaysia,MYS,1988,2271.488
Malaysia,MYS,1989,2279.645
Malaysia,MYS,1990,2283.2698
Malaysia,MYS,1991,2290.6899
Malaysia,MYS,1992,2298.1726
Malaysia,MYS,1993,2299.5669
Malaysia,MYS,1994,2299.925
Malaysia,MYS,1995,2300.3152
Malaysia,MYS,1996,2300.7361
Malaysia,MYS,1997,2305.6272
Malaysia,MYS,1998,2302.7126
Malaysia,MYS,1999,2304.0952
Malaysia,MYS,2000,2303.3127
Malaysia,MYS,2001,2306.7595
Malaysia,MYS,2002,2334.0334
Malaysia,MYS,2003,2324.4751
Malaysia,MYS,2004,2318.8247
Malaysia,MYS,2005,2361.2639
Malaysia,MYS,2006,2349.0852
Malaysia,MYS,2007,2324.4524
Malaysia,MYS,2008,2298.3066
Malaysia,MYS,2009,2306.564
Malaysia,MYS,2010,2290.2117
Malaysia,MYS,2011,2285.8323
Malaysia,MYS,2012,2268.6323
Malaysia,MYS,2013,2240.9502
Malaysia,MYS,2014,2249.6169
Malaysia,MYS,2015,2238.2729
Malaysia,MYS,2016,2238.2729
Malaysia,MYS,2017,2238.2729
Malta,MLT,1994,2258.4878
Malta,MLT,1995,2257.2898
Malta,MLT,1996,2250.3857
Malta,MLT,1997,2252.865
Malta,MLT,1998,2277.3828
Malta,MLT,1999,2254.384
Malta,MLT,2000,2251.1816
Malta,MLT,2001,2159.3369
Malta,MLT,2002,2216.6877
Malta,MLT,2003,2191.6677
Malta,MLT,2004,2091.1963
Malta,MLT,2005,2157.9136
Malta,MLT,2006,2162.856
Malta,MLT,2007,2153.3037
Malta,MLT,2008,2162.9739
Malta,MLT,2009,2168.4038
Malta,MLT,2010,2110.2021
Malta,MLT,2011,2052.0757
Malta,MLT,2012,2027.42
Malta,MLT,2013,2008.3445
Malta,MLT,2014,1976.5052
Malta,MLT,2015,1964.5587
Malta,MLT,2016,2031.9048
Malta,MLT,2017,2040.0317
Mexico,MEX,1950,2431.7302
Mexico,MEX,1951,2431.2783
Mexico,MEX,1952,2430.8264
Mexico,MEX,1953,2430.3748
Mexico,MEX,1954,2429.9231
Mexico,MEX,1955,2429.4714
Mexico,MEX,1956,2429.0198
Mexico,MEX,1957,2428.5684
Mexico,MEX,1958,2428.1169
Mexico,MEX,1959,2427.6658
Mexico,MEX,1960,2427.2146
Mexico,MEX,1961,2417.5605
Mexico,MEX,1962,2407.9448
Mexico,MEX,1963,2398.3674
Mexico,MEX,1964,2388.8281
Mexico,MEX,1965,2379.3269
Mexico,MEX,1966,2369.8633
Mexico,MEX,1967,2360.4373
Mexico,MEX,1968,2351.0488
Mexico,MEX,1969,2341.6978
Mexico,MEX,1970,2332.3838
Mexico,MEX,1971,2330.5007
Mexico,MEX,1972,2328.6191
Mexico,MEX,1973,2326.7393
Mexico,MEX,1974,2325.123
Mexico,MEX,1975,2323.5081
Mexico,MEX,1976,2321.894
Mexico,MEX,1977,2320.2815
Mexico,MEX,1978,2318.6697
Mexico,MEX,1979,2317.0593
Mexico,MEX,1980,2315.4497
Mexico,MEX,1981,2316.4517
Mexico,MEX,1982,2317.4539
Mexico,MEX,1983,2318.4563
Mexico,MEX,1984,2319.4595
Mexico,MEX,1985,2320.4629
Mexico,MEX,1986,2321.4668
Mexico,MEX,1987,2322.4712
Mexico,MEX,1988,2323.4761
Mexico,MEX,1989,2324.4812
Mexico,MEX,1990,2325.6104
Mexico,MEX,1991,2319.2534
Mexico,MEX,1992,2312.9143
Mexico,MEX,1993,2306.5923
Mexico,MEX,1994,2294
Mexico,MEX,1995,2294
Mexico,MEX,1996,2314
Mexico,MEX,1997,2322
Mexico,MEX,1998,2291
Mexico,MEX,1999,2306
Mexico,MEX,2000,2311
Mexico,MEX,2001,2285
Mexico,MEX,2002,2271
Mexico,MEX,2003,2277
Mexico,MEX,2004,2271
Mexico,MEX,2005,2290
Mexico,MEX,2006,2278
Mexico,MEX,2007,2260
Mexico,MEX,2008,2264
Mexico,MEX,2009,2255
Mexico,MEX,2010,2254
Mexico,MEX,2011,2248
Mexico,MEX,2012,2239
Mexico,MEX,2013,2244
Mexico,MEX,2014,2242
Mexico,MEX,2015,2248
Mexico,MEX,2016,2255
Mexico,MEX,2017,2255
Myanmar,MMR,1970,2451.2358
Myanmar,MMR,1971,2451.0273
Myanmar,MMR,1972,2450.8252
Myanmar,MMR,1973,2450.6233
Myanmar,MMR,1974,2449.9067
Myanmar,MMR,1975,2449.1809
Myanmar,MMR,1976,2448.3887
Myanmar,MMR,1977,2447.6335
Myanmar,MMR,1978,2446.9165
Myanmar,MMR,1979,2446.2368
Myanmar,MMR,1980,2445.5898
Myanmar,MMR,1981,2444.5784
Myanmar,MMR,1982,2443.6143
Myanmar,MMR,1983,2442.689
Myanmar,MMR,1984,2443.3994
Myanmar,MMR,1985,2444.1794
Myanmar,MMR,1986,2445.1855
Myanmar,MMR,1987,2446.2239
Myanmar,MMR,1988,2447.2898
Myanmar,MMR,1989,2448.3792
Myanmar,MMR,1990,2449.4873
Myanmar,MMR,1991,2449.9634
Myanmar,MMR,1992,2449.3638
Myanmar,MMR,1993,2448.7241
Myanmar,MMR,1994,2448.0374
Myanmar,MMR,1995,2447.2981
Myanmar,MMR,1996,2446.9963
Myanmar,MMR,1997,2446.6213
Myanmar,MMR,1998,2446.1975
Myanmar,MMR,1999,2445.7458
Myanmar,MMR,2000,2445.2773
Myanmar,MMR,2001,2444.8813
Myanmar,MMR,2002,2444.4875
Myanmar,MMR,2003,2444.0911
Myanmar,MMR,2004,2443.6851
Myanmar,MMR,2005,2443.2632
Myanmar,MMR,2006,2442.7166
Myanmar,MMR,2007,2442.1189
Myanmar,MMR,2008,2441.4534
Myanmar,MMR,2009,2440.6943
Myanmar,MMR,2010,2439.7983
Myanmar,MMR,2011,2439.4463
Myanmar,MMR,2012,2439.0742
Myanmar,MMR,2013,2438.6584
Myanmar,MMR,2014,2438.1577
Myanmar,MMR,2015,2437.8633
Myanmar,MMR,2016,2437.8633
Myanmar,MMR,2017,2437.8633
Netherlands,NLD,1870,3274
Netherlands,NLD,1880,3194
Netherlands,NLD,1890,3105
Netherlands,NLD,1900,3037
Netherlands,NLD,1913,2942
Netherlands,NLD,1929,2233
Netherlands,NLD,1938,2281
Netherlands,NLD,1950,1993.9949
Netherlands,NLD,1951,1979.3413
Netherlands,NLD,1952,1964.7954
Netherlands,NLD,1953,1950.3564
Netherlands,NLD,1954,1936.0237
Netherlands,NLD,1955,1921.7961
Netherlands,NLD,1956,1907.6732
Netherlands,NLD,1957,1893.6541
Netherlands,NLD,1958,1879.7379
Netherlands,NLD,1959,1865.9241
Netherlands,NLD,1960,1852.2117
Netherlands,NLD,1961,1850.542
Netherlands,NLD,1962,1848.8738
Netherlands,NLD,1963,1847.2072
Netherlands,NLD,1964,1845.542
Netherlands,NLD,1965,1843.8783
Netherlands,NLD,1966,1842.2162
Netherlands,NLD,1967,1840.5555
Netherlands,NLD,1968,1838.8964
Netherlands,NLD,1969,1875.0446
Netherlands,NLD,1970,1835.5825
Netherlands,NLD,1971,1802.0966
Netherlands,NLD,1972,1800.3485
Netherlands,NLD,1973,1773.9435
Netherlands,NLD,1974,1720.4615
Netherlands,NLD,1975,1667.3665
Netherlands,NLD,1976,1651.4924
Netherlands,NLD,1977,1631.2665
Netherlands,NLD,1978,1602.7205
Netherlands,NLD,1979,1581.2885
Netherlands,NLD,1980,1578.3605
Netherlands,NLD,1981,1577.8354
Netherlands,NLD,1982,1563.3324
Netherlands,NLD,1983,1548.4104
Netherlands,NLD,1984,1540.2925
Netherlands,NLD,1985,1523.8414
Netherlands,NLD,1986,1508.9044
Netherlands,NLD,1987,1487.6425
Netherlands,NLD,1988,1484.4354
Netherlands,NLD,1989,1479.6885
Netherlands,NLD,1990,1473.8715
Netherlands,NLD,1991,1464.7715
Netherlands,NLD,1992,1471.1754
Netherlands,NLD,1993,1460.8594
Netherlands,NLD,1994,1468.4915
Netherlands,NLD,1995,1479.2355
Netherlands,NLD,1996,1494.4548
Netherlands,NLD,1997,1480.0753
Netherlands,NLD,1998,1476.3424
Netherlands,NLD,1999,1475.2928
Netherlands,NLD,2000,1462.0212
Netherlands,NLD,2001,1451.8977
Netherlands,NLD,2002,1434.8143
Netherlands,NLD,2003,1426.554
Netherlands,NLD,2004,1447.5278
Netherlands,NLD,2005,1433.5756
Netherlands,NLD,2006,1430.4602
Netherlands,NLD,2007,1429.7458
Netherlands,NLD,2008,1430.0443
Netherlands,NLD,2009,1421.9767
Netherlands,NLD,2010,1421.3412
Netherlands,NLD,2011,1422.4435
Netherlands,NLD,2012,1413.1395
Netherlands,NLD,2013,1417.5695
Netherlands,NLD,2014,1428.8756
Netherlands,NLD,2015,1423.9202
Netherlands,NLD,2016,1436.729
Netherlands,NLD,2017,1430.0229
New Zealand,NZL,1970,1900.6941
New Zealand,NZL,1971,1896.7161
New Zealand,NZL,1972,1892.9427
New Zealand,NZL,1973,1889.1609
New Zealand,NZL,1974,1885.3789
New Zealand,NZL,1975,1881.6034
New Zealand,NZL,1976,1877.8325
New Zealand,NZL,1977,1874.0708
New Zealand,NZL,1978,1870.369
New Zealand,NZL,1979,1866.3364
New Zealand,NZL,1980,1864.4515
New Zealand,NZL,1981,1861.2894
New Zealand,NZL,1982,1846.8429
New Zealand,NZL,1983,1844.5219
New Zealand,NZL,1984,1852.9146
New Zealand,NZL,1985,1837.2321
New Zealand,NZL,1986,1834
New Zealand,NZL,1987,1838
New Zealand,NZL,1988,1829
New Zealand,NZL,1989,1820
New Zealand,NZL,1990,1809
New Zealand,NZL,1991,1792
New Zealand,NZL,1992,1799
New Zealand,NZL,1993,1853
New Zealand,NZL,1994,1848
New Zealand,NZL,1995,1841
New Zealand,NZL,1996,1834
New Zealand,NZL,1997,1826
New Zealand,NZL,1998,1829
New Zealand,NZL,1999,1845
New Zealand,NZL,2000,1836
New Zealand,NZL,2001,1825
New Zealand,NZL,2002,1826
New Zealand,NZL,2003,1823
New Zealand,NZL,2004,1830
New Zealand,NZL,2005,1815
New Zealand,NZL,2006,1795
New Zealand,NZL,2007,1774
New Zealand,NZL,2008,1761
New Zealand,NZL,2009,1740
New Zealand,NZL,2010,1755
New Zealand,NZL,2011,1746
New Zealand,NZL,2012,1734
New Zealand,NZL,2013,1752
New Zealand,NZL,2014,1762
New Zealand,NZL,2015,1757
New Zealand,NZL,2016,1752
New Zealand,NZL,2017,1752
Nigeria,NGA,2010,1996.6565
Nigeria,NGA,2011,1984.2125
Nigeria,NGA,2012,1880.9844
Nigeria,NGA,2013,1893.6323
Nigeria,NGA,2014,1909.653
Nigeria,NGA,2015,1703.4781
Nigeria,NGA,2016,1827.2401
Nigeria,NGA,2017,1827.2401
Norway,NOR,1950,2129.4849
Norway,NOR,1951,2118.7014
Norway,NOR,1952,2107.9727
Norway,NOR,1953,2097.2981
Norway,NOR,1954,2086.6777
Norway,NOR,1955,2076.1111
Norway,NOR,1956,2065.5979
Norway,NOR,1957,2055.1379
Norway,NOR,1958,2044.7311
Norway,NOR,1959,2034.3768
Norway,NOR,1960,2024.075
Norway,NOR,1961,2009.3054
Norway,NOR,1962,1994.6438
Norway,NOR,1963,1985.6454
Norway,NOR,1964,1995.6436
Norway,NOR,1965,1950.6516
Norway,NOR,1966,1951.6514
Norway,NOR,1967,1935.6543
Norway,NOR,1968,1896.6613
Norway,NOR,1969,1848.6698
Norway,NOR,1970,1834.6724
Norway,NOR,1971,1812.6763
Norway,NOR,1972,1779.6821
Norway,NOR,1973,1765.6847
Norway,NOR,1974,1744.6884
Norway,NOR,1975,1727.6914
Norway,NOR,1976,1674.0947
Norway,NOR,1977,1637.9404
Norway,NOR,1978,1601.4917
Norway,NOR,1979,1580.1366
Norway,NOR,1980,1579.7845
Norway,NOR,1981,1569.9088
Norway,NOR,1982,1558.481
Norway,NOR,1983,1553.8071
Norway,NOR,1984,1548.6146
Norway,NOR,1985,1542.6471
Norway,NOR,1986,1538.2059
Norway,NOR,1987,1510.6976
Norway,NOR,1988,1513.5641
Norway,NOR,1989,1510.8329
Norway,NOR,1990,1502.6711
Norway,NOR,1991,1500.4907
Norway,NOR,1992,1510.3245
Norway,NOR,1993,1506.5886
Norway,NOR,1994,1504.5739
Norway,NOR,1995,1487.7358
Norway,NOR,1996,1482.2007
Norway,NOR,1997,1477.5382
Norway,NOR,1998,1475.7112
Norway,NOR,1999,1474.8483
Norway,NOR,2000,1456.4656
Norway,NOR,2001,1430.8419
Norway,NOR,2002,1416.3457
Norway,NOR,2003,1404.5042
Norway,NOR,2004,1423.8383
Norway,NOR,2005,1427.7825
Norway,NOR,2006,1425.226
Norway,NOR,2007,1434.3196
Norway,NOR,2008,1438.6703
Norway,NOR,2009,1416.8906
Norway,NOR,2010,1426.4763
Norway,NOR,2011,1430.038
Norway,NOR,2012,1428.465
Norway,NOR,2013,1417.9874
Norway,NOR,2014,1420.2477
Norway,NOR,2015,1422.5608
Norway,NOR,2016,1429.0883
Norway,NOR,2017,1417.4723
Pakistan,PAK,1970,2215.5176
Pakistan,PAK,1971,2256.3687
Pakistan,PAK,1972,2204.0798
Pakistan,PAK,1973,2238.2603
Pakistan,PAK,1974,2270.1731
Pakistan,PAK,1975,2308.2813
Pakistan,PAK,1976,2265.5247
Pakistan,PAK,1977,2220.8157
Pakistan,PAK,1978,2176.0486
Pakistan,PAK,1979,2130.6965
Pakistan,PAK,1980,2143.271
Pakistan,PAK,1981,2125.9895
Pakistan,PAK,1982,2129.3101
Pakistan,PAK,1983,2132.9883
Pakistan,PAK,1984,2140.3125
Pakistan,PAK,1985,2157.97
Pakistan,PAK,1986,2164.0027
Pakistan,PAK,1987,2134.238
Pakistan,PAK,1988,2108.9004
Pakistan,PAK,1989,2138.9285
Pakistan,PAK,1990,2167.2649
Pakistan,PAK,1991,2205.8513
Pakistan,PAK,1992,2202.4463
Pakistan,PAK,1993,2233.5469
Pakistan,PAK,1994,2195.5017
Pakistan,PAK,1995,2217.4604
Pakistan,PAK,1996,2211.9167
Pakistan,PAK,1997,2199.7478
Pakistan,PAK,1998,2177.5776
Pakistan,PAK,1999,2179.28
Pakistan,PAK,2000,2186.4368
Pakistan,PAK,2001,2178.7424
Pakistan,PAK,2002,2169.9292
Pakistan,PAK,2003,2184.9133
Pakistan,PAK,2004,2176.8701
Pakistan,PAK,2005,2164.6743
Pakistan,PAK,2006,2131.4966
Pakistan,PAK,2007,2135.8044
Pakistan,PAK,2008,2128.708
Pakistan,PAK,2009,2109.1353
Pakistan,PAK,2010,2127.9233
Pakistan,PAK,2011,2114.8743
Pakistan,PAK,2012,2101.45
Pakistan,PAK,2013,2088.7529
Pakistan,PAK,2014,2095.2488
Pakistan,PAK,2015,2096.1443
Pakistan,PAK,2016,2096.1443
Pakistan,PAK,2017,2096.1443
Peru,PER,1950,2157
Peru,PER,1951,2151.7302
Peru,PER,1952,2146.4736
Peru,PER,1953,2141.2297
Peru,PER,1954,2135.9985
Peru,PER,1955,2130.78
Peru,PER,1956,2125.5745
Peru,PER,1957,2120.3816
Peru,PER,1958,2115.2014
Peru,PER,1959,2110.0339
Peru,PER,1960,2104.8789
Peru,PER,1961,2099.7366
Peru,PER,1962,2094.6069
Peru,PER,1963,2089.4897
Peru,PER,1964,2084.385
Peru,PER,1965,2079.2927
Peru,PER,1966,2074.2129
Peru,PER,1967,2069.1455
Peru,PER,1968,2064.0906
Peru,PER,1969,2059.0479
Peru,PER,1970,2054.0173
Peru,PER,1971,2048.9993
Peru,PER,1972,2043.9935
Peru,PER,1973,2039
Peru,PER,1974,2032.4211
Peru,PER,1975,2025.8635
Peru,PER,1976,2019.327
Peru,PER,1977,2012.8116
Peru,PER,1978,2006.3173
Peru,PER,1979,1999.8439
Peru,PER,1980,1993.3912
Peru,PER,1981,1986.9596
Peru,PER,1982,1980.5486
Peru,PER,1983,1974.1583
Peru,PER,1984,1967.7887
Peru,PER,1985,1961.4396
Peru,PER,1986,1955.111
Peru,PER,1987,1948.8027
Peru,PER,1988,1942.5149
Peru,PER,1989,1936.2473
Peru,PER,1990,1930
Peru,PER,1991,1928.9998
Peru,PER,1992,1928
Peru,PER,1993,1927.6665
Peru,PER,1994,1927.3331
Peru,PER,1995,1926.9998
Peru,PER,1996,1926.6664
Peru,PER,1997,1926.3331
Peru,PER,1998,1926
Peru,PER,1999,1890.957
Peru,PER,2000,2005.0114
Peru,PER,2001,1982.5784
Peru,PER,2002,2003.0768
Peru,PER,2003,1985.3206
Peru,PER,2004,1974.6361
Peru,PER,2005,1956.4169
Peru,PER,2006,1968.9254
Peru,PER,2007,1989.0568
Peru,PER,2008,1989.981
Peru,PER,2009,1960.8812
Peru,PER,2010,1926.2219
Peru,PER,2011,1923.7831
Peru,PER,2012,1923.4186
Peru,PER,2013,1919.1624
Peru,PER,2014,1904.4829
Peru,PER,2015,1932.4581
Peru,PER,2016,1932.4581
Peru,PER,2017,1932.4581
Philippines,PHL,1970,2113.6689
Philippines,PHL,1971,2116.4604
Philippines,PHL,1972,2118.3684
Philippines,PHL,1973,2109.4307
Philippines,PHL,1974,2120.0684
Philippines,PHL,1975,2124.2627
Philippines,PHL,1976,2124.6768
Philippines,PHL,1977,2161.4109
Philippines,PHL,1978,2136.6262
Philippines,PHL,1979,2135.6489
Philippines,PHL,1980,2134.4941
Philippines,PHL,1981,2135.5039
Philippines,PHL,1982,2131.0586
Philippines,PHL,1983,2141.8547
Philippines,PHL,1984,2172.7959
Philippines,PHL,1985,2174.2009
Philippines,PHL,1986,2171.3867
Philippines,PHL,1987,2179.793
Philippines,PHL,1988,2188.2681
Philippines,PHL,1989,2197.3484
Philippines,PHL,1990,2191.7815
Philippines,PHL,1991,2176.1108
Philippines,PHL,1992,2175.9771
Philippines,PHL,1993,2135.9644
Philippines,PHL,1994,2149.8604
Philippines,PHL,1995,2129.8364
Philippines,PHL,1996,2094.2141
Philippines,PHL,1997,2098.4424
Philippines,PHL,1998,2091.7673
Philippines,PHL,1999,2081.3909
Philippines,PHL,2000,2086.844
Philippines,PHL,2001,2079.7271
Philippines,PHL,2002,2061.2661
Philippines,PHL,2003,2077.873
Philippines,PHL,2004,2084.7686
Philippines,PHL,2005,2103.6121
Philippines,PHL,2006,2077.9478
Philippines,PHL,2007,2093.1072
Philippines,PHL,2008,2113.2456
Philippines,PHL,2009,2117.425
Philippines,PHL,2010,2124.781
Philippines,PHL,2011,2126.8171
Philippines,PHL,2012,2132.0334
Philippines,PHL,2013,2141.512
Philippines,PHL,2014,2143.2434
Philippines,PHL,2015,2148.5645
Philippines,PHL,2016,2148.5645
Philippines,PHL,2017,2148.5645
Poland,POL,1993,2070.8213
Poland,POL,1994,2084.6243
Poland,POL,1995,2081.9163
Poland,POL,1996,2082.0403
Poland,POL,1997,2081.8833
Poland,POL,1998,2081.8135
Poland,POL,1999,2079.9983
Poland,POL,2000,2081.6973
Poland,POL,2001,2083.6909
Poland,POL,2002,2078.4751
Poland,POL,2003,2084.1721
Poland,POL,2004,2084.5327
Poland,POL,2005,2079.0483
Poland,POL,2006,2080.5796
Poland,POL,2007,2077.6145
Poland,POL,2008,2069.6001
Poland,POL,2009,2054
Poland,POL,2010,2048.8
Poland,POL,2011,2043.6
Poland,POL,2012,2038.4
Poland,POL,2013,2034.7546
Poland,POL,2014,2041.3219
Poland,POL,2015,2049.009
Poland,POL,2016,2050.3591
Poland,POL,2017,2028.4952
Portugal,PRT,1950,2399.4299
Portugal,PRT,1951,2384.1846
Portugal,PRT,1952,2369.0359
