"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NOR","Norway","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1419.41260744986,,
"NOR","Norway","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1418.54724964739,,
"NOR","Norway","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1409.74212034384,,
"NOR","Norway","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1425.53944110364,,
"NOR","Norway","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1424.58290772898,,
"POL","Poland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1741.11909662022,,
"POL","Poland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1734.20058813755,,
"POL","Poland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1725.85888828628,,
"POL","Poland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1721.32434228409,,
"POL","Poland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1726.44764482295,,
"POL","Poland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1733.11170838418,,
"POL","Poland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1733.61649435009,,
"POL","Poland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1717.54481668099,,
"POL","Poland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1696.86553670826,,
"POL","Poland","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1691.84160750055,,
"POL","Poland","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1685.24906560123,,
"POL","Poland","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1725.49010023767,,
"POL","Poland","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1711.67652401727,,
"POL","Poland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1828.97195709789,,
"POL","Poland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1824.3298592666,,
"POL","Poland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1819.68780545571,,
"POL","Poland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1816.43354096584,,
"POL","Poland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1822.29621732071,,
"POL","Poland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1829.15863821352,,
"POL","Poland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1831.36379757007,,
"POL","Poland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1811.61621665347,,
"POL","Poland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1787.32860357238,,
"POL","Poland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1782.62521918646,,
"POL","Poland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1768.75639746518,,
"POL","Poland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1827.91714921993,,
"POL","Poland","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1814.7948568832,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1710.43342741605,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1688.21416739058,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1676.56340725661,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1689.0951715416,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1697.59072929647,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1696.65018832152,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1697.90306955148,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1690.19752930912,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1697.44862690842,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1698.80342495958,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1574.4852779917,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1620.56312871709,,
"PRT","Portugal","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1606.95400898592,,
"PRT","Portugal","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1745.59500946609,,
"PRT","Portugal","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1724.36228178535,,
"PRT","Portugal","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1708.217949487,,
"PRT","Portugal","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1717.55335510447,,
"PRT","Portugal","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1724.57552822348,,
"PRT","Portugal","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1731.73345253042,,
"PRT","Portugal","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1737.47606434054,,
"PRT","Portugal","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1727.14047263943,,
"PRT","Portugal","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1737.70375215135,,
"PRT","Portugal","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1743.93031905266,,
"PRT","Portugal","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1611.19346205528,,
"PRT","Portugal","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1648.9427488591,,
"PRT","Portugal","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1635.09530354741,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1714.32860230321,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1704.57428356934,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1701.20289587634,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1686.103816975,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1676.2953146465,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1672.05178858382,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1657.80541485905,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1630.44333081596,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1620.78522314324,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1606.36083168832,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1500.90702041025,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1516.29194558999,,
"SVK","Slovak Republic","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1552.7771543878,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1805.14853292113,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1793.01032054786,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1789.04080324717,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1771.61328698219,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1759.6139530009,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1754.0885987675,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1740.01152065295,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1713.78384120432,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1703.92396055708,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1691.98630781248,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1571.98039240206,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1583.15940762679,,
"SVK","Slovak Republic","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1622.06685049254,,
"ESP","Spain","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1644,,
"ESP","Spain","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1645,,
"ESP","Spain","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1626,,
"ESP","Spain","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1612,,
"ESP","Spain","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1609,,
"ESP","Spain","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1614,,
"ESP","Spain","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1620,,
"ESP","Spain","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1614,,
"ESP","Spain","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1618,,
"ESP","Spain","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1605,,
"ESP","Spain","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1494,,
"ESP","Spain","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1541,,
"ESP","Spain","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1563,,
"ESP","Spain","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1705.77553458184,,
"ESP","Spain","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1710.69165947777,,
"ESP","Spain","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1696.72661811367,,
"ESP","Spain","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1689.82440964343,,
"ESP","Spain","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1690.56399650873,,
"ESP","Spain","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1694.23718822333,,
"ESP","Spain","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1701.45006195262,,
"ESP","Spain","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1692.39416781463,,
"ESP","Spain","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1697.62195152733,,
"ESP","Spain","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1677.46307562918,,
"ESP","Spain","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1551.92079665324,,
"ESP","Spain","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1623.47783177196,,
"ESP","Spain","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1643.54747514135,,
"SWE","Sweden","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1483.01758914872,,
"SWE","Sweden","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1483.8625893551,,
"SWE","Sweden","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1471.37194201233,,
"SWE","Sweden","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1462.89289906718,,
"SWE","Sweden","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1464.35975425907,,
"SWE","Sweden","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1465.87117288071,,
"SWE","Sweden","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1478.11109158103,,
"SWE","Sweden","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1466.70910516774,,
"SWE","Sweden","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1466.18058667684,,
"SWE","Sweden","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1453.42360181864,,
"SWE","Sweden","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1426.15544289783,,
"SWE","Sweden","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1445.62664114609,,
"SWE","Sweden","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1440.45912357918,,
"CHE","Switzerland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1611,,
"CHE","Switzerland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1608,,
"CHE","Switzerland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1593,,
"CHE","Switzerland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1573,,
"CHE","Switzerland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1564,,
"CHE","Switzerland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1577,,
"CHE","Switzerland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1577,,
"CHE","Switzerland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1559,,
"CHE","Switzerland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1551,,
"CHE","Switzerland","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1549,,
"CHE","Switzerland","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1498.79757479824,,
"CHE","Switzerland","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1531.51399447763,,
"CHE","Switzerland","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1528.66074151295,,
"TUR","Türkiye","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1877,,
"TUR","Türkiye","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1864,,
"TUR","Türkiye","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1855,,
"TUR","Türkiye","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1832,,
"TUR","Türkiye","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1829.54313813143,,
"TUR","Türkiye","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1810.70719713903,,
"TUR","Türkiye","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1789.41439427805,,
"TUR","Türkiye","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1775.4921770228,,
"TUR","Türkiye","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1745.19088064372,,
"TUR","Türkiye","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1732.08761734466,,
"TUR","Türkiye","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1572.39159588735,,
"TUR","Türkiye","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1732.08761734466,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1470.68975819232,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1481.98827105935,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1500.75525719473,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1504.71171064181,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1511.55682689085,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1496.47847789237,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1512.78599892733,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1508.98083943803,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1510.4689121158,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1513.03646807871,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1365.39906670936,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1487.34538186679,,
"GBR","United Kingdom","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1516.14312089609,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1507.23924929775,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1515.36324017856,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1531.05414767024,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1533.51824163557,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1542.21877782007,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1525.12738239767,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1541.27530613615,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1535.67959843546,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1536.17570701615,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1537.04327841863,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1364.3828915919,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1498.0869226178,,
"GBR","United Kingdom","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1531.7147764136,,
"USA","United States","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1821.932,,
"USA","United States","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1833.94333333333,,
"USA","United States","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1839.65366666667,,
"USA","United States","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1836.972,,
"USA","United States","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1841.89766666667,,
"USA","United States","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1840.55625,,
"USA","United States","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1831.81375,,
"USA","United States","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1829.892,,
"USA","United States","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1836.1585,,
"USA","United States","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1833.08933333333,,
"USA","United States","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1818.59,,
"USA","United States","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1834.53783333333,,
"USA","United States","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1822.472,,
"USA","United States","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1810.3875,,
"USA","United States","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1820.30416666667,,
"USA","United States","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1828.1165,,
"USA","United States","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1826.487,,
"USA","United States","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1830.35958333333,,
"USA","United States","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1831.1175,,
"USA","United States","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1823.41575,,
"USA","United States","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1821.498,,
"USA","United States","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1826.71,,
"USA","United States","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1823.62958333333,,
"USA","United States","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1799.777,,
"USA","United States","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1819.895,,
"USA","United States","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1810.944,,
"OECD","OECD countries","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1798.55345369911,,
"OECD","OECD countries","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1800.03678648524,,
"OECD","OECD countries","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1799.32562505407,,
"OECD","OECD countries","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1794.15744906982,,
"OECD","OECD countries","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1792.86003321638,,
"OECD","OECD countries","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1791.53732206229,,
"OECD","OECD countries","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1788.85777919481,,
"OECD","OECD countries","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1780.99068631036,,
"OECD","OECD countries","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1776.58198552835,,
"OECD","OECD countries","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1766.69464655691,,
"OECD","OECD countries","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1687.25709643772,,
"OECD","OECD countries","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1744.09940305806,,
"OECD","OECD countries","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1751.58246665657,,
"ISR","Israel","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1953.5467848369,,
"ISR","Israel","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1943.66571891623,,
"ISR","Israel","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1917.12505578347,,
"ISR","Israel","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1906.04030249707,,
"ISR","Israel","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1891.39943726732,,
"ISR","Israel","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1892.95275900397,,
"ISR","Israel","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1916.94956898302,,
"ISR","Israel","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1916.14012879434,,
"ISR","Israel","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1908.52571317117,,
"ISR","Israel","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1893.51002263904,,
"ISR","Israel","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1779.0097220193,,
"ISR","Israel","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1878.24240136157,,
"ISR","Israel","TE","Total employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,1891.9,,
"CHL","Chile","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2106.8,,
"CHL","Chile","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2100.5,,
"CHL","Chile","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2077.9,,
"CHL","Chile","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2072.6,,
"CHL","Chile","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2046.9,,
"CHL","Chile","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2042.7,,
"CHL","Chile","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2033.2,,
"CHL","Chile","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,2021,,
"CHL","Chile","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,2009.5,,
"CHL","Chile","DE","Dependent employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1989.4,,
"CHL","Chile","DE","Dependent employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1885.8,,
"CHL","Chile","DE","Dependent employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1990.1,,
"CHL","Chile","DE","Dependent employment","A","Annual","2022","2022","HOUR","Hours","0","Units",,,2025.8,,
"CHL","Chile","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2069.8,,
"CHL","Chile","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2050.2,,
"CHL","Chile","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2027.4,,
"CHL","Chile","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2021.3,,
"CHL","Chile","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1994.4,,
"CHL","Chile","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1993.7,,
"CHL","Chile","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1977.5,,
"CHL","Chile","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1963.1,,
"CHL","Chile","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1955.5,,
"CHL","Chile","TE","Total employment","A","Annual","2019","2019","HOUR","Hours","0","Units",,,1929.5,,
"CHL","Chile","TE","Total employment","A","Annual","2020","2020","HOUR","Hours","0","Units",,,1825.3,,
"CHL","Chile","TE","Total employment","A","Annual","2021","2021","HOUR","Hours","0","Units",,,1915.6,,
