name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Private Reserve Ethiopia Barrel-Aged,San Francisco Bay Coffee,Medium-Light,United States,Ethiopia,4.58,92,March 2021,"Gently fruit-toned. Raspberry jam, wine barrel, dark chocolate, hazelnut, gardenia in aroma and cup. Sweet-toned with brisk acidity; velvety-smooth mouthfeel. The finish evokes hard berry cider with chocolate and gardenia undertones."
Colombia Nariño,Dragonfly Coffee Roasters,Medium-Light,United States,Colombia,3.67,91,April 2021,"Crisply sweet, chocolaty. Baking chocolate, raisin, cedar, almond, lily in aroma and cup. Sweet-toned structure with brisk acidity; velvety mouthfeel. Gently drying finish consolidates to notes of chocolate-toned raisin and cedar."
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m,Atom Coffee Roasters,Light,Taiwan,Ethiopia,5.82,94,April 2021," Deeply sweet, rich-toned, juicy. Dried apricot, dark chocolate, cashew, pink grapefruit zest, magnolia in aroma and cup. Sweet-tart structure with balanced acidity; full, syrupy mouthfeel. The fruit-forward finish is balanced by notes of cashew and dark chocolate."
Yemen Al Mashtal Al Burhani,Paradise Roasters,Medium-Light,United States,Yemen,22.0,94,April 2021,"Concentrated, rich-toned, deep. Dried plum, sandalwood, baking chocolate, star jasmine, lemon thyme in aroma and cup. Deeply sweet structure with bright acidity; very full, satiny-smooth mouthfeel. Finish consolidates to notes of dried plum and sandalwood with hints of baking chocolate."
Nayamasasa Democratic Republic of the Congo,Roadmap CoffeeWorks,Medium-Light,United States,Democratic Republic Of The Congo,5.57,93,April 2021,"Balanced, richly sweet. Apricot, agave syrup, baking chocolate, cashew butter, tangerine zest in aroma and cup. Sweet structure with pert acidity; plush, syrupy-smooth mouthfeel. The long, gentle finish centers around notes of chocolate and cashew butter with hints of tangerine zest."
Panama Boquete Flor De Mariposa Geisha Espresso,Kakalove Cafe,Medium-Light,Taiwan,Panama,7.08,96,March 2021,"Evaluated as espresso. Richly floral, complex, nuanced. Lilac, dark chocolate, black cherry, myrrh, lemon-thyme in aroma and small cup. Very syrupy-smooth mouthfeel; deep, rich, flavor-laden finish. This coffee particularly impresses in three parts milk, with lyric, lilac top notes, rich, fudge-like bottom notes, and black cherry, myrrh and lemon thyme in the mid-palate."
Guji Ethiopia Washed,Peach Coffee Roasters,Light,United States,Ethiopia,5.29,94,March 2021,"Subtly complex, deeply sweet. Star jasmine, cocoa nib, mango, frankincense, spearmint in aroma and cup. Bright, juicy acidity; viscous, syrupy mouthfeel. The balanced finish leads with notes of star jasmine and mango, followed by cocoa suggestions."
Colombia Monteblanco Geisha,Merge Coffee Company,Light,United States,Colombia,8.81,94,March 2021,"Delicate, high-toned, complex. Guava, cocoa nib, narcissus, sandalwood, hazelnut butter in aroma and cup. Sweet-tart structure with bright, juicy acidity; very smooth, syrupy mouthfeel. Resonant finish consolidates to attractive notes of guava and cocoa nib."
Belquis Ramirez Lemus Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,March 2021,"Balanced, bright. Cocoa nib, orange zest, almond brittle, plum, cedar in aroma and cup. Sweet-toned with juicy, high-toned acidity; crisp, velvety mouthfeel. Quiet finish that leads with notes of cocoa nib and orange zest, rounding to cedar in the long."
Asprole Blend #1 Colombia Coffee for Peace,True Coffee Roasters,Medium-Light,United States,Colombia,3.96,92,March 2021,"Crisply sweet, chocolaty. Baking chocolate, apricot, lemon verbena, fresh-cut fir, nougat in aroma and cup. Sweet in structure with brisk acidity; crisp, satiny-smooth mouthfeel. The finish centers around notes of baking chocolate, fir, and lemon verbena."
Ethiopia Harsu Haro Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.76,93,April 2021,"Evaluated as espresso. Bright, juicy, cleanly fruit-forward. Dark chocolate, pomegranate, tangerine zest, brown sugar, oak in aroma and small cup. Satiny-smooth mouthfeel; the crisply sweet finish leads with pomegranate and brown sugar notes, followed by fresh-cut oak. Pomegranate and dark chocolate saturate the rich milk shot."
Ethiopia Yirgacheffe Heyilu Butiya,Coffee By Design,Medium-Light,United States,Ethiopia,4.08,93,April 2021,"Richly sweet, deeply berry-toned. Dried blueberry, rhododendron, lime zest, dark chocolate, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy mouthfeel. The finish consolidates to notes of dried blueberry and dark chocolate with cedar undertones."
Guatemala Villatoro Anaerobic,Indaba Coffee Roasters,Medium-Light,United States,Guatemala,8.82,92,April 2021,"Sweet-savory, deeply aromatic. Dried raspberry, young goat cheese, vanilla, dark chocolate, barley in aroma and cup. Savory-leaning structure with sweet-tart lactic acidity; syrupy-smooth mouthfeel. Fruit-toned, chocolaty finish with a lactic tang."
Ethiopia Wuri Washed,Indaba Coffee Roasters,Light,United States,Ethiopia,4.7,91,April 2021,"Gently crisp, sweet-toned. Honeydew melon, baking chocolate, hazelnut, fir, lemon verbena in aroma and cup. Sweet in structure with pert acidity; lightly satiny mouthfeel. Nut-toned finish with undertones of aromatic wood."
Kona Mocca®,Hula Daddy Kona Coffee,Medium-Light,Hawai'i,Hawai'I,38.58,96,April 2021,"Lyrically sweet, luxuriously chocolaty. Chocolate fudge, tamarind, sandalwood, narcissus, a hint of wine barrel in aroma and cup. Sweetly tart structure with vibrant, juicy acidity; plush, creamy mouthfeel. The finish resolves around chocolate fudge and tamarind with undertones of rich sandalwood."
Panama Elida Green-Tip Geisha La Torre ASD,Willoughby's Coffee & Tea,Light,United States,Panama,26.46,95,April 2021,"Richly aromatic, tropical. Lychee, pineapple, cocoa nib, lemon verbena, ginger blossom in aroma and cup. Sweetly tart with bright, juicy acidity; full, syrupy-smooth mouthfeel. Long, resonant, flavor-saturated finish."
Kona Peaberry,Big Island Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,12.35,94,April 2021,"Balanced, deep-toned, floral. Honeysuckle, apricot, almond butter, dark chocolate, a hint of thyme in aroma and cup. Sweet structure with comfortable, straightforward acidity; plush, viscous mouthfeel. Floral-driven finish with undertones of dark chocolate and almond."
Panama Finca Los Lajones Natural,Bird Rock Coffee Roasters,Light,United States,Panama,8.52,94,April 2021,"Richly sweet-tart, cleanly fruit-toned. Pineapple guava, rhododendron, cocoa nib, cane sugar, a hint of spearmint in aroma and cup. Brightly sweet with citrusy acidity; full, satiny-smooth mouthfeel. The crisp, lingering finish centers around notes of rhododendron and spearmint."
SL28,Hala Tree Kona Coffee,Medium-Light,Hawai'i,Hawai'I,14.55,94,April 2021,"Crisply sweet-tart, balanced, bright. Nectarine, narcissus, Meyer lemon zest, nougat, cedar in aroma and cup. Sweetly tart structure with lively, almost effervescent acidity; satiny-smooth, fluffy mouthfeel. The lingering finish leads with notes of nectarine and narcissus, rounding to nougat in the long."
Bourbon Pointu Natural,Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.2,94,April 2021,"Delicately sweet, deeply fruit-toned. Goji berry, alyssum, almond brittle, marjoram, sandalwood in aroma and cup. Sweet structure with high-toned acidity; very full, viscous mouthfeel. Finish consolidates to notes of goji berry and almond brittle."
Miranda’s Farms Hawai’i Caturra,Origin Coffee Roasters,Medium-Light,Hawai'i,Hawai'I,13.82,93,April 2021," Deeply sweet-savory, berry-toned. Mulberry, brown sugar, Meyer lemon zest, dark chocolate, hop flowers in aroma and cup. Sweet-savory structure with gentle, round acidity; very full, syrupy mouthfeel. Richly bittersweet finish with notes of brown sugar, dark chocolate, and hop flowers."
Uganda Utz Sipi Falls,Islamorada Coffee Roasters,Medium-Light,United States,Uganda,5.88,91,April 2021,"Deeply rich and sweet. Molasses, dark chocolate, almond, lily, date in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety mouthfeel. Crisp, quiet finish centers around notes of dark chocolate and almond."
Kenya Washed Nakuru Gachombe Factory AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,2.97,95,April 2021,"Evaluated as espresso. Richly aromatic, deeply sweet-savory, floral-toned. Hop flowers, lilac, butterscotch, almond brittle, date in aroma and small cup. Syrupy-smooth mouthfeel; resonant, lasting finish redolent of both sweet and savory florals and deep nut-butter tones."
Ethiopia Natural Guji Hambella Wate Peaberry,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,95,April 2021,"Delicately fruit-toned, sweetly herbaceous. Dried mango, cocoa nib, lemon verbena, almond, star jasmine in aroma and cup. Sweet-tart structure with gently bright acidity; full, viscous mouthfeel. Long, resounding flavor-saturated finish."
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic,Coffee Please,Medium-Light,Taiwan,Ethiopia,5.12,94,April 2021,"Deeply aromatic, sweet-savory. Grape candy, dark chocolate, lavender, shiitake mushroom, cedar in aroma and cup. Sweetly savory structure with gentle, round acidity; full, syrupy mouthfeel. Savory-tending finish consolidates to notes of Shiitake mushroom and lavender."
Ethiopia Natural Guji,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,2.97,94,April 2021,"Evaluated as espresso. Cleanly fruit-toned, deep, complex. Pomegranate, narcissus, lemon-thyme, chocolate fudge, sandalwood in aroma and small cup. Creamy mouthfeel; richly chocolaty finish with undertones of sandalwood. The milk shot is chocolaty through and through, fudge-like in its depth, complicated by sweet-tart pomegranate notes."
Ethiopia Guji Shakiso Dambi Udo Honey,Coffee Please,Light,Taiwan,Ethiopia,4.98,94,April 2021,"Delicately sweet-tart, rich-toned. Dried apricot, dark chocolate, hazelnut butter, gardenia, marjoram in aroma and cup. Sweet structure with tart, juicy acidity; full, satiny-smooth mouthfeel. The quiet finish centers around dried apricot and hazelnut."
Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,8.52,95,April 2021,"Bright, juicy, high-toned. Guava, almond butter, wild honey, tangerine zest, narcissus-like flowers in aroma and cup. Richly sweet, elegantly tart structure with high-toned, vibrant acidity; very full, syrupy mouthfeel. The long, lingering, flavor-saturated finish carries forward all the notes from the cup."
Karatina Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,6.47,95,April 2021,"Richly aromatic, deeply complex. Tamarind, narcissus, black currant, ripe tomato, cocoa nib in aroma and cup. Sweet-savory structure with juicy-tart acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish driven by notes of ripe tomato and cocoa nib with undertones of black currant and cedar."
Kona SL34 Sweet Spot,Kona Farm Direct,Medium-Light,Hawai'i,Hawai'I,25.17,94,April 2021,"Juicy, bright, tropical. Pineapple, myrrh, coconut, freesia-like flowers, almond brittle in aroma and cup. Sweet-tart structure with juicy, lively acidity; plush, syrupy mouthfeel. The finish leads with notes of pineapple and freesia, rounding to almond and coconut in the long."
Haraaz Red,JBC Coffee Roasters,Medium-Light,United States,Yemen,7.72,95,April 2021,"Deeply spice-toned, singular and complex. Dried red currant, sandalwood, fresh cinnamon, dark chocolate, brown sugar in aroma and cup. Richly sweet with wine-toned acidity; viscous, full mouthfeel. The spice-toned finish is supported by notes of dark chocolate and red currant."
Suyusama Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,5.58,93,April 2021,"Chocolaty, sweetly nut-toned. Baking chocolate, hazelnut butter, Bing cherry, cedar, maple syrup in aroma and cup. Sweet in structure with brisk acidity; lightly syrupy mouthfeel. The resonant finish leads with notes of baking chocolate and hazelnut (think Nutella) with undertones of cherry."
Private Reserve Colombia Antioquia,San Francisco Bay Coffee,Medium-Light,United States,Colombia,4.17,91,April 2021,"Cocoa-toned, balanced. Cocoa powder, date, magnolia, orange zest, hazelnut in aroma and cup. Sweet in structure with gentle, round acidity; satiny-smooth mouthfeel. The gently drying finish centers around notes of cocoa powder and orange zest with undertones of magnolia."
Ethiopia Sidamo G2 Washed,Cheer Beans,Light,Taiwan,Ethiopia,6.34,92,April 2021,"Blind assessment: Delicately floral-toned. Lilac, pear, maple syrup, almond, orange zest in aroma and cup. Crisply sweet with brisk acidity; lightly satiny mouthfeel. Almond and caramel notes lead the quiet, pleasing finish."
Costa Rica Gesha Tobosi Natural,RamsHead Coffee Roasters,Medium-Light,United States,Costa Rica,8.8,93,April 2021,"Richly fruit- and floral-toned. Raspberry, honeysuckle, praline, marjoram, oak in aroma and cup. Sweet-tart structure with crisp, citrusy acidity; viscous, syrupy mouthfeel. The rich-toned finish consolidates to notes of praline and fresh-cut oak."
Kenya Kiambu Kiriga AA,Coffee By Design,Medium-Light,United States,Kenya,4.08,93,April 2021,"Vibrant, sweet-savory, floral-toned. Cocoa nib, red currant, myrrh, honeysuckle, hop flowers in aroma and cup. Sweetly savory structure with juicy acidity; crisp, lightly syrupy mouthfeel. The resonant finish centers on red currant and hop flowers in the short, cocoa nib and myrrh in the long."
Colombia Caldas Finca Villa Clara Supremo,CofFeeling,Medium-Light,Taiwan,Colombia,3.52,92,May 2021,"Evaluated as espresso. Richly sweet, crisply chocolaty. Dark chocolate, date, magnolia, oak, a hint of marjoram in aroma and small cup. Satiny mouthfeel; crisp, chocolaty finish. In cappuccino-scaled milk, deep chocolate notes are further animated, as are magnolia-like florals."
Ethiopia Sidamo Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.41,93,May 2021,"Brightly sweet, richly tart. Rose hips, dried nectarine, frangipane, cedar, agave syrup in aroma and cup. Tart-leaning structure with pert acidity; smooth, syrupy mouthfeel. Finish consolidates to notes of rose hips and cedar."
Finca Lerida Gesha Natural,Thanksgiving Coffee Company,Medium-Light,United States,Panama,13.23,92,May 2021,"Richly sweet, floral-toned. Magnolia, date, almond, caramel, fresh-cut cedar in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. Floral and nut-toned finish."
Ethiopia Guji Uraga Yabitu,Sunny's Coffee,Light,Japan,Ethiopia,9.22,92,May 2021,"Citrusy and sweetly herbaceous, cocoa-toned. Cocoa nib, marjoram, pink grapefruit zest, nougat, cedar in aroma and cup. Sweetly savory with juicy acidity; silky-smooth mouthfeel. The finish consolidates to notes of cocoa nib, marjoram and nougat."
Ethiopia Guji Hambela Dabaye,Sunny's Coffee,Light,Japan,Ethiopia,9.22,91,May 2021,"Gently fruit-toned, sweetly tart. Plum, cocoa nib, lemon verbena, oak, maple syrup in aroma and cup. Crisp, high-toned with juicy acidity; satiny mouthfeel. The sweetly herbaceous finish is driven by lemon verbena and maple syrup notes with oak undertones."
Ethiopia Dry-Process Guji Hambela,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,May 2021,"Balanced, delicate, floral-toned. Dogwood flowers, baking chocolate, apricot, cedar, agave syrup in aroma and cup. Sweet-toned with balanced acidity; satiny-smooth mouthfeel. Chocolaty, gently floral finish with a cedar throughline."
Ethiopia Dry-Process Benti Nenka,Sunny's Coffee,Light,Japan,Ethiopia,9.22,90,May 2021,"Delicate, crisply sweet. Prairie flowers, fresh-cut fir, almond, orange zest, date in aroma and cup. Sweet-tart structure with brisk acidity; lightly satiny mouthfeel. Wood-framed finish with undertones of orange zest and almond."
Kona Maragogype Natural,Paradise Roasters,Medium-Light,United States,Hawai'I,26.41,94,April 2021,"Deeply and richly sweet, resonantly aromatic. Dried mango, wild honey, lilac, pistachio, tangerine zest in aroma and cup. Juicy-sweet structure with refined acidity; lush, syrupy mouthfeel. The finish centers around notes of mango, honey and pistachio."
Colombia Jorge Eli Dussan,Amavida Coffee Roasters,Medium-Light,United States,Colombia,5.88,93,April 2021,"Chocolaty and deep-toned. Date, baking chocolate, hazelnut butter, honeysuckle, cedar in aroma and cup. Vibrantly sweet, resonant acidity; satiny, full mouthfeel. Chocolate and richly wood-framed finish."
Ethiopia Kochere G1,David's Nose,Medium-Light,Taiwan,Ethiopia,5.66,93,April 2021,"Bittersweet, cleanly fruit-toned. Dark chocolate, raspberry, pink grapefruit zest, almond butter, lilac in aroma and cup. Deeply sweet structure with brisk acidity; syrupy-smooth mouthfeel. The finish centers around notes of dark chocolate and raspberry."
Ethiopia Limu Washed,Jade Cafe,Light,Taiwan,Ethiopia,8.53,93,April 2021,"Delicately sweet-tart. Apricot, cocoa nib, hazelnut, Meyer lemon zest, hyacinth in aroma and cup. Sweetly tart structure with vibrant, citrusy acidity; smooth, satiny mouthfeel. Cocoa-toned finish supported by notes of stone fruit and sweet citrus zest."
Colombia Huila Acevedo El Paraiso,Big Shoulders Coffee ,Medium-Light,United States,Colombia,7.35,94,May 2021,"Bright, juicy, fruit-toned. Lychee, plum blossom, Meyer lemon zest, sandalwood, nougat in aroma and cup. Sweetly tart structure with vibrant acidity; plush, syrupy mouthfeel. The finish consolidates to attractive notes of lychee and nougat with sandalwood undertones."
Ethiopia Guji Wush Wush Anaerobic Natural,Coffee Please,Medium-Light,Taiwan,Ethiopia,7.89,95,May 2021,"Delicately bright, balanced, crisply sweet. Bing cherry, cocoa nib, lemon yogurt, lavender, fresh-cut oak in aroma and cup. Sweetly tangy with gently lactic, savory-edged acidity; silky, buoyant mouthfeel. A fruit-driven finish is supported by cocoa nib with a continued gentle lactic tang."
Ethiopia Guji Wush Wush,Paradise Roasters,Medium-Light,United States,Ethiopia,7.33,95,May 2021,"Juicy, bright, confidently fruit- and floral-toned. Candy cap mushroom, dark chocolate, kefir, plumeria, mesquite in aroma and cup. Tangy-sweet structure with lactic-toned acidity; plush, syrupy mouthfeel. Long, resonant, flavor-saturated finish."
Tres Dragones Colombia,Bird Rock Coffee Roasters,Medium-Light,United States,Colombia,7.35,94,May 2021,"Pungently sweet-savory, deep, expressive. Dark chocolate, dried mango, fine musk, rum barrel, honeysuckle in aroma and cup. Richly sweet-savory structure with roundly tart acidity; full, creamy mouthfeel. Particularly musky, fruit-toned finish with dark chocolate undertones."
Panama Elida Estate Catuaí Natural ASD,Willoughby's Coffee & Tea,Medium-Light,United States,Panama,7.27,94,May 2021,"Lactic, chocolaty, sweetly tart. Young goat cheese, dark chocolate, roasted pine nut, persimmon, fresh-cut cedar in aroma and cup. Tart-sweet structure with deeply tangy, lactic acidity; very full, syrupy-smooth mouthfeel. Finish consolidates to an attractive chocolate-toned kefir."
Ethiopia Guji Natural Anaerobic Wush Wush G1,De Clieu Coffee,Medium-Light,Taiwan,Ethiopia,9.2,93,May 2021,"Earth-toned, richly sweet-savory. Moist cedar, breadfruit, magnolia, cocoa powder, musk. Savory-leaning with sweetly brisk acidity; light-footed, smooth mouthfeel. A hazelnut-like note emerges in the finish, alongside cocoa powder and moist cedar."
Elida Natural ASD (Panama),Geisha Coffee Roaster,Medium-Light,United States,Panama,3.25,93,May 2021,"Rich, deep, resoundingly lactic and pungent. Distinct dark chocolate, blue cheese, lily-like flowers, vanilla, pipe tobacco. Savory sweet structure; tangy acidity. Plush, velvety mouthfeel. The chocolate and blue cheese notes sustain in a surprisingly balanced, harmonic finish. "
Ethiopia Oromia Anaerobic Natural,Nine Point Coffee,Medium,Taiwan,Ethiopia,7.11,93,May 2021,"Roasty-sweet, floral-toned. Golden raisin, gently scorched cedar, dark chocolate, freesia-like flowers, molasses in aroma and cup. Crisply sweet structure with brisk acidity; satiny mouthfeel. Very sweet, long finish with pleasing notes of dark chocolate, freesia, and a complicating hint of smokiness."
Castillo El Paraiso,Steady State Roasting,Medium-Light,United States,Colombia,8.82,93,May 2021,"Intensely fruit-forward, high-toned. Passion fruit, cocoa nib, mango custard, oak, a hint of thyme in aroma and cup. Crisply tart-leaning structure with citrusy acidity; lightly velvety mouthfeel. Quietly fruit-driven finish."
Kenya Nyeri Gachatha Washed AB,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.6,94,June 2021,"Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity; full, satiny-smooth mouthfeel. Notes of star wisteria and black currant carry the sweet, deep-toned finish."
Ethiopia Yirgacheffe G1 Mulugeta Tsige,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.0,95,June 2021,"Lyrically sweet, gently herb-toned, very complex. Bergamot, star jasmine, cocoa nib, sandalwood, marjoram in aroma and cup. Sweet-tart structure with high-toned, juicy acidity; silky, vibrant mouthfeel. Sweetly herbaceous finish with notes of marjoram supported by cocoa nib."
Kenya AA Top Gathambi Station,GK Coffee,Medium-Light,Taiwan,Kenya,8.8,94,June 2021,"Deep-toned, richly sweet-savory. Tamarind, hop flowers, brown sugar, cedar, lemon verbena in aroma and cup. Balanced, bittersweet structure with bright, lively acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of brown sugar, tamarind and cedar."
Ethiopia Uraga Washed G1,RamsHead Coffee Roasters,Medium-Light,United States,Ethiopia,5.28,94,May 2021,"Juicy, bright, intricately balanced. Apricot, cocoa nib, jasmine, maple syrup, almond butter in aroma and cup. Crisply sweet-tart with bright, citrusy acidity; delicate, silky-smooth mouthfeel. Cocoa- and fruit-toned finish with hints of jasmine."
Ethiopia Sidamo Natural Water Decaf,Jackrabbit Java,Medium-Light,United States,Ethiopia,4.12,91,May 2021,"Deep-toned, chocolaty. Baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. Sweet-toned structure with gentle, round acidity; full, satiny mouthfeel. Crisp, chocolaty finish with undertones of almond and date."
Kenya Karindudu AA,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.47,95,May 2021,"Deep-toned, floral and chocolaty. Dark chocolate, honeysuckle, tamarind, mulberry, fresh-cut oak in aroma and cup. Sweet-savory structure with gentle, rounded but vibrant acidity; very syrupy, viscous mouthfeel. Long, lingering, balanced, flavor-saturated finish."
Ethiopia Guji Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Ethiopia,7.35,94,May 2021,"Tropical fruit-driven, resonantly aromatic. Lychee, guava, cocoa nib, freesia-like flowers, cedar in aroma and cup. Sweet-tart structure with high-toned acidity; plush, satiny-smooth mouthfeel. The finish centers around notes of lychee and freesia with cocoa undertones."
Maypop,Lina Premium Coffee,Medium-Light,United States,Colombia,7.35,94,May 2021,"High-toned, juicy-bright. Pineapple, cocoa nib, lemon verbena, myrrh, narcissus in aroma and cup. Sweet-tart structure with bold, balanced acidity; syrupy-smooth mouthfeel. Fruit- and cocoa-toned finish supported by narcissus-like floral notes."
Trivarietal,Lina Premium Coffee,Medium-Light,United States,Colombia,7.28,90,May 2021,"Crisply sweet, cocoa toned. Cocoa powder, date, oak, magnolia, hint of cinnamon in aroma and cup. Sweet-toned structure with pert acidity; velvety mouthfeel. The finish consolidates to notes of magnolia and oak."
La Soledad Colombia,JBC Coffee Roasters,Medium-Light,United States,Colombia,7.94,94,May 2021,"Crisply sweet, complex, cocoa- and floral-toned. Cocoa nib, star jasmine, plum, tangerine zest, agave syrup in aroma and cup. Vibrantly sweet structure with juicy-bright acidity; plush, syrupy mouthfeel. Chocolaty finish with undertones of plum and tangerine zest."
Natural Mexico Ixhuatlan del Cafe,Ming's Coffee Playroom,Light,Taiwan,Mexico,6.4,93,May 2021,"Vibrant, gently fruit-toned. Dried apricot, lemon drop, freesia-like flowers, oak, honey in aroma and cup. Sweetly tart structure with brisk acidity; full, satiny-smooth mouthfeel. The resonant finish consolidates to notes of lemon balm and honey, supported by fresh-cut oak."
Nicaragua Yellow Pacamara Natural,Paradise Roasters,Light,United States,Nicaragua,26.41,94,June 2021,"Richly sweet-tart, fruit-driven. Dried apricot, almond nougat, clove, freesia-like flowers, lemon verbena in aroma and cup. Sweet-toned structure with complex tart and savory undertones and juicy, bright acidity; nectar-like mouthfeel. The crisp, fruit-forward finish centers around notes of dried apricot and almond nougat."
Ethiopia West Arsi Nensebo Natural G1,Pro Aroma Enterprise Coffee,Medium-Light,Taiwan,Ethiopia,7.05,95,June 2021,"Delicately berry-toned with savory impulses. Dried strawberry, honey, star jasmine, fresh-cut cedar, macadamia nut in aroma and cup. Sweet-savory structure with vibrant, lively acidity; very full, syrupy-smooth mouthfeel. Resonant, rich finish redolent of strawberry and star jasmine."
Ethiopia Sidama Bona Sweet Natural,Pro Aroma Enterprise Coffee,Light,Taiwan,Ethiopia,5.88,94,June 2021,"Brightly sweet-tart, fruit-toned. Mango, sandalwood, toffee, cocoa nib, spicy freesia-like flowers in aroma and cup. Tart-leaning structure with crisp, high-toned acidity; syrupy-smooth mouthfeel. Fruit-and floral-toned finish with sandalwood undertones."
Congo Square,Three Keys Coffee,Medium-Light,United States,Democratic Republic Of The Congo,5.88,94,June 2021,"High-toned, resinously nutty, intensely sweet. Wild honey, plum, magnolia, mesquite, pistachio in aroma and cup. Sweet-tart structure with savory-leaning acidity; viscous, nectar-like mouthfeel. Gentle, sweetly rich finish with notes of wild honey, pistachio and mesquite into the long."
Burundi Mikuba Honey Microlot 1,Olympia Coffee,Light,United States,Burundi,6.61,93,June 2021,"Deeply sweet, round, balanced. Apricot, baking chocolate, freesia-like flowers, cedar, maple syrup in aroma and cup. Crisply sweet structure with quietly lively acidity; buoyant, silky mouthfeel. Suggestions of baking chocolate and maple syrup support the cedar-toned finish."
Rwanda Simbi,Mamechamame Coffee,Light,Japan,Rwanda,7.56,93,June 2021,"Balanced, elegant, gently stated. Cocoa nib, pomegranate, fresh-tanned leather, wisteria, cashew in aroma and cup. Savory-leaning structure with tart underpinnings and brisk acidity; crisp, satiny mouthfeel. The finish consolidates to pomegranate and leather suggestions."
Burundi Kinyovu,Valverde Coffee Roasters,Medium,United States,Burundi,5.64,92,June 2021,"Sweetly roast-toned, chocolaty. Dark chocolate, lily, vanilla, dried fig, scorched cedar in aroma and cup. Bittersweet-savory structure; crisp yet velvety mouthfeel. Dark chocolate notes lead in the finish, rounding to dried fruit and vanilla notes in the long. "
Ethiopia Washed Sidama Nafasha 74158 21/01,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.11,96,June 2021,"Lyrically sweet, intriguing tart, complexly savory. Mulberry, sage, bergamot, frankincense, apple blossom in aroma and cup. High-toned structure with delicately bright, multi-layered acidity; very viscous, plush mouthfeel. Resonant, flavor-laden finish, long and confident."
Taiwan Natural Alishan TFU’YA Kakalove Lot,Kakalove Cafe,Medium-Light,Taiwan,Taiwan,19.82,95,June 2021,"Richly berry and citrus-toned; bright and lively. Blackberry jam, tangerine zest, almond nougat, freesia-like flowers, wild honey in aroma and cup. Fruit-forward structure with crisp, juicy acidity; full, syrupy-smooth mouthfeel. The vibrant finish carries forward all of the aroma and flavor notes of the cup, blackberry and wild honey, in particular."
Ethiopia Natural Guji Blue Donkey 21/01,Kakalove Cafe,Light,Taiwan,Ethiopia,4.6,95,June 2021,"Deep, rich, berry-driven. Raspberry coulis, wild honey, star jasmine, marzipan, sandalwood in aroma and cup. Sweetly tart structure with bright, crisp acidity; satiny, viscous mouthfeel. The long, resonant finish is redolent of raspberry and star jasmine with sandalwood undertones."
Gigesa Natural,JBC Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,95,July 2021,"Richly berry-toned, sweetly herbaceous. Raspberry coulis, lemon verbena, wild honey, cedar, a hint of marjoram in aroma and cup. Sweet structure with vibrant acidity; syrupy-smooth mouthfeel. The fruit-forward finish is supported by sweet herb notes and rich aromatic wood suggesting cedar."
Baby Dragons,Nostalgia Coffee Roasters,Medium-Light,United States,Colombia,8.23,94,July 2021,"Juicy-sweet, fruit-driven. Lychee, tea rose, sandalwood, cashew, chocolate fudge in aroma and cup. Richly bittersweet structure with juicy, bright acidity; plush, syrupy mouthfeel. The resonant, long, flavor-laden finish centers around notes of lychee and chocolate."
Colombia Lagoon Java Anaerobic,Big Shoulders Coffee,Medium-Light,United States,Colombia,7.35,93,July 2021,"Fruit-forward, high-toned. Pink grapefruit zest, rhododendron, baking chocolate, agave syrup, freesia in aroma and cup. Sweet-toned structure with brisk acidity; very full, syrupy mouthfeel. Crisply sweet, floral-toned finish with citrus undertones."
